,Course ID,Course Name,Credit Count,Prerequisites,Course Description,General Education Goal
2531,SPAN 194,Individual Study Abroad: Elementary Spanish II,6-Jan,,"Introductory work toward proficiency in reading, writing, speaking and listening skills. Content varies. May be repeated for credit. Study for credit must be approved by the department prior to departure.",
2532,SPAN 201,Intermediate Spanish I,4,one year university level Spanish or equivalent,"A review of the fundamentals of grammar, practice in written and oral expression, development of listening and reading skills, brief cultural components.",{06}
2533,SPAN 201,Intermediate Spanish I,4,one year university level Spanish or equivalent,"A review of the fundamentals of grammar, practice in written and oral expression, development of listening and reading skills, brief cultural components.",{08}
2534,SPAN 202,Intermediate Spanish II,4,one year university level Spanish or equivalent,"A review of the fundamentals of grammar, practice in written and oral expression, development of listening and reading skills, brief cultural components. SPAN 210W Includes basic communication exchanges, common vocabulary and experiences. Emphasis is on improving written expression through compositions related to socio-cultural topics of the countries in which Spanish is the primary language.",{06}
2535,SPAN 202,Intermediate Spanish II,4,one year university level Spanish or equivalent,"A review of the fundamentals of grammar, practice in written and oral expression, development of listening and reading skills, brief cultural components. SPAN 210W Includes basic communication exchanges, common vocabulary and experiences. Emphasis is on improving written expression through compositions related to socio-cultural topics of the countries in which Spanish is the primary language.",{08}
2536,SPAN 250,Spanish Through Latin Dancing,4,,"This course is an immersive and kinesthetic way to learn or review Spanish. Spanish is used as the language of instruction in order to teach students the basics to various types of Latin dancing, including salsa, bachata, and merengue. Students will learn about the history of each dance and will be able to identify each genre of music. Specific Spanish vocabulary covered includes lyrics to songs, names of dance steps, dancing commands, and phrases needed to participate in a Latin dance event in a Spanish-speaking country. Students will also learn about the cultural importance of dancing in different Spanish-speaking countries.",{06}
2537,SPAN 250,Spanish Through Latin Dancing,4,,"This course is an immersive and kinesthetic way to learn or review Spanish. Spanish is used as the language of instruction in order to teach students the basics to various types of Latin dancing, including salsa, bachata, and merengue. Students will learn about the history of each dance and will be able to identify each genre of music. Specific Spanish vocabulary covered includes lyrics to songs, names of dance steps, dancing commands, and phrases needed to participate in a Latin dance event in a Spanish-speaking country. Students will also learn about the cultural importance of dancing in different Spanish-speaking countries.",{11}
2538,SPAN 256,Individual Study Abroad: Supervised Project,6-Jan,,"Topics will vary. May be repeated for credit. SPAN 280W This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g., Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English and exposes students to international and diverse points of view that prepare them to be global citizens.",
2539,SPAN 293,Individual Study Abroad: Intermediate Spanish I,6-Jan,One year university level Spanish or equivalent,"Development of reading, writing, speaking and listening skills at the intermediate level. Content varies. May be repeated for credit. Study for credit must be approved by the department prior to departure. Pre: One year university level Spanish or equivalent SPAN 294 Individual Study Abroad: Intermediate",
2540,SPAN 301,Topics in Language,4-Jan,Two years of university level Spanish or equivalent,"Topics will vary and course may be repeated for credit. Language topics include pronunciation and intonation, advanced grammar, Spanish for the marketplace, etc. The focus is on advanced oral or written communication.",
2541,SPAN 310,Conversation,4-Jan,,Emphasis on development of oral communication skills and improvement in writing. SPAN 311W Composition Workshop for Heritage/Bilingual,
2542,SPAN 350,Topics in Hispanic Cultures,4,Two years of university-level Spanish or proof of equivalent,"A critical analysis of cultural and historical events that have shaped the Hispanic world from a transatlantic perspective. We explore the multiple cultures that are part of the Spanish, Latin American, and US regions and examine concepts such as Hispanic identity, colonial/postcolonial discourses, immigration, race, etc. This course is in Spanish. proficiency.",
2543,SPAN 355,Spanish Cultures,4-Jan,Two years university level Spanish or equivalent,Major cultural and historical aspects of Spain from ancient times to the present.,
2544,SPAN 356,Latin American Cultures,4-Jan,Two years university level Spanish or equivalent,Major cultural and historical aspects of Latin America from pre-colonial times to the present.,
2545,SPAN 365,Selected Readings,4-Jan,Two years university level Spanish or equivalent,Discussion and analysis of major themes and movements based on selected readings from representative authors from the Spanish speaking world.,
2546,SPAN 393,Individual Study Abroad: Advanced Spanish I,6-Jan,Two years university level Spanish or equivalent,"Increase proficiency of reading, writing, speaking and listening skills. Content varies. May be repeated for credit. Study for credit must be approved by the department prior to departure.",
2547,SPAN 394,Supervised Study Abroad: Advanced Spanish II,6-Jan,Two years university level Spanish or equivalent,"Emphasis is on reading, writing, speaking and listening skills. Content varies. May be repeated for credit. Study for credit must be approved by the department prior to departure. SPAN 395 Individual Study Abroad: Readings in Hispanic",
2548,SPAN 396,Experiencing Diverse Cultures,3-Jan,"SPAN 201, SPAN 202","This course will focus on acquisition of cultural, personal and universal dimensions of cultural learning that will lead to recognition and (appropriate) response to conditions of marginalized populations as they experience first-hand diverse cultures.",{Gold}
2549,SPAN 401,Topics in Linguistics,4-Jan," Completion of 4 credits of 300 level, or, ,","Topics may vary. Course may be repeated for credit. Discussion and analysis of Spanish linguistics (syntax, sociolinguistics, historical linguistics, translation theory and practice.)",
2550,SPAN 402,Topics in Spanish Peninsular Literature,4-Jan," Completion of 4 credits of 300 level, or, ,","Topics vary: Spanish Literature from Medieval to Modern Times. May be repeated for credit. SPAN 403W Topics vary: major writers from Spanish America; Spanish American novel; Spanish American poetry; Spanish American drama; Spanish American short story; romanticism, the Mexican novel. May be repeated for credit.",
2551,SPAN 405,Topics in Hispanic Literatures,4," Completion of 4 credits of 300 -level or, equivalent, level.","A critical analysis of Hispanic literature from the different regions of the Hispanic world (Spain, Latin America, US). We explore the multiple literary trends that are part of the Spanish-speaking regions and examine concepts such as Hispanic identity, colonial/postcolonial discourses, immigration, etc. through literary discourses. This course is in Spanish.",
2552,SPAN 407,Topics in Translation,4-Jan,,"Introduction to the theory and practice of translation. This course is targeted at Spanish students and language professionals interested in developing translation skills, as well as in finding out what is involved in becoming a professional translator.",
2553,SPAN 450,Spanish for the Professions,4,,"This course is targeted at language professionals including teachers, business professionals, health professionals, law enforcement professionals. The purpose is to improve overall oral proficiency and address communication issues and vocabulary associated with the students’ field of expertise.",
2554,SPAN 492,Independent Study,3-Jan," Completion of eight 300-level credits,, or, SPAN 493 Individual Study Abroad: Topics in Language and",Variable topics.,
2555,SPAN 498,Internship: Spanish for the Professions,4-Jan,,"Internship in Spanish is designed to provide opportunities to apply classroom learning to practice and enhance skills, to experience the workplace and professional demands, and to explore a career.",
2556,SPAN 499,Individual Study,4-Jan," completion of eight 300-level credits,, or, Special Education",Individual Study,
2557,SPED 108,Human Services and Disabilities,3,,Exploration of human service professions serving and interacting with individuals with disabilities. SP,{Purple}
2558,SPED 108,Human Services and Disabilities,3,,Exploration of human service professions serving and interacting with individuals with disabilities. SP,"{Purple, 07}"
2559,SPED 108,Human Services and Disabilities,3,,Exploration of human service professions serving and interacting with individuals with disabilities. SP,"{Purple, 09}"
2560,SPED 324,Accessing the general education curriculum,2,,This course provides teacher candidates with the knowledge and skills necessary to understand curriculum standards to design instruction related to the general education curriculum. It will provide candidates with opportunities to identify materials and curriculum to ensure access to the general education standards for students with IEPs. SPED 333 Transition Plan/Secondary Methods for Students w/Mild,
2561,SPED 401,IEP Writing and Professional Practice,4,,"This course will introduce teacher candidates to different aspects of being a Special Educator, including writing Individual Education Program plans, working collaboratively, addressing strategies for working with paraprofessionals, developing an understanding of collaboration including co-teaching, and using technology in the classroom to assist student learning.",
2562,SPED 404,Instructional Decision Making,4,,This course provides the student learner with the knowledge and skills necessary to make effective data-based decisions within the instructional context. Students will gain training in and knowledge of instructional decision making at the individual and systems level.,
2563,SPED 405,Individuals with Exceptional Needs,3,,"This course provides a rigorous overview to the education of children and youth who differ greatly from the average in physical, cognitive, emotional or social characteristics. It introduces the student to Minnesota’s Graduation Standards Rule in relation to the needs of children and youth who receive special education services. SPED 406 Strategies for Teaching Learners with Special Needs: Reading & This course teaches how to select and apply specific evidence-based reading and writing strategies for students with mild/moderate disabilities. Students will learn basic instructional principles behind validated instructional models and how to use these models in different instructional settings.",
2564,SPED 407,Positive Behavioral Interventions and Supports,3,,"This course is designed to teach the principles of Positive Behavior Supports and intervention planning. Students will learn how PBIS can be applied at the school, classroom, and individual levels. Students will apply learned information to identify successful interventions.",
2565,SPED 408,Individuals with Diverse and Exceptional Needs,4,,Designed to provide an introduction and overview of the characteristics and educational needs of children and youth with diverse and exceptional needs in the public school. The course introduces Minnesota Graduation Standards Rules in relationship to the needs of students with diverse and exceptional needs. SPED 409 Learning and Human Development for Diverse,
2566,SPED 411,Effective Strategies for the Inclusive Classroom,4,,"Describes and demonstrates strategies that teachers can use to differentiate the curriculum to meet the needs of special learners in an inclusive classroom. Course will also examine the latest knowledge related to intelligence, creativity, holistic education and classroom differentiation. SPED 412 Due Process, Planning & Design of the Individual",
2567,SPED 425,Foundations of ASD and EBD,4,,"This ASD/EBD Foundations course will provide apprentices with indepth information about ASD and EBD historical and philosophical foundations, etiology and characteristics, legal basis and criteria and related assessments for determining eligibility for services, as well as general information about IEP development and research-based and evidence-based practices.",
2568,SPED 426,ASD and EBD Methods,4,,"This ASD/EBD Methods course will provide apprentices with in-depth information about the FBA and BIP process, implementing behavior management strategies that promote learning and generalization of skills across all environments for individuals of all ages, and writing IEPs. SPED 427 Assessment and Data-based decision making in Special",
2569,SPED 428,Emotional and Behavioral Disorders methods,4,,This course is designed to equip teacher candidates with the knowledge and skills necessary to effectively address the unique academic and behavioral needs of students with emotional and behavioral disorders (EBD). Candidates will explore the multifaceted nature of EBD and delve into evidence-based instructional strategies and interventions aimed at fostering academic success and positive behavior in diverse educational settings.,
2570,SPED 429,Autism Spectrum Disorders methods,4,,"This course will provide students with knowledge and skills about instructional strategies that are used in the field of autism with evidence of effectiveness, including several evidence-based practices in their responsibilities of direct everyday instruction and/or consultation to general education teachers. SP",
2571,SPED 431,Student Teaching: Autism Spectrum Disorder,3,,This course is the culmination of the MN Special Education Autism Spectrum Disorders licensure program. Apprentices will complete a student teaching experience in which they gradually assume the full responsibilities of a special education teacher under the guidance of their Journey Worker. SPED 448W Behavior Management and Learning Environments for,
2572,SPED 458,Seminar: Student Teaching,4,,"Focuses on competencies, strategies, issues and trends to prepare the student to teach persons with DCD. Corequisites:",
2573,SPED 459,Student Teaching: Mild and Moderate Disabilities,8,,"Focuses on documenting the university student’s ability to apply the knowledge and skills learned in coursework and teach youth with DCD in the public school. The university student will assess students with DCD, develop individual goals and objectives, design instructional units and lesson plans, implement instruction in the LRE, and evaluate the effectiveness of instructional interventions. Corequisites:",
2574,SPED 490,Workshop in Special Education,3-Jan,,Authentic applications of special education knowledge.,
2575,SPED 491,In-Service Special Education,2-Jan,,Teaching students with disabilities.,
2576,SPED 499,Individual Study,3-Jan,,Advanced independent study in a specified area. Statistics,
2577,STAT 154,Elementary Statistics,4,"Satisfy Placement Table in this section, or MATH 098 with","An introduction to statistical concepts and methods that is applicable to all disciplines. Topics include descriptive measures of data, probability and probability distributions, statistical inference, tests of hypotheses, confidence intervals, correlation, linear regression, and analysis of variance. The use of statistical software will be emphasized. Prereq: ACT Math sub-score of 19 or higher, successful completion of",{02}
2578,STAT 154,Elementary Statistics,4,"Satisfy Placement Table in this section, or MATH 098 with","An introduction to statistical concepts and methods that is applicable to all disciplines. Topics include descriptive measures of data, probability and probability distributions, statistical inference, tests of hypotheses, confidence intervals, correlation, linear regression, and analysis of variance. The use of statistical software will be emphasized. Prereq: ACT Math sub-score of 19 or higher, successful completion of",{04}
2579,STAT 221,Applied Probability and Statistics for Engineers,3,MATH 112 with grade of “C” (2.0) or better,"An introduction to statistics with emphasis on the applied probability models used in Science and Engineering. Topics covered include samples, probability, probability distributions, estimation, one and two samples hypotheses tests, correlation, simple and multiple linear regressions.",
2580,STAT 354,Concepts of Probability & Statistics,4,MATH 122 with C or better or consent,"A calculus-based introduction to probability and statistics. Topics include probability, random variables, probability distributions (discrete and continuous), joint probability distributions (discrete and continuous), statistical inference (both estimation and hypothesis testing), confidence intervals for distribution of parameters and their functions, sample size determinations, analysis of variance, regression, and correlation. This course meets the needs of the practitioner and the person who plans further study in statistics. Same as",
2581,STAT 356,Introduction to Programming in SAS,3,STAT 154 or instructor’s approval,"Introduction to basic programming techniques: creating DATA and PROC statements, libraries, functions, programming syntax, and formats. Descriptive and Inferential statistics in SAS. Emphasis is placed on using these tools for statistical analyses. Working with arrays, loop and SAS macro.",
2582,STAT 398,CPT: Co-Operative Experience,0," At least 60 credits earned; in good, standing;, permission; co-op contract; other prerequisites may also apply.",Curricular Practical Training: Co-Operative Experience is a zerocredit full-time practical training experience for one semester and an adjacent fall or spring term. Special rules apply to preserve fulltime student status. Please contact an advisor in your program for complete information.,
2583,STAT 450,Regression Analysis,3,MATH 354 / STAT 354 or STAT 455 with “C” (2.0) or better,"Simple and multiple linear regression, model adequacy checking and validation, identification of outliers, leverage and influence, polynomial regression, variable selection and model building strategies, nonlinear regression, and generalized linear regression. or consent",
2584,STAT 451,Design and Analysis of Experiments,3,MATH 354 / STAT 354 or STAT 455 with “C” (2.0) or better,"Randomized complete block design, Latin squares design, Graco- Latin squares design, balanced incomplete block design, factorial design, fractional factorial design, response surface method, fixed effects and random effects models, nested and split plot design. or consent",
2585,STAT 455,Theory of Statistics I,4,MATH 223 with “C” (2.0) or better or consent,"A mathematical approach to statistics with derivation of theoretical results and of basic techniques used in applications. Includes probability, continuous probability distributions, multivariate distributions, functions of random variables, central limit theorem and statistical inference. Same as",
2586,STAT 456,Theory of Statistics II,4,"MATH 455, STAT 455 with “C” (2.0) or better or consent","A mathematical approach to statistics with derivation of theoretical results and of basic techniques used in applications, including sufficient statistics, additional statistical inference, theory of statistical tests, inferences about normal models and nonparametric methods. Same as",
2587,STAT 457,"Sample Survey, Design and Analysis",3,Either MATH/STAT 354 or both MATH 121 and STAT 154,"Sampling distributions: means and variances. Bias, robustness and efficiency. Random sampling, systematic sampling methods including stratified random sampling, cluster sampling and two-stage sampling, ratio, regression, and population size estimation. Suitable statistical software is introduced, for example, MATLAB, R, SAS, etc. with “C” (2.0) or better, or consent.",
2588,STAT 458,Categorical Data Analysis,3,Either MATH/STAT 354 or both MATH 121 and STAT 154,"Forms of multivariate analysis for discrete data, two dimensional tables, models of independence, log linear models, estimation of expected values, model selection, higher dimensional tables, logistic models and incompleteness. Logistic regression. Suitable statistical software is introduced, for example, MATLAB, R, SAS etc. with “C” (2.0) or better, or consent.",
2589,STAT 459,Nonparametric Methods,3,Either MATH/STAT 354 or both STAT 154 and MATH 121,"Derivation and usage of nonparametric statistical methods in univariate, bivariate, and multivariate data. Applications in count, score, and rank data, analysis of variance for ranked data. Nonparametric regression estimation. Suitable statistical software is introduced, for example, MATLAB, R, SAS, etc. with “C” (2.0) or better, or consent.",
2590,STAT 488,Seminar,3-Jan,,The study of a particular topic primarily based upon recent literature. May be repeated for credit on each new topic.,
2591,STAT 491,In-Service,4-Jan,,A course designed to upgrade the qualifications of persons on-the-job. May be repeated for credit on each new topic.,
2592,STAT 492,Statistics Capstone Experience,3,"STAT 457, STAT 458, STAT 459, STAT 450 (at least two of",This course is designed to allow undergraduate students an opportunity to integrate their statistics experiences by engaging each student in working on problems in applied or theoretical statistics. Spring these),
2593,STAT 495,Selected Topics,4-Jan,,A course in an area of statistics not regularly offered. May be repeated for credit on each new topic.,
2594,STAT 498,Internship,12-Jan,,Provides a student the opportunity to gain expertise and experience in a special field under the supervision of a qualified person.,
2595,STAT 499,Individual Study,4-Jan,,Independent individual study under the guidance and direction of a faculty member. Special arrangements must be made with an appropriate faculty member. May be repeated for credit of each new topic. Theater arts,
2596,THEA 100,Introduction to Theatre,3,,"Survey of theatre arts; lectures, with lab experience available. Note: Students may not take both THEA 115 and this class.",{06}
2597,THEA 101,Acting for Everyone,3,,Performance scenes and exercises for the beginner.,{06}
2598,THEA 101,Acting for Everyone,3,,Performance scenes and exercises for the beginner.,{11}
2599,THEA 102,Theatre Activity: Acting,2-Jan,Consent,Acting in a mainstage or approved production. May be repeated.,{11}
2600,THEA 103,Theatre Activity: Management,2-Jan,Consent,"Work on stage or house management, or public relations. May be repeated.",{11}
2601,THEA 104,Theatre Activity: Dance Captain,2-Jan,Consent,"Serve as Dance Captain, to assist the Choreographer, for a mainstage or approved production. May be repeated.",
2602,THEA 105,Theatre Activity: Stagecraft,2-Jan,Consent,Work on stage crew in a mainstage production. May be repeated.,{11}
2603,THEA 107,Theatre Activity: Costume,2-Jan,Consent,Work on costumes or wardrobe crew in a mainstage production. May be repeated.,{11}
2604,THEA 108,Theatre Activity: Lighting,2-Jan,Consent,Work on lighting crew in a mainstage production. May be repeated.,{11}
2605,THEA 109,Theatre Activity: Sound,2-Jan,Consent,Work on sound crew in a mainstage production. May be repeated.,{11}
2606,THEA 110,Fundamentals of Acting,3,Consent,Performance scenes and acting exercises for the beginning theatre major.,
2607,THEA 111,Private Voice for the Actor,1,Consent,Private lessons in developing the actor’s singing voice. May be repeated.,
2608,THEA 121,Movement for Theatre,3,Consent,"Instructs the student through a series of movement exercises in body alignment, breathing, flexibility, strength and coordination.",{11}
2609,THEA 210,Intermediate Acting,3,THEA 110 or consent,The process of character structuring through script analysis and scene work.,
2610,THEA 212,Music Skills for Theatre I,2,,"A group instruction course covering fundamental music theory and skills applicable to the theatre artist including the study of music notation, style, harmony and literature. Skills learned will include basic keyboarding, sight reading and sight singing music. Fall",
2611,THEA 213,Music Skills for Theatre II,2,THEA 212,"A continuation of Music Skill for Theatre I, this course will focus on recent developments in the American Music Theatre while increasing skills learned in the previous class. Spring",
2612,THEA 214,Singing for the Actor,1,Permission of Instructor,Study and exercise to prepare actors to sing for the musical theatre with the focus on competence and musicianship.,
2613,THEA 215,Audition Methods,3,THEA 110 or consent,The development of a repertoire of audition pieces to increase the ability to perform with confidence on short notice.,
2614,THEA 231,Stage Management,3,,Exploration of all aspects of theatrical stage management activities through specific theoretical and practical study.,
2615,THEA 235,Fundamentals of Directing,3,THEA 100 and THEA 101 or THEA 110,Introduction to the theory and practice of directing for the theatre.,
2616,THEA 240,Basic Design,3,THEA 100,"Introduction to the concepts, process, and practices of theatrical scenic, lighting, and costume design including script analysis and historical overviews.",
2617,THEA 245,Scene Painting I,3,Consent,Introductory course examining the basics of materials and techniques of scenic painting with a large amount of lab time for experimentation with technique.,
2618,THEA 252,Theatre Technology,3,THEA 100,"Fundamental concepts of technical theatre; an overview of basic stagecraft, costuming, lighting, and sound in the contemporary theatre.",
2619,THEA 255,Stagecraft,3,THEA 100,Introduction to theory and practice of construction techniques used in the theatre.,
2620,THEA 260,Costume Construction,3,THEA 100,Theory and techniques in stage costume construction.,
2621,THEA 262,Dance Production: Costumes,1,,Fundamental concepts of costume design and production for the Dance.,
2622,THEA 265,Stage Makeup,2,Consent,Theory and practical laboratory work in stage makeup applications.,
2623,THEA 270,Lighting Technology,3,THEA 100,The study of lighting technology and its effect on lighting design.,
2624,THEA 272,Dance Production: Lighting,1,,Fundamental concepts of lighting design and production for the Dance.,
2625,THEA 275,Sound Technology,3,THEA 100,The study of sound technology and its effect on sound design.,
2626,THEA 276,Dance Production: Sound,1,,"Fundamental concepts of sound design and production for the Dance. THEA 285W A survey of literature, artists and performances with specific regard to the theatre of diversity including, but not restricted to: Feminist Theatre, Gay and Lesbian Theatre, African-American Theatre, Asian American Theatre, Hispanic Theatre, etc.",{Purple}
2627,THEA 295,Touring Theatre,4-Jan,Consent,Work on the actual mounting and performance of a touring theatrical production.,
2628,THEA 300,Summer Stock,4-Jan,Consent,Technical work and/or acting in summer theatre productions. May be repeated.,
2629,THEA 301,Practicum: Directing,2-Jan,Consent,"A considerable production responsibility which utilizes skills in script analysis, actor coaching, design coordination and general production management; or assistant directing for a mainstage production. May be repeated.",
2630,THEA 302,Practicum: Acting,2-Jan,Consent,A considerable production responsibility dealing with the preparation and performance of a major acting role. May be repeated.,
2631,THEA 303,Practicum: Theatre Management,2-Jan,Consent,"Special assignments in stage management, house, and/or concessions management, public relations or related areas. May be repeated.",
2632,THEA 304,Practicum: Scene Design,2-Jan,Consent,"Preparation and execution of a major scene design assignment. Requires a design and construction schedule, preliminary and final design concepts, and necessary drafting details. May be repeated.",
2633,THEA 305,Practicum: Tech Theatre,2-Jan,Consent,"A considerable production responsibility dealing with some technical aspects including technical drawings, budget management, or construction techniques. May be repeated.",
2634,THEA 306,Practicum: Costume Design,2-Jan,Consent,Full and assistant costume design assignments for theatre productions. May be repeated.,
2635,THEA 307,Practicum: Costume Construction,2-Jan,Consent,The construction of costumes for theatre productions. May be repeated.,
2636,THEA 308,Practicum: Light Design,2-Jan,Consent,"Preparation and execution of a major lighting design assignment. Requires a design with appropriate schedules, supervision of hanging, focusing and cues. May be repeated.",
2637,THEA 309,Practicum: Sound,2-Jan,Consent,"Preparation and execution of a major sound design assignment including all sound effects, reinforcement and amplification. May be repeated.",
2638,THEA 311,Private Voice for the Actor,0,THEA 111,Continuation of,
2639,THEA 315,Careers in Theatre,1,THEA 100,Introduction to the various career opportunities directly in or appertaining to theatrical arts performance.,
2640,THEA 335,Intermediate Directing,3,THEA 235,"Intermediate Directing focuses on the semiotics of staging and casting, composition, and artist leadership. Students learn how to lead rehearsals, cast shows, and create powerful and meaningful stage pictures. Actor coaching is developed.",
2641,THEA 337,Devised Theatre,3,THEA 100,Students will build a strong ensemble and work together to create a new production about a specific event or theme relevant to them. THEA 381W The study and application of various analytical approaches to play texts in preparation for production.,
2642,THEA 400,Portfolio Seminar,1,Consent,Exploring the techniques of building a working design/technology portfolio and resume.,
2643,THEA 410,Musical Theatre Acting I,3,THEA 210 or consent,Introduction to musical theatre performance techniques for the American Musical Theatre actor.,
2644,THEA 411,Music Theatre Acting II,3,THEA 210 and consent,"Scene studies from the American Musical Theatre, as well as performance techniques for the singing actor.",
2645,THEA 412,Theatre Speech,3,THEA 210 or consent,Study and exercises in vocal development emphasizing the demands of stage speech.,
2646,THEA 414,Stage Dialects,3,THEA 413,A study and practice of vocal dialects most often used in performance.,
2647,THEA 416,Acting Scene Studies,3,THEA 210 or consent,Advanced scene studies with a focus on analysis and the varied approaches to developing motivations.,
2648,THEA 417,Acting Techniques,3,THEA 210 or consent,The development of individual performance craft and advanced acting methodologies. THEA 417W The development of individual performance craft and advanced acting methodologies.,
2649,THEA 418,Acting Styles,3,THEA 210 or consent,Advanced scene studies in classical and stylized dramatic literature.,
2650,THEA 419,Acting for Radio/TV,3,THEA 210 and consent,Development of performance craft for the media.,
2651,THEA 426,Stage Combat,2,Consent,An exploration of basic skills involved in unarmed combat and a variety of historical weapons systems with primary emphasis on theatricality and safety.,
2652,THEA 430,Theatre Management,3,THEA 235,"Exposes students to the functions of theatre managers through case studies, discussions, practical application and readings.",
2653,THEA 432,Practicum: Choreography,2-Jan,Consent,Serve as Choreographer for a mainstage or approved production. May be repeated.,
2654,THEA 433,Practicum: Musical Directing,2-Jan,Consent,Serve as Musical Director for a mainstage or approved production. May be repeated.,
2655,THEA 434,Practicum: Dramaturgy,2-Jan,Consent,Serve as Dramaturg for a mainstage or approved production. May be repeated.,
2656,THEA 435,Advanced Directing Methods,3,THEA 235 and consent,"Advanced studies in script analysis, actor psychology and staging techniques culminating in performance projects with critical analysis.",
2657,THEA 440,Scene Design I,3,THEA 240 or consent,Development of techniques and skills in the creation of scenery.,
2658,THEA 441,Scene Design II,3,THEA 440,Refinement of model building and drawing skills in theatrical design.,
2659,THEA 444,Styles and Ornamentation,3,Consent,"A visual appreciation of assorted cultures through the study of their architecture, decoration, furniture, utensils, etc.",
2660,THEA 445,Scene Painting II,3,THEA 252 or consent,Provides information on materials and techniques of scenic painting with a large amount of lab time for experimentation with technique.,
2661,THEA 448,Drawing and Rendering for the Theatre,3,THEA 240,"Exploring compositional organization of the two-dimensional surface by experimenting with a variety of media, materials, forms, approaches and subjects as a means for theatrical communication.",
2662,THEA 451,Drafting for the Theatre,3,Consent,Enhances the advanced theatre student’s ability to show complex elements of a theatrical design in a clear manner using accepted theatrical drafting methods.,
2663,THEA 455,Technical Direction,3,THEA 255,"Explores all facets of technical direction, construction techniques, and project management.",
2664,THEA 456,Advanced Technical Direction,3,THEA 455,Explores advanced facets of technical direction including entertainment engineering and technology currently in use in the field.,
2665,THEA 460,Costume Design I,3,THEA 240 or consent,Theory and techniques in costume design and execution.,
2666,THEA 461,Costume Design II,3,THEA 460,Advanced costume design theory and techniques.,
2667,THEA 464,Costume History,3,Consent,Survey of costume history from ancient Egypt to 1900.,
2668,THEA 465,Advanced Makeup,3,THEA 265,Practical application of advanced makeup techniques.,
2669,THEA 470,Lighting Design I,3,THEA 270,"The study of lighting equipment, usage, techniques and stage lighting design.",
2670,THEA 471,Lighting Design II,3,THEA 470,Solving particular lighting design challenges.,
2671,THEA 472,Virtual Lighting,3,THEA 470. Permission of Instructor,Computer realization for virtual lighting design to enhance practical production quality. THEA 474 Advanced Sound Technology: Digital Audio,
2672,THEA 475,Sound Design I,3,consent,"Production and sound effects, electronic sound reinforcement of live performance, choice and operation of sound equipment, as well as basic music styles and terminology.",
2673,THEA 476,Sound Design II,3,THEA 475,Integrated sound design to support and enhance theatrical production.,
2674,THEA 481,History of Western Theatre,3,THEA 100,Survey of theatrical history from its origins to 1700.,
2675,THEA 482,Perspectives in World Performance,3,THEA 100,"This course examines how all global performance styles and techniques influence each other. Focusing on the last 250 years, students will examine how performance practices from all around the world have merged (sometimes in a celebratory way, sometimes due to appropriation) to become the performing arts of today. Diverse Cultures: Purple",{Purple}
2676,THEA 483,Musical Theatre History,3,THEA 100 and consent,"Survey of the history of the American Musical Theatre from its origins to the present. THEA 485W This class teaches how to access historical information and present it to directors, actors, or designers in a way that will help them make informed and practical artistic choices. THEA 487W Writing the short and long play.",
2677,THEA 490,Topics in Theatre,3-Jan,THEA 100. Permission of Instructor,Special topics not covered in other classes. May be repeated.,
2678,THEA 497,(1-8) Internship,8-Jan,Consent,,
2679,THEA 499,Individual Study,3-Jan,Consent,Urban and Regional Studies,
2680,URBS 100,Introduction to the City,3,,"A fresh look at the city, with emphasis on the reasons why cities have grown and how people can make cities livable.",{05}
2681,URBS 100,Introduction to the City,3,,"A fresh look at the city, with emphasis on the reasons why cities have grown and how people can make cities livable.",{08}
2682,URBS 110,The City: Design and Architecture,3,,Appreciation of the city as the highest cultural achievement in design and architecture.,{06}
2683,URBS 150,Sustainable Communities,3,,"This course will identify and analyze global social, economic, political and environmental problems impacting community viability and explore the full range of solutions to these problems. The course will view communities as complex, sustainable organisms and bring together the works of the great minds working on sustainability.",{05}
2684,URBS 150,Sustainable Communities,3,,"This course will identify and analyze global social, economic, political and environmental problems impacting community viability and explore the full range of solutions to these problems. The course will view communities as complex, sustainable organisms and bring together the works of the great minds working on sustainability.",{10}
2685,URBS 230,Community Leadership,3,,"Introduction to community leadership-elected, professional, or voluntary-and the skills and values which support it. URBS 230W Introduction to community leadership-elected, professional, or voluntary-and the skills and values which support it.",{09}
2686,URBS 230,Community Leadership,3,,"Introduction to community leadership-elected, professional, or voluntary-and the skills and values which support it. URBS 230W Introduction to community leadership-elected, professional, or voluntary-and the skills and values which support it.",{11}
2687,URBS 401,Foundations in Urban Management and Planning,3,,"This course is a survey of the local community--the forces which shape it, the significance of a democratic public, and the professional practice of local government service. Fall, Spring",
2688,URBS 402,Urban Analysis,3,,"Introduction to skills and techniques used to form questions about urban affairs, to organize and analyze information to answer it, and to present the results of one’s analysis in a professional format. Fall, Spring",
2689,URBS 412,Public Information and Involvement,3,,"This course, designed for student preparing for a professional career in local government or public service, focuses on media relations and building citizen involvement through public awareness projects.",
2690,URBS 413,Urban Program Evaluation,3,,Reviews processes and techniques related to evaluation of public programs.,
2691,URBS 415,Urban Housing Policy,3,,"Public policy and programs that address issues of housing supply, quality, costs, and neighborhood revitalization.",
2692,URBS 417,Urban Administrative Law,3,,"An overview of local government law and local governing powers. In addition, public issues in the legal context will be examined from a management and operational perspective.",
