Course Number,Course Name,Credit Count,Prerequisites,Color Group
"207, HLTH",475. Or other statistics course as approved by,BSSW,,
SOWK 441,Generalist Social Work Practice,4,Admission to the BSSW Program/major. Permission to,
SOWK 443,Social Work Interviewing and Counseling Skills,4,,
Prerequisites: SOWK,441. Permission to register given by,BSSW,,
SOWK 446,Organizations and Community Practice,4,,
learn: 1),to recognize characteristics and assets of,organizations,,
"communities, 2)",to identify and respond to changing,community,,
"organizational needs,",and 3) strategies for planned,change,,
Prerequisites: SOWK,441. Permission to register given by,BSSW,,
SOWK 450,Integrative Seminar,4,,
concepts. Serves,as the capstone experience. Taken with,SOWK,"SOWK Foundation, Practice Sequence, and permission",
concepts. Serves,as the capstone experience. Taken with,SOWK,,
SOWK 455,Social Work Practicum,8,,
Culminating practicum,experience with 32 hour per,week,,
worker. Taken,with,SOWK,"SOWK Foundation, Practice Sequence, and permission",
worker. Taken,with,SOWK,,
SOWK 485,Selected Topics,1-6,,
SOWK 490,Workshop,1-3,,
SOWK 492,Honors Reading,1-3,,
SOWK 495,Social Work Honors Paper,1-3,,
SOWK 497,Internship: Social Work,1-10,,
SOWK 499,Individual Study,1-6,,
SOC 101,Introduction to Sociology,4,,Purple
SOC 150,Social Problems,4,,Purple
SOC 202,Introductory Social Statistics,4,,
SOC 208,Families in Society,4,,Purple
SOC 209,Sociology of Human Sexualities,4,,Purple
SOC 214W,Animals and Society,4,,
350 2024-2025,Undergraduate,Catalog,,
SOC 241,Social Deviance,4,,
SOC 255,Juvenile Delinquency,4,,
SOC 285,Selected Topics in Sociology,4,,
SOC 285W,Selected Topics in Sociology,4,,
SOC 301W,Social Research I,4,,
SOC 307,Sex & Gender in Contemporary Society,4,,
SOC 325,Sociology of Popular Culture,4,,
SOC 351,Social Psychology,4,,
SOC 360,Indigenous Peoples and Environmental Struggles,4,,
environmental interactions.,Same course as AIS 360. Credit,allowed,,Purple
SOC 402,Medical Sociology,4,,
SOC 404,Sociology of Aging,4,,Purple
SOC 405,Sociology of Death,4,,
SOC 407,Population Dynamics,4,,
SOC 409,Family Violence,4,,
SOC 417,Program Administration,4,,
SOC 420,Identity Work in Women’s Reentry Experiences,4,,Gold
SOC 425,Social Movements,4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
SOC 430,Sociology of Globalization,4,,Purple
SOC 442,Criminology,4,,
SOC 446,"Race, Culture & Ethnicity",4,,Purple
SOC 446,"Race, Culture & Ethnicity",4,,
SOC 458,Sociological Theory,4,,
SOC 460,Environmental Sociology,4,,Purple
SOC 461,Urban Sociology,4,,Purple
SOC 463,Social Stratification,4,,Purple
SOC 466,Program Planning and Evaluation,4,,
SOC 469,Survey Research,4,,
Prerequisite: SOC,301W or similar research methods,course,,
SOC 472,Drugs and Society,4,,
SOC 479,Sociological Ethnography,4,,
SOC 480,Qualitative Methods,4,,
"projects, write",and present analyses. Prerequisite: SOC 301W,or,,
SOC 482,Social Change,4,,
SOC 483,Contemporary Families,4,,
352 2024-2025,Undergraduate,Catalog,,
SOC 484,Sociology of Religion,4,,
SOC 485,Selected Topics,2-6,,
SOC 490,Workshop,1-3,,
SOC 492,Honors Reading,1,,
SOC 493,Community Engaged Research,4,,
Prerequisites: SOC,301W or equivalent;,Senior,,
SOC 497,Internship: Sociology,1-12,Consent,
SOC 499,Individual Study,1-6,Consent,
SE 300,Software Engineering Academy Project,3,Admission to the program.,
SE 301,(Core): Introduction to Software Engineering,2,Admission to the program.,
SE 302,(Core): Introduction to Software Quality and,Testing2,Requires admission to the program.,
SE 303,(Core): Introduction to,Context-aware,,
SE 303,(Core): Introduction to,Context-aware,Requires admission to the program.,
SE 304,Preparation for Self-directed Study,in,,
SE 304,Preparation for Self-directed Study,in,Admission to the program.,
SE 311W,SE Professionalism 1,2,,
SE 311W,SE Professionalism 1,2,,
SE 312W,SE Professionalism 1,2,,
Prerequisites: SE,"311W,",SE,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
SE 391,Software Engineering Project 1,4,,
Prerequisites: SE,"300, SE 301,",SE,,
Prerequisites: SE,"300, SE 301,",SE,,
SE 392,Software Engineering Project 2,4,,
Prerequisites: SE,"311W,",SE,,
Prerequisites: SE,"311W,",SE,,
SE 398,CPT: Co-Operative Experience,0,,
information. Requires,admission to the program; at least 60,total,,
Prerequisites: CIS,223. Admission to the program; at least 60,total,,
SE 401,Topics in Software Requirements,2,,
Prerequisites: SE,"300, SE 301,",SE,,
SE 402,"Topics in Software Testing, Measurement, and",Quality2,,
Prerequisites: SE,"300 SE 301 SE 302,",SE,,
SE 403,Topics in Software Architecture and Design,2,,
Prerequisites: SE,"300. SE 301,",SE,,
SE 404,"Topics in Software Process, Life","Cycle,",,
SE 404,"Topics in Software Process, Life","Cycle,",,
Prerequisites: SE,"300, SE 301,",SE,,
SE 411W,SE Professionalism 3,2,,
Prerequisites: SE,"312W,",SE,,
SE 412W,SE Professionalism 4,2,,
Prerequisites: SE,"411W,",SE,,
SE 480,Topics in Software and Systems Engineering,2,,
Prerequisites: SE,"300, SE 301,",SE,,
354 2024-2025,Undergraduate,Catalog,,
SE 491,Software Engineering Capstone 1,4,,
411W. Senior,standing in SE program and at least 12 credits earned,in,,
Prerequisites: SE,"312W, SE 392. Senior standing in SE program and",at,,
12 credits,earned in SE technical cores,and,,
12 credits,earned in SE technical cores,and,,
SE 492,Software Engineering Capstone 2,4,,
concurrently with,SE 412W. Senior standing in SE program and,at,,
12 credits,earned in SE technical cores,and,,
Prerequisites: SE,"411W,",SE,,
Prerequisites: SE,"411W,",SE,,
SE 495,Software Engineering Seminar,1,Admission to the program.,
SE 498W,Senior Thesis,4,,
standing in,the program and at least 12 credits earned,in,,
Prerequisites: SE,"312W, SE 392. Senior standing in the program and",at,,
12 credits,earned in technical cores,and,,
SPAN 101,Elementary Spanish I,4,,
SPAN 102,Elementary Spanish II,4,,
Prerequisites: SPAN,101,or,,
SPAN 193,Individual Study Abroad: Elementary Spanish,I1-6,,
SPAN 194,Individual Study Abroad: Elementary Spanish,II1-6,,
SPAN 201,Intermediate Spanish I,4,one year university level Spanish or equivalent,
SPAN 202,Intermediate Spanish II,4,one year university level Spanish or equivalent,
SPAN 210W,Composition and Conversation Workshop,4,,
SPAN 250,Spanish Through Latin Dancing,4,,
SPAN 256,Individual Study Abroad: Supervised Project,1-6,,
SPAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4,,
involving at,"least 4 cultures (e.g., Dakota,","German,",,
SPAN 293,Individual Study Abroad: Intermediate Spanish,I1-6,One year university level Spanish or equivalent,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
SPAN 294,Individual Study,Abroad:,,
SPAN 301,Topics in Language,1-4,Two years of university level Spanish or equivalent,
SPAN 310,Conversation,1-4,,
SPAN 311W,Composition Workshop,for,,
SPAN 311W,Composition Workshop,for,,
SPAN 350,Topics in Hispanic Cultures,4,Two years of university-level Spanish or proof of equivalent,
SPAN 355,Spanish Cultures,1-4,Two years university level Spanish or equivalent,
SPAN 356,Latin American Cultures,1-4,Two years university level Spanish or equivalent,
SPAN 365,Selected Readings,1-4,Two years university level Spanish or equivalent,
SPAN 393,Individual Study Abroad: Advanced Spanish I,1-6,Two years university level Spanish or equivalent,
SPAN 394,Supervised Study Abroad: Advanced Spanish,II1-6,Two years university level Spanish or equivalent,
SPAN 395,Individual Study Abroad: Readings,in,,
SPAN 395,Individual Study Abroad: Readings,in,,
SPAN 396,Experiencing Diverse Cultures,1-3,,Gold
Prerequisites: SPAN,"201,",SPAN,,
SPAN 401,Topics in Linguistics,1-4,,
Prerequisites: Completion,of 4 credits of 300 level,or,,
SPAN 402,Topics in Spanish Peninsular Literature,1-4,,
Prerequisites: Completion,of 4 credits of 300 level,or,,
SPAN 403W,Topics in Spanish American Literature,1-4,,
Prerequisites: Completion,of 4 credits of 300 level,or,,
SPAN 405,Topics in Hispanic Literatures,4,,
Prerequisites: Completion,of 4 credits of 300 -level or,equivalent,,
SPAN 407,Topics in Translation,1-4,,
SPAN 450,Spanish for the Professions,4,,
356 2024-2025,Undergraduate,Catalog,,
SPAN 492,Independent Study,1-3,,
Prerequisites: Completion,"of eight 300-level credits,",or,,
SPAN 493,Individual Study Abroad: Topics in,Language,,
SPAN 493,Individual Study Abroad: Topics in,Language,Two years university level Spanish,
SPAN 494,Individual Study Abroad: Topics in,Spanish,,
SPAN 494,Individual Study Abroad: Topics in,Spanish,Two years university level Spanish,
SPAN 495,Individual Study Abroad: Topics in,Spanish,,
SPAN 495,Individual Study Abroad: Topics in,Spanish,Two years university level Spanish,
SPAN 496,Individual Study Abroad: Topics in,Spanish,,
SPAN 496,Individual Study Abroad: Topics in,Spanish,Two years university level Spanish,
SPAN 497,Individual Study Abroad: Topics in,Spanish,,
SPAN 497,Individual Study Abroad: Topics in,Spanish,,
SPAN 498,Internship: Spanish for the Professions,1-4,,
SPAN 499,Individual Study,1-4,,
Prerequisites: completion,"of eight 300-level credits,",or,,
SPED 108,Human Services and Disabilities,3,,Purple
SPED 320,Culturally and Linguistically,Sustaining,,
SPED 321,Culturally and Linguistically,Sustaining,,
SPED 322,Culturally and Linguistically,Sustaining,,
SPED 323,Culturally and Linguistically,Sustaining,,
SPED 324,Accessing the general education curriculum,2,,
SPED 333,Transition Plan/Secondary Methods for,Students,,
SPED 401,IEP Writing and Professional Practice,4,,
SPED 404,Instructional Decision Making,4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
SPED 405,Individuals with Exceptional Needs,3,,
SPED 406,Strategies for Teaching Learners with,Special,,
Reading &,Writing,4,,
SPED 407,Positive Behavioral Interventions and Supports,3,,
SPED 408,Individuals with Diverse and Exceptional Needs,4,,
SPED 409,Learning and Human Development,for,,
SPED 409,Learning and Human Development,for,,Gold
SPED 410,"Assessment, Evaluation, and Individualized",Planning,,
SPED 411,Effective Strategies for the Inclusive Classroom,4,,
SPED 412,"Due Process, Planning & Design of",the,,
participation in,"mediation, and d) due process as outlined in",IDEA,,
SPED 413,Professional Growth and Development for,Teachers,,
SPED 414,Literary Methods for an Inclusive,Classroom:,,
SPED 414,Literary Methods for an Inclusive,Classroom:,,
SPED 422,Strategies for Teaching Learners with Special,Needs:,,
SPED 425,Foundations of ASD and EBD,4,,
SPED 426,ASD and EBD Methods,4,,
SPED 427,Assessment and Data-based decision making,in,,
SPED 427,Assessment and Data-based decision making,in,,
SPED 428,Emotional and Behavioral Disorders methods,4,,
SPED 429,Autism Spectrum Disorders methods,4,,
358 2024-2025,Undergraduate,Catalog,,
SPED 430,Student teaching: Emotional,and,,
SPED 430,Student teaching: Emotional,and,,
SPED 431,Student Teaching: Autism Spectrum Disorder,3,,
SPED 448W,Behavior Management and Learning,Environments,,
pre-K through,12th grade. Students will learn to,conduct,,
SPED 458,Seminar: Student Teaching,4,,
SPED 458,Seminar: Student Teaching,4,,
SPED 459,Student Teaching: Mild and Moderate,Disabilities8,,
SPED 459,Student Teaching: Mild and Moderate,Disabilities8,,
SPED 490,Workshop in Special Education,1-3,,
SPED 491,In-Service Special Education,1-2,,
SPED 499,Individual Study,1-3,,
STAT 154,Elementary Statistics,4,,
ACT Math,"sub-score of 19 or higher, successful completion",of,,
098 or,appropriate placement scores (see Placement,Information,,
"Statistics) Fall,","Spring,",Summer,,
Prerequisites: Satisfy,"Placement Table in this section, or MATH",098,,
STAT 221,Applied Probability and Statistics for Engineers,3,,
Prerequisites: MATH,112 with grade of “C” (2.0),or,,
STAT 354,Concepts of Probability & Statistics,4,,
person who,plans further study in statistics. Same as MATH,354.,,
Prerequisites: MATH,122 with C or better,or,,
STAT 356,Introduction to Programming in SAS,3,,
Prerequisites: STAT,154 or,instructor’s,,
STAT 398,CPT: Co-Operative Experience,0,,
Prerequisites: At,least 60 credits earned; in good,standing;,,
STAT 450,Regression Analysis,3,,
Prerequisites: MATH,354 / STAT 354 or STAT 455 with “C” (2.0),or,,
STAT 451,Design and Analysis of Experiments,3,,
Prerequisites: MATH,354 / STAT 354 or STAT 455 with “C” (2.0),or,,
STAT 455,Theory of Statistics I,4,,
inference. Same,as,MATH,,
Prerequisites: MATH,223 with “C” (2.0) or better,or,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
STAT 456,Theory of Statistics II,4,,
Prerequisites: MATH,"455, STAT 455 with “C” (2.0) or better",or,,
STAT 457,"Sample Survey, Design and Analysis",3,,
Prerequisites: Either,MATH/STAT 354 or both MATH 121 and,STAT,,
with “C”,"(2.0) or better,",or,,
STAT 458,Categorical Data Analysis,3,,
Prerequisites: Either,MATH/STAT 354 or both MATH 121 and,STAT,,
with “C”,"(2.0) or better,",or,,
STAT 459,Nonparametric Methods,3,,
Prerequisites: Either,MATH/STAT 354 or both STAT 154 and,MATH,,
with “C”,"(2.0) or better,",or,,
STAT 488,Seminar,1-3,,
STAT 491,In-Service,1-4,,
STAT 492,Statistics Capstone Experience,3,,
Prerequisites: STAT,"457, STAT 458, STAT 459, STAT 450 (at least",two,,
STAT 495,Selected Topics,1-4,,
STAT 498,Internship,1-12,,
STAT 499,Individual Study,1-4,,
THEA 100,Introduction to Theatre,3,,
Students may,not take both THEA 115 and,this,,
THEA 101,Acting for Everyone,3,,
THEA 102,Theatre Activity: Acting,1-2,Consent,
THEA 103,Theatre Activity: Management,1-2,Consent,
THEA 104,Theatre Activity: Dance Captain,1-2,Consent,
THEA 105,Theatre Activity: Stagecraft,1-2,Consent,
THEA 107,Theatre Activity: Costume,1-2,Consent,
THEA 108,Theatre Activity: Lighting,1-2,Consent,
THEA 109,Theatre Activity: Sound,1-2,Consent,
THEA 110,Fundamentals of Acting,3,Consent,
THEA 111,Private Voice for the Actor,1,Consent,
THEA 121,Movement for Theatre,3,Consent,
360 2024-2025,Undergraduate,Catalog,,
THEA 210,Intermediate Acting,3,,
Prerequisites: THEA,110,or,,
THEA 212,Music Skills for Theatre I,2,,
THEA 213,Music Skills for Theatre II,2,,
THEA 213,Music Skills for Theatre II,2,,
THEA 214,Singing for the Actor,1,Permission of Instructor,
THEA 215,Audition Methods,3,,
Prerequisites: THEA,110,or,,
THEA 231,Stage Management,3,,
THEA 235,Fundamentals of Directing,3,,
Prerequisites: THEA,100 and THEA 101 or,THEA,,
THEA 240,Basic Design,3,,
THEA 240,Basic Design,3,,
THEA 245,Scene Painting I,3,Consent,
THEA 252,Theatre Technology,3,,
THEA 252,Theatre Technology,3,,
THEA 255,Stagecraft,3,,
THEA 255,Stagecraft,3,,
THEA 260,Costume Construction,3,,
THEA 260,Costume Construction,3,,
THEA 262,Dance Production: Costumes,1,,
THEA 265,Stage Makeup,2,Consent,
THEA 270,Lighting Technology,3,,
THEA 270,Lighting Technology,3,,
THEA 272,Dance Production: Lighting,1,,
THEA 275,Sound Technology,3,,
THEA 275,Sound Technology,3,,
THEA 276,Dance Production: Sound,1,,
THEA 285W,Theatre of Diversity,3,,Purple
THEA 295,Touring Theatre,1-4,Consent,
THEA 300,Summer Stock,1-4,Consent,
THEA 301,Practicum: Directing,1-2,Consent,
THEA 302,Practicum: Acting,1-2,Consent,
THEA 303,Practicum: Theatre Management,1-2,Consent,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
THEA 304,Practicum: Scene Design,1-2,Consent,
THEA 305,Practicum: Tech Theatre,1-2,Consent,
THEA 306,Practicum: Costume Design,1-2,Consent,
THEA 307,Practicum: Costume Construction,1-2,Consent,
THEA 308,Practicum: Light Design,1-2,Consent,
THEA 309,Practicum: Sound,1-2,Consent,
THEA 311,Private Voice for the Actor,0,,
Continuation of,THEA 111. May,be,,
Continuation of,THEA 111. May,be,,
THEA 315,Careers in Theatre,1,,
THEA 315,Careers in Theatre,1,,
THEA 335,Intermediate Directing,3,,
THEA 335,Intermediate Directing,3,,
THEA 337,Devised Theatre,3,,
THEA 381W,Play Analysis,3,,
THEA 381W,Play Analysis,3,,
THEA 400,Portfolio Seminar,1,Consent,
THEA 410,Musical Theatre Acting I,3,,
Prerequisites: THEA,210,or,,
THEA 411,Music Theatre Acting II,3,,
Prerequisites: THEA,210,and,,
THEA 412,Theatre Speech,3,,
Prerequisites: THEA,210,or,,
THEA 414,Stage Dialects,3,,
THEA 414,Stage Dialects,3,,
THEA 416,Acting Scene Studies,3,,
Prerequisites: THEA,210,or,,
THEA 417,Acting Techniques,3,,
Prerequisites: THEA,210,or,,
THEA 417W,Acting Techniques,3,,
Prerequisites: THEA,210,or,,
THEA 418,Acting Styles,3,,
Prerequisites: THEA,210,or,,
THEA 419,Acting for Radio/TV,3,,
Prerequisites: THEA,210,and,,
THEA 426,Stage Combat,2,Consent,
THEA 430,Theatre Management,3,,
THEA 430,Theatre Management,3,,
362 2024-2025,Undergraduate,Catalog,,
THEA 432,Practicum: Choreography,1-2,Consent,
THEA 433,Practicum: Musical Directing,1-2,Consent,
THEA 434,Practicum: Dramaturgy,1-2,Consent,
THEA 435,Advanced Directing Methods,3,,
Prerequisites: THEA,235,and,,
THEA 440,Scene Design I,3,,
Prerequisites: THEA,240,or,,
THEA 441,Scene Design II,3,,
THEA 441,Scene Design II,3,,
THEA 444,Styles and Ornamentation,3,Consent,
THEA 445,Scene Painting II,3,,
Prerequisites: THEA,252,or,,
THEA 448,Drawing and Rendering for the Theatre,3,,
THEA 448,Drawing and Rendering for the Theatre,3,,
THEA 451,Drafting for the Theatre,3,Consent,
THEA 455,Technical Direction,3,,
THEA 455,Technical Direction,3,,
THEA 456,Advanced Technical Direction,3,,
THEA 456,Advanced Technical Direction,3,,
THEA 460,Costume Design I,3,,
Prerequisites: THEA,240,or,,
THEA 461,Costume Design II,3,,
THEA 461,Costume Design II,3,,
THEA 464,Costume History,3,,
Survey of,costume history from ancient Egypt,to,Consent,
THEA 465,Advanced Makeup,3,,
THEA 465,Advanced Makeup,3,,
THEA 470,Lighting Design I,3,,
THEA 470,Lighting Design I,3,,
THEA 471,Lighting Design II,3,,
THEA 471,Lighting Design II,3,,
THEA 472,Virtual Lighting,3,,
Prerequisites: THEA,470. Permission,of,,
THEA 474,Advanced Sound Technology:,Digital,,
THEA 474,Advanced Sound Technology:,Digital,,
THEA 474,Advanced Sound Technology:,Digital,,
THEA 475,Sound Design I,3,consent,
THEA 476,Sound Design II,3,,
THEA 476,Sound Design II,3,,
THEA 481,History of Western Theatre,3,,
Survey of,theatrical history from its origins,to,,
Survey of,theatrical history from its origins,to,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
THEA 482,Perspectives in World Performance,3,,
influence each,"other. Focusing on the last 250 years,",students,,
influence each,"other. Focusing on the last 250 years,",students,,
THEA 483,Musical Theatre History,3,,
Prerequisites: THEA,100,and,,
THEA 485W,Theatre Dramaturgy,3,,
Prerequisites: THEA,100,and,,
THEA 487W,Playwriting,3,,
Prerequisites: THEA,100. Permission,of,,
THEA 490,Topics in Theatre,1-3,,
Prerequisites: THEA,100. Permission,of,,
THEA 497,(1-8) Internship,1-8,Consent,
THEA 499,Individual Study,1-3,Consent,
URBS 100,Introduction to the City,3,,
URBS 110,The City: Design and Architecture,3,,
URBS 150,Sustainable Communities,3,,
URBS 230,Community Leadership,3,,
URBS 230W,Community Leadership,3,,
URBS 401,Foundations in Urban Management and,Planning3,,
URBS 402,Urban Analysis,3,,
URBS 412,Public Information and Involvement,3,,
URBS 413,Urban Program Evaluation,3,,
URBS 415,Urban Housing Policy,3,,
URBS 417,Urban Administrative Law,3,,
URBS 431,Urban Design Principles,3,,
URBS 437,Urban Heritage Preservation,3,,
URBS 438,Historic Preservation: Policy and Field Methods,3,,
URBS 453,Grants Administration,3,,
URBS 457,Economic Development,3,,
URBS 461,Environmental Planning,3,,
URBS 471,Urban Transportation,3,,
URBS 481,Selected Topics,1-3,,
364 2024-2025,Undergraduate,Catalog,,
URBS 485,Community-Based Problem Solving,1-6,Consent,
URBS 489,Capstone Seminar,3,,
URBS 497,(1-12) Internship,1-12,Consent,
URBS 499,Individual Study,1-4,Consent,
WELL 100,Building Academic and Wellness Skills,for,,
WELL 100,Building Academic and Wellness Skills,for,,
WLC 280W,Parallel Worlds: Exploring Cultures & Symbols,4,,
involving at,"least 4 cultures (e.g., Dakota,","German,",,Purple
WLC 310,Portuguese for Spanish Speakers,4,,
Prerequisites: SPAN,201W. Completion of one 300 level Spanish,course,,
WLC 398,CPT: Co-Operative Experience,0,,
WLC 460,Methods of Teaching Modern Languages,3,Students must demonstrate sufficient language competence,
WLC 461,Applied Modern Language Teaching Methods,1,,
"German, or",Spanish. Take concurrently with or following,WLC,,
WLC 462,Foreign Languages in the Elementary,School,,
WLC 462,Foreign Languages in the Elementary,School,,
children grades,"K-6, including oral language","development,",Students must demonstrate sufficient language competence,
WLC 463,Applied FLES Methods,1,,
"German, or",Spanish. Take concurrently with or following,WLC,,
WLC 499,Individual Study,1-4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,Purple
1. Master,an understanding of diversity as defined by Minnesota,State,,
2. Acquire,a substantive knowledge base to identify the impact of oppression for individuals from,diverse,,
3. Obtain,the analytical skills necessary to make links between historical practices and contemporary U.S. societal issues,of,,
4. Apply,the same method for interpreting diversity issues in the United States to understanding issues of diversity in other societies across,the,,
5. Develop,an understanding of historical and contemporary social relations in specific societies across,the,,
1. Purple,courses are primarily aimed at helping students,learn,,
2. Purple,"courses allow students to explore basic concepts such as oppression, prejudice, discrimination, racism and ethnocentrism and responses to each; civil liberties",in,,
3. Although,"Purple courses may focus primarily on one diverse group of people, the course content should relate the basic concepts and issues discussed to a",variety,,
4. Courses,must meet Purple learning outcome 1 and at least two of the other Purple,learning,,
5. Purple,"courses may have experiential and reflective components, but the primary focus is",on,,
AIS 112,Elementary Ojibwe I,4.00,,
AIS 113,Elementary Ojibwe II,4.00,,
AIS 130,Introduction to Indigenous Education,3.00,,
AIS 211,Native America to 1900,3.00,,
AIS 212,Native America 1900 to Present,3.00,,
AIS 330,Indigenous Education,3.00,,
AIS 340,American Indians in Film,3.00,,
AIS 360,Indigenous Peoples and Environmental Struggles,3.00,,
AIS 380,The Sacred Landscape,3.00,,
ANTH 101,Introduction to Anthropology,4.00,,
ANTH 230,Peoples and Cultures of the World,4.00,,
ANTH 240,Language and Culture,4.00,,
ANTH 245,The Social Life of Swearing,4.00,,
ANTH 260,"Vampires, Werewolves, and Zombies: Folklore of Fear",4,,
ANTH 261,"Taboos, Tattoos, and T-Shirts: Culture and Body Art",4,,
ANTH 269,Anthropology of Sex,4.00,,
ANTH 332,Anthropology of Religion,4,,
ANTH 340,Language and Power,4.00,,
ANTH 361,Foodways,4,,
ART 160,Introduction to Visual Culture,3.00,,
ART 260,Art History Survey I,3.00,,
ART 467,Art of the Islamic World,3.00,,
ART 469,Asian Art,3.00,,
CDIS 290,Introduction to Communication Disorders,3.00,,
CIS 113,Health Humanities and Health Informatics,4.00,,
CJ 101,Introduction to Criminal Justice Systems,3.00,,
366 2024-2025,Undergraduate,Catalog,,
CJ 255,Juvenile Delinquency & Justice,3.00,,
COMM 110,Media and Society,4.00,,
COMM 198,Newsgathering Practicum,1.00,,
COMM 203,Intercultural Communication,4.00,,
COMM 260,Principles of Visual Mass Media,4.00,,
DANC 225,Worlds of Dance,3.00,,
ED 101,Introduction to Critical Race Theory in Education,3.00,,
EET 118,"Electricity - Generation, Usage & Green Alternatives",3.00,,
EET 125,Perspective on Technology,3.00,,
ENG 105,"Race, Rhetoric, and Representation",4.00,,
ENG 125,International Children's Literature,4.00,,
ENG 214,Environmental Humanities,4.00,,
ENG 318,Multicultural Literature,2-4,,
ENG 319,Animals and Literature,4.00,,
ETHN 100,American Racial Minorities,3.00,,
ETHN 101,Introduction to Multicultural & Ethnic Studies,3.00,,
ETHN 410,Foundations of Oppression,3.00,,
ETHN 460,Urban Minority Problems,3.00,,
ETHN 470,Women of Color,3.00,,
ETHN 486,Racial and Ethnic Politics,3.00,,
FCS 100,Personal & Family Living,3.00,,
FCS 120,Clothing and People,3.00,,
FCS 275,Consumers in the Economy,3.00,,
FCS 400,Culturally Diverse Family Systems,3.00,,
GEOG 100,Elements of Geography,3.00,,
GEOG 102,World Regional Geography,3.00,,
GEOG 103,Introductory Cultural Geography,3.00,,
GEOG 428,Human Migration,3.00,,
GEOL 107,Environmental Justice in Geoscience,4.00,,
GWS 110,Introduction to Gender,4.00,,
GWS 120,Violence and Gender,4.00,,
GWS 220,Sex and Gender Worldwide,4.00,,
GWS 222,"Gender, Law, & Justice",4.00,,
GWS 230,"Gender, Race, and Popular Culture",4.00,,
GWS 250,"Health, Wealth, and Power",4.00,,
GWS 411,Sexual Assault Victim Advocacy,4.00,,
HIST 155,History of the Family in America,3.00,,
HIST 171,"World Civilization, 1500-Present",4.00,,
HIST 190,United States to 1877,4.00,,
HIST 191,United States Since 1877,4.00,,
HIST 235,World War II and the Holocaust,4.00,,
HIST 244,A History of Taboos and Transgressions,4.00,,
HIST 260,Introduction to Traditional East Asian Civilization,4.00,,
HIST 369,Sex in American History,4.00,,
HIST 408,Women and Gender in European History,4.00,,
HIST 410,The Witch Hunts in European History,4.00,,
HIST 435,East Asian History: 1945 - The Present,4.00,,
HIST 437,African History to 1800,4.00,,
HIST 438,Modern Africa,4.00,,
HIST 441,Colonial Latin America,4.00,,
HIST 442,Modern Latin America,4.00,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
HIST 454,Early America to 1763,4.00,,
HIST 455,Revolutionary & Early National America 1763-1820,4.00,,
HIST 458,U.S. History 1820-1861,4.00,,
HIST 459,U.S. History 1861-1900,4.00,,
HIST 462,"U.S. History, 1900-1945",4.00,,
HIST 466,History of U.S. Foreign Relations in the Twentieth Century,4.00,,
HIST 467,Rock Music and American Society,4.00,,
HIST 470,American Frontier,4.00,,
HIST 471,20th Century American West,4.00,,
HIST 476,Comparative Slavery and Emancipation,4.00,,
HIST 477,African American History,4.00,,
HIST 478,America in Vietnam,4.00,,
HLTH 211,Human Sexuality in a World of Diversity,3.00,,
HLTH 466,Global Health,3.00,,
HUM 156,"Global Humanities II: The Americas, Australia, & Oceania",4.00,,
MUSC 102,Pop Music USA: Jazz to Country to Blues,3.00,,
MUSC 103,Pop Music USA: R & B to MTV,3.00,,
MUSC 308,Women in Music,3.00,,
PSYC 358,Introduction to Cultural Psychology,4.00,,
RPLS 250,Therapeutic Recreation Services,3.00,,
SCAN 451,Scandinavian Crime Fiction,4.00,,
SOC 101,Introduction to Sociology,4.00,,
SOC 150,Social Problems,4.00,,
SOC 208,Families in Society,4.00,,
SOC 209,Sociology of Human Sexualities,4.00,,
SOC 360,Indigenous Peoples and Environmental Struggles,4.00,,
SOC 404,Sociology of Aging,4.00,,
SOC 430,Sociology of Globalization,4.00,,
SOC 446,"Race, Culture & Ethnicity",4.00,,
SOC 460,Environmental Sociology,4.00,,
SOC 461,Urban Sociology,4.00,,
SOC 463,Social Stratification,4.00,,
SOWK 215,Introduction to Social Welfare Services,4.00,,
SOWK 255,Global Responses to Human Need,3.00,,
SPED 108,Human Services and Disabilities,3.00,,
THEA 482,Perspectives in World Performance,3.00,,Gold
1. Interact,with individuals from diverse populations outside the classroom and to have the opportunity to reflect on,such,,
2. Demonstrate,an acquisition of the basic knowledge and understanding of diversity related concepts so that the student’s experience will have meaning,and,,
3. Integrate,classroom knowledge with experiential learning in analyzing and responding to conditions of,marginalized,,
368 2024-2025,Undergraduate,Catalog,,
1. Gold,courses require students have experiential encounters with diverse cultures and reflect on those experiences as part of the,course,,
2. Gold,courses must contain sufficient content regarding interactions with diverse populations to establish a context and conceptual base for the student to,effectively,,
3. Gold,"courses should present content that allows students to explore basic concepts such as oppression, prejudice, discrimination, racism and ethnocentrism",and,,
4. Courses,must meet all three Gold,learning,,
AIS 455,Museum Science and Representation,3.00,,
AIS 460,Behaving Like Relatives,3.00,,
