Course Number,Course Name,Credit Count,Prerequisites,Color Group
THEA 235,Fundamentals of Directing,3,N/A,N/A
Prerequisites: THEA,100 and THEA 101 or,THEA,N/A,N/A
THEA 240,Basic Design,3,N/A,N/A
THEA 240,Basic Design,3,N/A,N/A
THEA 245,Scene Painting I,3,Consent,N/A
THEA 252,Theatre Technology,3,N/A,N/A
THEA 252,Theatre Technology,3,N/A,N/A
THEA 255,Stagecraft,3,N/A,N/A
THEA 255,Stagecraft,3,N/A,N/A
THEA 260,Costume Construction,3,N/A,N/A
THEA 260,Costume Construction,3,N/A,N/A
THEA 262,Dance Production: Costumes,1,N/A,N/A
THEA 265,Stage Makeup,2,Consent,N/A
THEA 270,Lighting Technology,3,N/A,N/A
THEA 270,Lighting Technology,3,N/A,N/A
THEA 272,Dance Production: Lighting,1,N/A,N/A
THEA 275,Sound Technology,3,N/A,N/A
THEA 275,Sound Technology,3,N/A,N/A
THEA 276,Dance Production: Sound,1,N/A,N/A
THEA 285W,Theatre of Diversity,3,N/A,Purple
THEA 295,Touring Theatre,1-4,Consent,N/A
THEA 300,Summer Stock,1-4,Consent,N/A
THEA 301,Practicum: Directing,1-2,Consent,N/A
THEA 302,Practicum: Acting,1-2,Consent,N/A
THEA 303,Practicum: Theatre Management,1-2,Consent,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
THEA 304,Practicum: Scene Design,1-2,Consent,N/A
THEA 305,Practicum: Tech Theatre,1-2,Consent,N/A
THEA 306,Practicum: Costume Design,1-2,Consent,N/A
THEA 307,Practicum: Costume Construction,1-2,Consent,N/A
THEA 308,Practicum: Light Design,1-2,Consent,N/A
THEA 309,Practicum: Sound,1-2,Consent,N/A
THEA 311,Private Voice for the Actor,0,N/A,N/A
Continuation of,THEA 111. May,be,N/A,N/A
Continuation of,THEA 111. May,be,N/A,N/A
THEA 315,Careers in Theatre,1,N/A,N/A
THEA 315,Careers in Theatre,1,N/A,N/A
THEA 335,Intermediate Directing,3,N/A,N/A
THEA 335,Intermediate Directing,3,N/A,N/A
THEA 337,Devised Theatre,3,N/A,N/A
THEA 381W,Play Analysis,3,N/A,N/A
THEA 381W,Play Analysis,3,N/A,N/A
THEA 400,Portfolio Seminar,1,Consent,N/A
THEA 410,Musical Theatre Acting I,3,N/A,N/A
Prerequisites: THEA,210,or,N/A,N/A
THEA 411,Music Theatre Acting II,3,N/A,N/A
Prerequisites: THEA,210,and,N/A,N/A
THEA 412,Theatre Speech,3,N/A,N/A
Prerequisites: THEA,210,or,N/A,N/A
THEA 414,Stage Dialects,3,N/A,N/A
THEA 414,Stage Dialects,3,N/A,N/A
THEA 416,Acting Scene Studies,3,N/A,N/A
Prerequisites: THEA,210,or,N/A,N/A
THEA 417,Acting Techniques,3,N/A,N/A
Prerequisites: THEA,210,or,N/A,N/A
THEA 417W,Acting Techniques,3,N/A,N/A
Prerequisites: THEA,210,or,N/A,N/A
THEA 418,Acting Styles,3,N/A,N/A
Prerequisites: THEA,210,or,N/A,N/A
THEA 419,Acting for Radio/TV,3,N/A,N/A
Prerequisites: THEA,210,and,N/A,N/A
THEA 426,Stage Combat,2,Consent,N/A
THEA 430,Theatre Management,3,N/A,N/A
THEA 430,Theatre Management,3,N/A,N/A
362 2024-2025,Undergraduate,Catalog,N/A,N/A
THEA 432,Practicum: Choreography,1-2,Consent,N/A
THEA 433,Practicum: Musical Directing,1-2,Consent,N/A
THEA 434,Practicum: Dramaturgy,1-2,Consent,N/A
THEA 435,Advanced Directing Methods,3,N/A,N/A
Prerequisites: THEA,235,and,N/A,N/A
THEA 440,Scene Design I,3,N/A,N/A
Prerequisites: THEA,240,or,N/A,N/A
THEA 441,Scene Design II,3,N/A,N/A
THEA 441,Scene Design II,3,N/A,N/A
THEA 444,Styles and Ornamentation,3,Consent,N/A
THEA 445,Scene Painting II,3,N/A,N/A
Prerequisites: THEA,252,or,N/A,N/A
THEA 448,Drawing and Rendering for the Theatre,3,N/A,N/A
THEA 448,Drawing and Rendering for the Theatre,3,N/A,N/A
THEA 451,Drafting for the Theatre,3,Consent,N/A
THEA 455,Technical Direction,3,N/A,N/A
THEA 455,Technical Direction,3,N/A,N/A
THEA 456,Advanced Technical Direction,3,N/A,N/A
THEA 456,Advanced Technical Direction,3,N/A,N/A
THEA 460,Costume Design I,3,N/A,N/A
Prerequisites: THEA,240,or,N/A,N/A
THEA 461,Costume Design II,3,N/A,N/A
THEA 461,Costume Design II,3,N/A,N/A
THEA 464,Costume History,3,N/A,N/A
Survey of,costume history from ancient Egypt,to,Consent,N/A
THEA 465,Advanced Makeup,3,N/A,N/A
THEA 465,Advanced Makeup,3,N/A,N/A
THEA 470,Lighting Design I,3,N/A,N/A
THEA 470,Lighting Design I,3,N/A,N/A
THEA 471,Lighting Design II,3,N/A,N/A
THEA 471,Lighting Design II,3,N/A,N/A
THEA 472,Virtual Lighting,3,N/A,N/A
Prerequisites: THEA,470. Permission,of,N/A,N/A
THEA 474,Advanced Sound Technology:,Digital,N/A,N/A
THEA 474,Advanced Sound Technology:,Digital,N/A,N/A
THEA 474,Advanced Sound Technology:,Digital,N/A,N/A
THEA 475,Sound Design I,3,consent,N/A
THEA 476,Sound Design II,3,N/A,N/A
THEA 476,Sound Design II,3,N/A,N/A
THEA 481,History of Western Theatre,3,N/A,N/A
Survey of,theatrical history from its origins,to,N/A,N/A
Survey of,theatrical history from its origins,to,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
THEA 482,Perspectives in World Performance,3,N/A,N/A
influence each,"other. Focusing on the last 250 years,",students,N/A,N/A
influence each,"other. Focusing on the last 250 years,",students,N/A,N/A
THEA 483,Musical Theatre History,3,N/A,N/A
Prerequisites: THEA,100,and,N/A,N/A
THEA 485W,Theatre Dramaturgy,3,N/A,N/A
Prerequisites: THEA,100,and,N/A,N/A
THEA 487W,Playwriting,3,N/A,N/A
Prerequisites: THEA,100. Permission,of,N/A,N/A
THEA 490,Topics in Theatre,1-3,N/A,N/A
Prerequisites: THEA,100. Permission,of,N/A,N/A
THEA 497,(1-8) Internship,1-8,Consent,N/A
THEA 499,Individual Study,1-3,Consent,N/A
URBS 100,Introduction to the City,3,N/A,N/A
URBS 110,The City: Design and Architecture,3,N/A,N/A
URBS 150,Sustainable Communities,3,N/A,N/A
URBS 230,Community Leadership,3,N/A,N/A
URBS 230W,Community Leadership,3,N/A,N/A
URBS 401,Foundations in Urban Management and,Planning3,N/A,N/A
URBS 402,Urban Analysis,3,N/A,N/A
URBS 412,Public Information and Involvement,3,N/A,N/A
URBS 413,Urban Program Evaluation,3,N/A,N/A
URBS 415,Urban Housing Policy,3,N/A,N/A
URBS 417,Urban Administrative Law,3,N/A,N/A
URBS 431,Urban Design Principles,3,N/A,N/A
URBS 437,Urban Heritage Preservation,3,N/A,N/A
URBS 438,Historic Preservation: Policy and Field Methods,3,N/A,N/A
URBS 453,Grants Administration,3,N/A,N/A
URBS 457,Economic Development,3,N/A,N/A
URBS 461,Environmental Planning,3,N/A,N/A
URBS 471,Urban Transportation,3,N/A,N/A
URBS 481,Selected Topics,1-3,N/A,N/A
364 2024-2025,Undergraduate,Catalog,N/A,N/A
URBS 485,Community-Based Problem Solving,1-6,Consent,N/A
URBS 489,Capstone Seminar,3,N/A,N/A
URBS 497,(1-12) Internship,1-12,Consent,N/A
URBS 499,Individual Study,1-4,Consent,N/A
WELL 100,Building Academic and Wellness Skills,for,N/A,N/A
WELL 100,Building Academic and Wellness Skills,for,N/A,N/A
WLC 280W,Parallel Worlds: Exploring Cultures & Symbols,4,N/A,N/A
involving at,"least 4 cultures (e.g., Dakota,","German,",N/A,Purple
WLC 310,Portuguese for Spanish Speakers,4,N/A,N/A
Prerequisites: SPAN,201W. Completion of one 300 level Spanish,course,N/A,N/A
WLC 398,CPT: Co-Operative Experience,0,N/A,N/A
WLC 460,Methods of Teaching Modern Languages,3,Students must demonstrate sufficient language competence,N/A
WLC 461,Applied Modern Language Teaching Methods,1,N/A,N/A
"German, or",Spanish. Take concurrently with or following,WLC,N/A,N/A
WLC 462,Foreign Languages in the Elementary,School,N/A,N/A
WLC 462,Foreign Languages in the Elementary,School,N/A,N/A
children grades,"K-6, including oral language","development,",Students must demonstrate sufficient language competence,N/A
WLC 463,Applied FLES Methods,1,N/A,N/A
"German, or",Spanish. Take concurrently with or following,WLC,N/A,N/A
WLC 499,Individual Study,1-4,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,Purple
1. Master,an understanding of diversity as defined by Minnesota,State,N/A,N/A
2. Acquire,a substantive knowledge base to identify the impact of oppression for individuals from,diverse,N/A,N/A
3. Obtain,the analytical skills necessary to make links between historical practices and contemporary U.S. societal issues,of,N/A,N/A
4. Apply,the same method for interpreting diversity issues in the United States to understanding issues of diversity in other societies across,the,N/A,N/A
5. Develop,an understanding of historical and contemporary social relations in specific societies across,the,N/A,N/A
1. Purple,courses are primarily aimed at helping students,learn,N/A,N/A
2. Purple,"courses allow students to explore basic concepts such as oppression, prejudice, discrimination, racism and ethnocentrism and responses to each; civil liberties",in,N/A,N/A
3. Although,"Purple courses may focus primarily on one diverse group of people, the course content should relate the basic concepts and issues discussed to a",variety,N/A,N/A
4. Courses,must meet Purple learning outcome 1 and at least two of the other Purple,learning,N/A,N/A
5. Purple,"courses may have experiential and reflective components, but the primary focus is",on,N/A,N/A
AIS 112,Elementary Ojibwe I,4.00,N/A,N/A
AIS 113,Elementary Ojibwe II,4.00,N/A,N/A
AIS 130,Introduction to Indigenous Education,3.00,N/A,N/A
AIS 211,Native America to 1900,3.00,N/A,N/A
AIS 212,Native America 1900 to Present,3.00,N/A,N/A
AIS 330,Indigenous Education,3.00,N/A,N/A
AIS 340,American Indians in Film,3.00,N/A,N/A
AIS 360,Indigenous Peoples and Environmental Struggles,3.00,N/A,N/A
AIS 380,The Sacred Landscape,3.00,N/A,N/A
ANTH 101,Introduction to Anthropology,4.00,N/A,N/A
ANTH 230,Peoples and Cultures of the World,4.00,N/A,N/A
ANTH 240,Language and Culture,4.00,N/A,N/A
ANTH 245,The Social Life of Swearing,4.00,N/A,N/A
ANTH 260,"Vampires, Werewolves, and Zombies: Folklore of Fear",4,N/A,N/A
ANTH 261,"Taboos, Tattoos, and T-Shirts: Culture and Body Art",4,N/A,N/A
ANTH 269,Anthropology of Sex,4.00,N/A,N/A
ANTH 332,Anthropology of Religion,4,N/A,N/A
ANTH 340,Language and Power,4.00,N/A,N/A
ANTH 361,Foodways,4,N/A,N/A
ART 160,Introduction to Visual Culture,3.00,N/A,N/A
ART 260,Art History Survey I,3.00,N/A,N/A
ART 467,Art of the Islamic World,3.00,N/A,N/A
ART 469,Asian Art,3.00,N/A,N/A
CDIS 290,Introduction to Communication Disorders,3.00,N/A,N/A
CIS 113,Health Humanities and Health Informatics,4.00,N/A,N/A
CJ 101,Introduction to Criminal Justice Systems,3.00,N/A,N/A
366 2024-2025,Undergraduate,Catalog,N/A,N/A
CJ 255,Juvenile Delinquency & Justice,3.00,N/A,N/A
COMM 110,Media and Society,4.00,N/A,N/A
COMM 198,Newsgathering Practicum,1.00,N/A,N/A
COMM 203,Intercultural Communication,4.00,N/A,N/A
COMM 260,Principles of Visual Mass Media,4.00,N/A,N/A
DANC 225,Worlds of Dance,3.00,N/A,N/A
ED 101,Introduction to Critical Race Theory in Education,3.00,N/A,N/A
EET 118,"Electricity - Generation, Usage & Green Alternatives",3.00,N/A,N/A
EET 125,Perspective on Technology,3.00,N/A,N/A
ENG 105,"Race, Rhetoric, and Representation",4.00,N/A,N/A
ENG 125,International Children's Literature,4.00,N/A,N/A
ENG 214,Environmental Humanities,4.00,N/A,N/A
ENG 318,Multicultural Literature,2-4,N/A,N/A
ENG 319,Animals and Literature,4.00,N/A,N/A
ETHN 100,American Racial Minorities,3.00,N/A,N/A
ETHN 101,Introduction to Multicultural & Ethnic Studies,3.00,N/A,N/A
ETHN 410,Foundations of Oppression,3.00,N/A,N/A
ETHN 460,Urban Minority Problems,3.00,N/A,N/A
ETHN 470,Women of Color,3.00,N/A,N/A
ETHN 486,Racial and Ethnic Politics,3.00,N/A,N/A
FCS 100,Personal & Family Living,3.00,N/A,N/A
FCS 120,Clothing and People,3.00,N/A,N/A
FCS 275,Consumers in the Economy,3.00,N/A,N/A
FCS 400,Culturally Diverse Family Systems,3.00,N/A,N/A
GEOG 100,Elements of Geography,3.00,N/A,N/A
GEOG 102,World Regional Geography,3.00,N/A,N/A
GEOG 103,Introductory Cultural Geography,3.00,N/A,N/A
GEOG 428,Human Migration,3.00,N/A,N/A
GEOL 107,Environmental Justice in Geoscience,4.00,N/A,N/A
GWS 110,Introduction to Gender,4.00,N/A,N/A
GWS 120,Violence and Gender,4.00,N/A,N/A
GWS 220,Sex and Gender Worldwide,4.00,N/A,N/A
GWS 222,"Gender, Law, & Justice",4.00,N/A,N/A
GWS 230,"Gender, Race, and Popular Culture",4.00,N/A,N/A
GWS 250,"Health, Wealth, and Power",4.00,N/A,N/A
GWS 411,Sexual Assault Victim Advocacy,4.00,N/A,N/A
HIST 155,History of the Family in America,3.00,N/A,N/A
HIST 171,"World Civilization, 1500-Present",4.00,N/A,N/A
HIST 190,United States to 1877,4.00,N/A,N/A
HIST 191,United States Since 1877,4.00,N/A,N/A
HIST 235,World War II and the Holocaust,4.00,N/A,N/A
HIST 244,A History of Taboos and Transgressions,4.00,N/A,N/A
HIST 260,Introduction to Traditional East Asian Civilization,4.00,N/A,N/A
HIST 369,Sex in American History,4.00,N/A,N/A
HIST 408,Women and Gender in European History,4.00,N/A,N/A
HIST 410,The Witch Hunts in European History,4.00,N/A,N/A
HIST 435,East Asian History: 1945 - The Present,4.00,N/A,N/A
HIST 437,African History to 1800,4.00,N/A,N/A
HIST 438,Modern Africa,4.00,N/A,N/A
HIST 441,Colonial Latin America,4.00,N/A,N/A
HIST 442,Modern Latin America,4.00,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
HIST 454,Early America to 1763,4.00,N/A,N/A
HIST 455,Revolutionary & Early National America 1763-1820,4.00,N/A,N/A
HIST 458,U.S. History 1820-1861,4.00,N/A,N/A
HIST 459,U.S. History 1861-1900,4.00,N/A,N/A
HIST 462,"U.S. History, 1900-1945",4.00,N/A,N/A
HIST 466,History of U.S. Foreign Relations in the Twentieth Century,4.00,N/A,N/A
HIST 467,Rock Music and American Society,4.00,N/A,N/A
HIST 470,American Frontier,4.00,N/A,N/A
HIST 471,20th Century American West,4.00,N/A,N/A
HIST 476,Comparative Slavery and Emancipation,4.00,N/A,N/A
HIST 477,African American History,4.00,N/A,N/A
HIST 478,America in Vietnam,4.00,N/A,N/A
HLTH 211,Human Sexuality in a World of Diversity,3.00,N/A,N/A
HLTH 466,Global Health,3.00,N/A,N/A
HUM 156,"Global Humanities II: The Americas, Australia, & Oceania",4.00,N/A,N/A
MUSC 102,Pop Music USA: Jazz to Country to Blues,3.00,N/A,N/A
MUSC 103,Pop Music USA: R & B to MTV,3.00,N/A,N/A
MUSC 308,Women in Music,3.00,N/A,N/A
PSYC 358,Introduction to Cultural Psychology,4.00,N/A,N/A
RPLS 250,Therapeutic Recreation Services,3.00,N/A,N/A
SCAN 451,Scandinavian Crime Fiction,4.00,N/A,N/A
SOC 101,Introduction to Sociology,4.00,N/A,N/A
SOC 150,Social Problems,4.00,N/A,N/A
SOC 208,Families in Society,4.00,N/A,N/A
SOC 209,Sociology of Human Sexualities,4.00,N/A,N/A
SOC 360,Indigenous Peoples and Environmental Struggles,4.00,N/A,N/A
SOC 404,Sociology of Aging,4.00,N/A,N/A
SOC 430,Sociology of Globalization,4.00,N/A,N/A
SOC 446,"Race, Culture & Ethnicity",4.00,N/A,N/A
SOC 460,Environmental Sociology,4.00,N/A,N/A
SOC 461,Urban Sociology,4.00,N/A,N/A
SOC 463,Social Stratification,4.00,N/A,N/A
SOWK 215,Introduction to Social Welfare Services,4.00,N/A,N/A
SOWK 255,Global Responses to Human Need,3.00,N/A,N/A
SPED 108,Human Services and Disabilities,3.00,N/A,N/A
THEA 482,Perspectives in World Performance,3.00,N/A,Gold
1. Interact,with individuals from diverse populations outside the classroom and to have the opportunity to reflect on,such,N/A,N/A
2. Demonstrate,an acquisition of the basic knowledge and understanding of diversity related concepts so that the student’s experience will have meaning,and,N/A,N/A
3. Integrate,classroom knowledge with experiential learning in analyzing and responding to conditions of,marginalized,N/A,N/A
368 2024-2025,Undergraduate,Catalog,N/A,N/A
1. Gold,courses require students have experiential encounters with diverse cultures and reflect on those experiences as part of the,course,N/A,N/A
2. Gold,courses must contain sufficient content regarding interactions with diverse populations to establish a context and conceptual base for the student to,effectively,N/A,N/A
3. Gold,"courses should present content that allows students to explore basic concepts such as oppression, prejudice, discrimination, racism and ethnocentrism",and,N/A,N/A
4. Courses,must meet all three Gold,learning,N/A,N/A
AIS 455,Museum Science and Representation,3.00,N/A,N/A
AIS 460,Behaving Like Relatives,3.00,N/A,N/A
AIS 497,Internship,1-12,N/A,N/A
ANTH 280,Engaged Anthropology,3.00,N/A,N/A
COMM 217,Experiential Storytelling,4.00,N/A,N/A
COMM 417,Experiential Storytelling,4.00,N/A,N/A
DHYG 336,Culturally Aware Health Care,3.00,N/A,N/A
DHYG 447,Dental Health Study Abroad,1-3,N/A,N/A
ETHN 150,Multi-Cultural/Ethnic Experience,3.00,N/A,N/A
ETHN 401,Applied Cultural Research,3.00,N/A,N/A
GERO 200,Family Dynamics of Aging,3.00,N/A,N/A
GWS 225,Queer America,4.00,N/A,N/A
GWS 420,Identity Work in Women's Reentry Experiences,4.00,N/A,N/A
HIST 232,Islamic Civilizations,4.00,N/A,N/A
HIST 280,History in Black and White,4.00,N/A,N/A
KSP 150,Exploring Careers in Education,3.00,N/A,N/A
KSP 200,Critical Issues in Public Education,3.00,N/A,N/A
MRKT 494,Fair Trade Study Abroad in Belize,3.00,N/A,N/A
MSL 498,Cultural Understanding and Language Proficiency Internship,3.00,N/A,N/A
MUSC 307,Music of the World,3.00,N/A,N/A
NURS 301,Cultural Health Immersion: Study Abroad,3.00,N/A,N/A
NURS 382,Holistic Nursing Assessment and Practice,4.00,N/A,N/A
SOC 420,Identity Work in Women's Reentry Experiences,4.00,N/A,N/A
SPAN 396,Experiencing Diverse Cultures,1-3,N/A,N/A
SPED 409,Learning and Human Development for Diverse Learners,4.00,N/A,N/A
Requires one,"course, 3 credits or more, with a grade of at least “P” or “C” (2.0). A grade of “C-” does not satisfy this",goal,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
1. generate,"ideas, draft, revise, and edit",their,N/A,N/A
2. write,"for various audiences, purposes,",and,N/A,N/A
3. research,effectively to enrich their intellectual contributions,in,N/A,N/A
4. integrate,"sources into their work, adhering to summary, paraphrase, quotation and",citation,N/A,N/A
5. use,reflection to advance their,writing,N/A,N/A
6. employ,syntax and usage appropriate to academic disciplines and the,professional,N/A,N/A
English Composition,"Placement: Students who need to fulfill General Education Goal Area 1, Part A are placed in a Composition course",or,N/A,N/A
(Requires one,"course, 3 credits",or,N/A,N/A
1. understand/demonstrate,"communication processes through invention, organization, drafting, revision, editing",and,N/A,N/A
2. participate,"effectively in groups with emphasis on listening, critical and reflective thinking,",and,N/A,N/A
"3. analyze,","evaluate, and synthesize in a responsible manner material from diverse sources and points",of,N/A,N/A
4. select,appropriate communication choices for,specific,N/A,N/A
5. construct,logical and,coherent,N/A,N/A
6. use,"authority, point of view, and individual voice and style",in,N/A,N/A
7. employ,"syntax, usage and analytical techniques appropriate to academic disciplines and the",professional,N/A,N/A
CDIS 201,Observation of Human Communication,3.00,N/A,N/A
COMM 100,Fundamentals of Communication,3.00,N/A,N/A
COMM 102,Public Speaking,3.00,N/A,N/A
COMM 220,Speech and Debate,0-4,N/A,N/A
ENG 101,Foundations of Writing & Rhetoric,4.00,N/A,N/A
HIST 250,Riot and Revolution in History,4.00,N/A,N/A
HIST 268,History and American Democracy,4.00,N/A,N/A
POL 234,Model United Nations,4.00,N/A,N/A
RPLS 276,Recreation Leadership,3.00,N/A,N/A
Goal Area,2:,Critical,N/A,N/A
1. gather,"and analyze information of various kinds, employing formal or informal tools to represent information in ways useful for",solving,N/A,N/A
2. weigh,evidence for and,against,N/A,N/A
"3. recognize,","construct, and",evaluate,N/A,N/A
4. apply,"appropriate critical and evaluative principles to texts, documents, or works--one’s own or others’--in oral, visual, or",written,N/A,N/A
AST 115,Life in the Universe,2.00,N/A,N/A
370 2024-2025,Undergraduate,Catalog,N/A,N/A
AST 115W,Life in the Universe,2.00,N/A,N/A
CHEM 111,Chemistry of Life Process Part II (Organic & Biochemistry),5.00,N/A,N/A
CHEM 191,Chemistry Applications,3.00,N/A,N/A
CHEM 201,General Chemistry I,5.00,N/A,N/A
COMM 105W,Interpersonal Communication,4.00,N/A,N/A
ECON 103W,The Economics of Women's Issues and Public Policy in,the,N/A,N/A
ECON 207,Business Statistics,4.00,N/A,N/A
ENG 201W,Writing Technologies,4.00,N/A,N/A
ENG 271W,Technical Communication,4.00,N/A,N/A
ENG 272W,Business Communication,4.00,N/A,N/A
FCS 101,Introduction to Family Consumer Science,3.00,N/A,N/A
GERO 200,Family Dynamics of Aging,3.00,N/A,N/A
GERO 200W,Family Dynamics of Aging,3.00,N/A,N/A
GWS 230,"Gender, Race, and Popular Culture",4.00,N/A,N/A
HIST 244,A History of Taboos and Transgressions,4.00,N/A,N/A
HIST 246W,Sports and Games in History,4.00,N/A,N/A
HLTH 212,Consumer Health,3.00,N/A,N/A
KSP 150,Exploring Careers in Education,3.00,N/A,N/A
KSP 200,Critical Issues in Public Education,3.00,N/A,N/A
MATH 290,Foundations of Mathematics,4.00,N/A,N/A
PHIL 110,Logic and Critical Thinking,3.00,N/A,N/A
PHIL 112W,Scientific Reasoning,3.00,N/A,N/A
PHYS 211,Principles of Physics I,4.00,N/A,N/A
PHYS 220,Skills for Introductory Physics,2.00,N/A,N/A
PHYS 221,General Physics I,4.00,N/A,N/A
POL 103W,Thinking About Politics,4.00,N/A,N/A
PSYC 103W,Psychology Today,3.00,N/A,N/A
PSYC 150,Science of Learning for College Student Success,2.00,N/A,N/A
PSYC 150,Science of Learning for College Student Success,2.00,N/A,N/A
SOC 214W,Animals and Society,4.00,N/A,N/A
STAT 154,Elementary Statistics,4.00,N/A,N/A
Goal Area,3:,Natural,N/A,N/A
Requires two,"courses from different disciplines, 6 credits or more. At least one course must have",a,N/A,N/A
1. develop,understanding of,scientific,N/A,N/A
2. formulate,"and test hypotheses in either laboratory, simulation, or",field,N/A,N/A
3. communicate,his/her experimental findings and interpretations both orally and,in,N/A,N/A
4. apply,the natural science perspective to,society,N/A,N/A
ANTH 120,Forensic Science: An Anthropological Approach,4,N/A,N/A
ANTH 210,Introduction to Archaeology,4.00,N/A,N/A
ANTH 220,Human Origins,4.00,N/A,N/A
AST 101,Introduction to Astronomy,3.00,N/A,N/A
AST 102,Introduction to the Planets,3.00,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
AST 115,Life in the Universe,2.00,N/A,N/A
AST 115W,Life in the Universe,2.00,N/A,N/A
AST 125,Observational Astronomy,3.00,N/A,N/A
BIOL 100,Our Natural World,4.00,N/A,N/A
BIOL 102,Biology of Women,3.00,N/A,N/A
BIOL 104,Introduction to Soil Science,4.00,N/A,N/A
BIOL 105,General Biology I,4.00,N/A,N/A
BIOL 270,Microbiology,4.00,N/A,N/A
BIOL 271,Principles of Microbiology,4.00,N/A,N/A
CHEM 100,Chemistry in Society,4.00,N/A,N/A
CHEM 104,Introduction to Chemistry,3.00,N/A,N/A
CHEM 106,Chemistry of Life Process Part I (General),3.00,N/A,N/A
CHEM 111,Chemistry of Life Process Part II (Organic & Biochemistry),5.00,N/A,N/A
CHEM 131,Forensic Science,3.00,N/A,N/A
CHEM 134,Mind Altering Substances,3.00,N/A,N/A
CHEM 191,Chemistry Applications,3.00,N/A,N/A
CHEM 201,General Chemistry I,5.00,N/A,N/A
EET 112,Elementary Electricity and Electronics,3.00,N/A,N/A
EET 118,"Electricity - Generation, Usage & Green Alternatives",3.00,N/A,N/A
FCS 140,Introduction to Nutrition,3.00,N/A,N/A
GEOG 101,Introductory Physical Geography,4.00,N/A,N/A
GEOG 105,Introduction to Geospatial Technologies,3.00,N/A,N/A
GEOL 100,Our Geologic Environment,3-4,N/A,N/A
GEOL 104,Introduction to Soil Science,4.00,N/A,N/A
GEOL 107,Environmental Justice in Geoscience,4.00,N/A,N/A
GEOL 108,Oceans of the World,3.00,N/A,N/A
GEOL 121,Physical Geology,4.00,N/A,N/A
GEOL 122,Earth History,4.00,N/A,N/A
PHYS 101,Introductory Physics,3.00,N/A,N/A
PHYS 105,"Time, Atomic Clocks, and Relativity",3.00,N/A,N/A
PHYS 211,Principles of Physics I,4.00,N/A,N/A
PHYS 220,Skills for Introductory Physics,2.00,N/A,N/A
PHYS 221,General Physics I,4.00,N/A,N/A
RPLS 175,Natural Resources and Conservation in RPLS,3.00,N/A,N/A
Goal Area,4:,Mathematical/Logical,N/A,N/A
Requires one,"course, 3 credits or more, with a grade of at least “P” or “C”, i.e., 2.0. A grade of “C-” does not satisfy this",goal,N/A,N/A
1. illustrate,historical and contemporary applications of,mathematical/logical,N/A,N/A
2. clearly,express mathematical/logical ideas,in,N/A,N/A
3. explain,what constitutes a valid mathematical/logical,argument,N/A,N/A
4. apply,higher-order problem-solving and/or,modeling,N/A,N/A
Mathematics and,"Statistics Placement: Students seeking enrollment in MATH 112 College Algebra, MATH 201 Elements of","Mathematics,",N/A,N/A
STAT 154,Elementary Statistics must demonstrate readiness to succeed in the course following the standards in the Mathematics,and,N/A,N/A
372 2024-2025,Undergraduate,Catalog,N/A,N/A
CIS 115,Big Ideas of Computer Science,4.00,N/A,N/A
ECON 207,Business Statistics,4.00,N/A,N/A
MATH 110,Perspectives in Mathematics,3.00,N/A,N/A
MATH 112,College Algebra,4.00,N/A,N/A
MATH 113,Trigonometry,3.00,N/A,N/A
MATH 115,Precalculus Mathematics,4.00,N/A,N/A
MATH 121,Calculus I,4.00,N/A,N/A
MATH 130,Finite Mathematics,and,N/A,N/A
MATH 180,Mathematics for Computer Science,4.00,N/A,N/A
MATH 181,Intuitive Calculus,3.00,N/A,N/A
MATH 201,Elements of Mathematics I,3.00,N/A,N/A
PHIL 110,Logic and Critical Thinking,3.00,N/A,N/A
PHIL 112W,Scientific Reasoning,3.00,N/A,N/A
POL 221,Quantitative Methods in,the,N/A,N/A
SOC 202,Introductory Social Statistics,4.00,N/A,N/A
STAT 154,Elementary Statistics,4.00,N/A,N/A
Goal Area,5: History and The Social and,Behavioral,N/A,N/A
Requires two,"courses from different disciplines, 6 credits",or,N/A,N/A
1. employ,the methods and data that historians and social and behavioral scientists use to investigate the,human,N/A,N/A
2. examine,social institutions and processes across a range of historical periods,and,N/A,N/A
3. use,and critique alternative explanatory systems,or,N/A,N/A
4. develop,and communicate alternative explanations or solutions for contemporary,social,N/A,N/A
AIS 101,Introduction to American Indigenous Studies,3,N/A,N/A
AIS 130,Introduction to Indigenous Education,3.00,N/A,N/A
AIS 210W,Oral Traditions,3.00,N/A,N/A
AIS 211,Native America to 1900,3.00,N/A,N/A
AIS 212,Native America 1900 to Present,3.00,N/A,N/A
AIS 220W,Introduction to Tribal Sovereignty,3.00,N/A,N/A
AIS 230W,American Indians of Minnesota,3.00,N/A,N/A
AIS 240W,American Indian Women,3.00,N/A,N/A
ANTH 101,Introduction to Anthropology,4.00,N/A,N/A
ANTH 102,Ancient Peoples,4.00,N/A,N/A
ANTH 240,Language and Culture,4.00,N/A,N/A
ANTH 250W,Portraits of Culture,4.00,N/A,N/A
