Course Number,Course Name,Credit Count,Prerequisites/Color Group
HIST,485 History of American Immigration and Ethnicity,4,N/A
HIST,486 American Environmental History,4,N/A
HIST,487 United States Women’s History,4,N/A
HIST,488 Disasters in American History,4,N/A
HIST,490 Workshops,1-4,N/A
HIST,495W Senior Seminar,4,N/A
HIST,497 Internship,1-12,N/A
HIST,499 Individual Study,1-4,N/A
HONR,255 Honors Practicum,1-6,HONR 201
HONR,401 Honors Seminar,1-4,N/A
HONR,455 Honors Practicum,1-6,"HONR 201, HONR 375"
HONR,499 Individual Study,1-6,N/A
HP,141 Introduction to Sport Management,3,Bowling experience/averages.
HP,170 Introduction to Sports Medicine,2,Human Performance major or Aquatic emphasis. Ability
HP,201 Introduction to Teaching Physical Education,3,"Front crawl, back crawl, elementary backstroke, sidestroke,"
HP,252 Officiating Theory,2,N/A
HP,257 Water Safety Instructor (WSI),2,"Swim 500 yards. Front crawl, back crawl, elementary"
Professions,,3,N/A
HP,290 Psycho-Social Aspects of Sport,3,SOC 101
HP,291 Concepts of Fitness,2,N/A
HP,295 Fundamentals of Physical Education Activities,3,Competitive swimming experience.
HP,313 Lifespan Motor Development,3,N/A
HP,314 Physiology of Exercise,3,BIOL 330
HP,315W Research Methods and Statistics in Exercise,Science3,N/A
HP,325 Ethics and Morality in Sport Management,3,N/A
HP,328 Pathomechanics in Sports Medicine,3,N/A
HP,330 MN PE Standards & Benchmarks,2,"HP 202, HP 295"
HP,331 Game Forms I,2,"HP 201, HP 295"
HP,332 Game Forms II,2,"HP 201, HP 295"
Education,,3,N/A
HP,334 Game Forms III,2,"HP 201, HP 295"
HP,340 Prevention and Care,2,HLTH 210
HP,350 Sport Business and Professional Development,3,N/A
HP,360 Foundations of Sport Management,3,N/A
HP,363 Science of Strength Training and Kinesiology,3,BIOL 220
HP,372 Exercise Science for Coaches,3,N/A
HP,388 Assessment in General Phys Educ & DAPE,3,"HP 295, HP 313, HP 333"
HP,392 Group Exercise Instruction,2,N/A
HP,415 Advanced Sports Medicine,2,"BIOL 220, HLTH 210, HP 340"
HP,417 Principles of Wellness Coaching,3,N/A
HP,425 Developmental Adapted Physical Education,Methods3,"HP 313, HP 333"
HP,426 Physical Education Teaching Styles,3,"HP 201, HP 295, HP 330"
HP,427 Applied Movement Principles,3,Majors only
Practice,,3,"HP 388, HP 425"
HP,430 Applied Behavior Analysis in Physical Education,3,N/A
HP,431 Biomechanics,3,HP 363
HP,435 Planning Sport Facilities,3,N/A
HP,"437 Sport Media, Sponsorship and Sales",3,N/A
HP,439 Nutrition for Physical Activity and Sport,3,HP 314
HP,449 K-12 Teaching Methods in Physical Education,3,"HP 201, HP 295, HP 388"
HP,451 Principles of Coaching,3,N/A
HP,455 Esport Governance,3,N/A
HP,459 Financial Aspects of Sport,3,ACCT 200 or consent of instructor
HP,460 Curriculum Design in Physical Education,3,"HP 449, HP 450"
HP,462 Sports Administration,3,N/A
HP,463 Seminar in Sport Management,3,N/A
HP,464 Analysis of Sport Data,3,N/A
HP,465 Legal Aspects of Physical Education and Sport,3,N/A
HP,466 Graded Exercise Testing and Exercise Prescription,3,HP 414
HP,467 Worksite Wellness Program Development,3,HP 414
HP,468 Sport Marketing,3,N/A
HP,469 Sport and Esport Event Management,3,N/A
HP,470 Psychology of Coaching,3,PSYC 101 or equivalent
HP,475 International Sport Management,3,N/A
HP,477 Behavior Change Foundations and Strategies,3,N/A
HP,480 Senior Seminar,3,"Consent, HP 343"
HP,482 Coaching Practicum,1-2,"HP 340, HP372, HP 451"
HP,483 Cardiac Rehabilitation,3,HP 414 and HP 467 or equivalent
HP,486 Small Group Personal Training,3,"HP 363, HP 466"
HP,487 Applied Exercise Science,4,HP 414
HP,488 Applied Sport Business,3,N/A
HP,489 Applied Esport Management,3,N/A
HP,490 Workshop,1-4,HP 411 and HP 445
HP,496 Internship,1-10,"HP 414, HP 466"
HP,497 Sport Tourism,3,N/A
HP,499 Individual Study,1-5,N/A
Meaning,,4,N/A
Cathedrals,,4,N/A
HUM,151 Western Humanities II: da Vinci to the Digital,Age4,N/A
HUM,155 Global Humanities I: Asia & Africa,4,N/A
Oceania,,4,Purple
HUM,250 Perspectives in Humanities,2-4,N/A
HUM,250W Perspectives in Humanities,4,N/A
HUM,280 Humanities Traditions,2-4,N/A
HUM,280W Humanities Traditions,4,N/A
HUM,281W Human Diversity and Humanities Traditions,4,Purple
HUM,282W Global Perspectives and Humanities,Traditions4,Purple
HUM,350 Reading for Humanities,1-4,N/A
HUM,380 Topics in Humanities,4,N/A
HUM,450W Humanities Seminar,4,HUM 282W
HUM,490 Senior Capstone Project,4,Admission to college as Humanities Major
HUM,498 Humanities Internship,1-4,"HUM 282W, advanced standing in Humanities and consent"
HUM,499 Individual Study,1-4,Approval of faculty.
ENGR,110 Introduction to Project-based Engineering,3,N/A
ENGR,240 Linear Circuit Analysis and Design,3,"MATH 122, PHYS 222"
Engineering,,1-3,N/A
credit,up to 3 credits with different forms of,technical,ENG 101
ENGR,296 Topics in Engineering,1-4,N/A
ENGR,299 Bridge to Project-based Engineering,3,Admission to Integrated Engineering major or consent.
ENGR,300 Introduction to Engineering Design for NonMajors,4,Students must be admitted to the Department of Integrated
ENGR,301 Design I,3,N/A
ENGR,302 Design II,3,ENGR 301
ENGR,311W Professionalism I,3,N/A
ENGR,312W Professionalism II,3,ENGR 311W
ENGR,350 Elective Technical Competency,1-2,"Admission to major, minor or certificate programs."
Engineering,,1-2,"Admission to major, minor or certificate programs."
ENGR,354 Elective Technical Competency in,Programming1-2,"Admission to major, minor or certificate programs."
Tools,,1-2,
ENGR,398 CPT: Co-Operative Experience,0,MATH 223. At least 60 credits earned; in good standing;
Prerequisites:,MATH 223. At least 60 credits earned; in,good,N/A
ENGR,401 Capstone Design I,3,"ENGR 302, ENGR 312W. At least 14 credits earned in"
Prerequisites:,"ENGR 302, ENGR 312W. At least 14 credits",earned,N/A
ENGR,402 Capstone Design II,3,"ENGR 401, ENGR 411W. At least 22 credits earned in"
Prerequisites:,"ENGR 401, ENGR 411W. At least 22 credits",earned,N/A
ENGR,411W Professionalism III,3,ENGR 312W
ENGR,412W Professionalism IV,3,"ENGR 401, ENGR 411W"
ENGR,450 Advanced Technical Competency,1-8,"Admission to major, minor or certificate programs and"
Engr,,1-8,"Admission to major, minor or certificate programs and"
Management,,1-8,"Admission to major, minor or certificate programs and"
Engineering,,1-8,"Admission to major, minor or certificate programs and"
Combustion,,1-8,"Admission to major, minor or certificate programs and"
Entrepreneurship,,1-8,"In-depth, advanced study of an engineering area related"
ENGR,477 Advanced Technical Competency in,Leadership1-8,"Admission to major, minor or certificate programs and"
Energy,,1-8,"Admission to major, minor or certificate programs and"
Analysis,,1-8,"Admission to major, minor or certificate programs and"
Microelectronics,,1-8,"Admission to major, minor or certificate programs and"
ENGR,496 Selected Topics in Engineering,1-4,Consent
ENGR,498 Senior Thesis,3,Senior standing in program and at least 14 credits earned in
Prerequisites:,Senior standing in program and at least 14 credits,earned,Admission to ISAT program.
ISAT,480 Capstone Proposal,2-4,N/A
expertise.,The total combined credits for ISAT 480 and ISAT,490,N/A
be,six credits. Requires admission to,ISAT,"ISAT 302, Admission to ISAT program."
ISAT,490 Capstone Experience,2-4,N/A
combined,credits for ISAT 480 and ISAT 490 should be,six,"ISAT 302, Admission to ISAT program."
IEP,010 Beginning Reading and Vocabulary,0,N/A
IEP,011 Beginning Writing,0,N/A
IEP,012 Beginning Listening and Speaking,0,N/A
IEP,013 Beginning Grammar,0,N/A
IEP,014 Beginning Special Topics,0,N/A
IEP,020 Low-Intermediate Reading and Vocabulary,0,N/A
IEP,021 Low-Intermediate Writing,0,N/A
IEP,022 Low-Intermediate Listening and Speaking,0,N/A
IEP,023 Low-Intermediate Grammar,0,N/A
IEP,024 Low-Intermediate Special Topics,0,N/A
IEP,030 High-Intermediate Reading and Vocabulary,0,N/A
IEP,031 High-Intermediate Writing,0,N/A
IEP,032 High-Intermediate Listening and Speaking,0,N/A
IEP,033 High-Intermediate Grammar,0,N/A
IEP,034 High-Intermediate Special Topics,0,N/A
IEP,040 Advanced Reading and Vocabulary,0,N/A
IEP,041 Advanced Writing,0,N/A
IEP,042 Advanced Listening and Speaking,0,N/A
IEP,043 Advanced Grammar,0,N/A
IEP,044 Advanced Special Topics,0,N/A
IDST,496 Capstone Experience,1-4,N/A
course,that can be taken for 1-4 credits depending on,each,N/A
IDST,497 Internship,1-4,N/A
IDST,499 Individual Study,1-4,N/A
IBUS,380 Principles of International Business,3,N/A
IBUS,398 CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op
IBUS,419 (3.00) International Business Seminar,3,IBUS 380
IBUS,428 International Marketing,3,MRKT 210
IBUS,448 International Business Management,3,N/A
IBUS,469 International Business Finance,3,IBUS 380
IBUS,485 Export Administration,3,IBUS 380
IBUS,490 International Business Policy and Strategy,3,"IBUS 428, IBUS 448, IBUS 469 (select 2 out of the 3 courses)"
IBUS,492 Study Tour,1-3,N/A
IBUS,497 Internship,1-9,Consent
IBUS,498 (1-3) Internship,1-3,Consent
IBUS,499 Individual Study,1-3,Consent
IPO,101 International Programs,1-18,N/A
MGMT,230 Principles of Management,3,N/A
MGMT,300 Introduction to MIS,3,ISYS 101 or CIS 101
MGMT,332 Creativity and Innovation,3,N/A
MGMT,340 Human Resource Management,3,N/A
MGMT,343 Entrepreneurship: New Venture Initiation,3,N/A
MGMT,346 Operations Management for the Supply Chain,3,ECON 207
MGMT,360 AgriBusiness in the Modern Economy,3,N/A
MGMT,380 Human Behavior in Organizations,3,N/A
MGMT,391 Introduction to Business Professionalism,1,N/A
MGMT,398 CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op
MGMT,404 Introduction to Business Applications,3,MGMT 300
MGMT,441 Staffing,3,MGMT 340
MGMT,442 Compensation Management,3,MGMT 340
MGMT,443 Entrepreneurship: New Venture Growth,3,N/A
MGMT,445 Training & Development,3,MGMT 340
MGMT,447 Management: Special Topics,3,MGMT 230
MGMT,449 Quality Management,3,ECON 207 or equivalent
MGMT,453 Entrepreneurship Seminar,1,N/A
MGMT,459 Management Information Systems,3,"MGMT 230, MGMT 300"
MGMT,472 Project Management,3,N/A
MGMT,473 Enterprise Resource Planning (ERP),3,MGMT 300
MGMT,481 Business Policy & Strategy,3,"FINA 362, MRKT 210, MGMT 230, MGMT 346"
MGMT,"482 Business, Society, & Ethics",3,N/A
MGMT,484 Leadership,3,N/A
MGMT,486 Strategic Human Resource Management,3,MGMT 340
MGMT,490 Business Professionals,3,N/A
MGMT,492 BBA Capstone,3,N/A
MGMT,496 Internship,4,N/A
MGMT,497 Internship,3,N/A
MGMT,498 Internship,3,N/A
MGMT,499 Individual Study,1-4,N/A
MFE,142 Introduction to Computer Aided Design,3,N/A
MFE,275 Manufacturing Processes I,4,"MFE 142. Select One Course: CHEM 191, CHEM 201"
MFE,323 Statics,3,"MATH 121, PHYS 221"
MFE,324 Strength of Materials and Dynamics,4,MFE 323
MFE,341 Advanced Computer Aided Design,3,MFE 142
MFE,347 Manufacturing Automation,4,"EET 113, MFE 142, MFE 275"
MFE,375 Manufacturing Processes II,4,MFE 275
MFE,386 Metrology,3,"MFE 142, STAT 354"
MFE,407 Manufacturing Resource Planning & Control,3,N/A
MFE,423 Industrial Ergonomics,3,STAT 354
MFE,424 Industrial Safety,2,N/A
MFE,425 Project Management and Engineering Economy,3,STAT 354
MFE,426 Logistics and Transportation,3,STAT 354
MFE,427 Quality Management Systems,3,STAT 354
MFE,428 Lean Manufacturing,3,N/A
MFE,448 Computer Integrated Manufacturing,3,MFE 341
MFE,455 Project Management and Engineering Economy,II3,MFE 425
MFE,488W Senior Design I,2,"MFE 275, MFE 425, and 10 MFE 300/400 level credits."
Prerequisites:,"MFE 275, MFE 425, and 10 MFE 300/400",level,N/A
MFE,489W Senior Design II,2,MFE 488W
MET,142 Introduction to Parametric Modeling,3,N/A
MET,275 Manufacturing Processes I,4,CHEM 104 and MET 142
MET,323 Statics,3,PHYS 211 and MATH 121
MET,324 Strength of Materials and Dynamics,4,MET 323
MET,341 Advanced Parametric Modeling,3,MET 142
MET,347 (4.00) Manufacturing Automation,4,"EET 113, MET 275, MET 341"
MET,375 Manufacturing Processes II,4,MET 275
MET,386 Metrology for Engineering Technologist,3,"MATH 121, MET 341, STAT 154. Admission to AET/MET"
MET,398 CPT: Co-Operative Experience,0,MET 104. At least 60 credits earned; in good standing;
Prerequisites:,MET 104. At least 60 credits earned; in,good,N/A
MET,407 Manufacturing Resource Planning and Control,3,N/A
MET,423 Ergonomics & Work Measurement,3,STAT 154
MET,424 Industrial Safety,2,N/A
MET,425 Project and Value Management,3,STAT 154
MET,426 Logistics and Transportation,3,STAT 154
MET,427 Quality Management Systems,3,STAT 154
MET,428 Lean Manufacturing,3,N/A
MET,448 Computer Integrated Manufacturing,3,"MET 347, PHYS 212"
MET,455 Project and Value Management II,3,MET 425
MET,488W Senior Design Project I,2,"ENG 271W, MET 275, MET 425, 10 AET or MET 300/400"
level,,level,N/A
MET,489W Senior Design Project II,2,"MET 488W, Permission Required"
MET,492 Seminar: Manufacturing,1-4,N/A
MET,497 Internship: Manufacturing,1-10,50% of major
MET,499 Individual Study,1-4,Permission Required
MRKT,100 Foundations of Business Concepts,3,N/A
MRKT,210 Principles of Marketing,3,N/A
MRKT,312 Professional Selling,3,MRKT 210
MRKT,316 Consumer Behavior,3,N/A
MRKT,317 Product and Pricing Strategy,3,MRKT 210
MRKT,318 Integrated Marketing Communications,3,MRKT 210
MRKT,324 Marketing Research & Analysis,3,"MRKT 210, STAT 154 or ECON 207"
MRKT,341 Supply Chain Management,3,MRKT 210
MRKT,398 CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op
MRKT,413 Business-to-Business Marketing,3,MRKT 210
MRKT,415 Retailing Management,3,MRKT 210
MRKT,416 Digital Marketing,3,MRKT 210
MRKT,420 Sales Management,3,MRKT 210
MRKT,424 Advanced Professional Selling,3,"MRKT 210, MRKT 312"
MRKT,428 International Marketing,3,MRKT 210
MRKT,460 Social Media Marketing,3,MRKT 210
MRKT,480 Seminar,3,MRKT 210
MRKT,490 Marketing Management,3,"MRKT 316, MRKT 317, and MRKT 318. MRKT 210 or"
MRKT,492 Study Tour,3,N/A
MRKT,494 Fair Trade Study Abroad in Belize,3,Gold
MRKT,496 Professional Sales Internship,3,"MRKT 210, MRKT 312"
MRKT,497 Internship,1-9,MRKT 210
MRKT,498 Internship,3,MRKT 210
MRKT,499 Individual Study,1-4,Consent
MATH,094 Essential Mathematics with Elementary,Algebra4,N/A
MATH,098 Intermediate Algebra,4,N/A
MATH,110 Perspectives in Mathematics,3,Three years high school algebra/geometry or MATH 098
MATH,112 College Algebra,4,"Satisfy Placement Table in this section, or MATH 098 with"
MATH,113 Trigonometry,3,"Satisfy Placement Table in this section, or MATH 112 with"
MATH,115 Precalculus Mathematics,4,"Satisfy Math Placement Table in this section, or grade of P in"
MATH,121 Calculus I,4,"Satisfy Placement Table in this section, MATH 115 or both"
MATH,122 Calculus II,4,MATH 121 with “C” (2.0) or better or consent
Integration,,2,MATH 121 with “C” (2.0) or better or consent
MATH,130 Finite Mathematics and Introductory Calculus,4,"Satisfy Placement Table in this section, or grade of “C” (2.0)"
Programming,,3,MATH 121
MATH,180 Mathematics for Computer Science,4,"MATH 112 or equivalent, with “C” (2.0) or better, or consent"
MATH,181 Intuitive Calculus,3,"Satisfy Placement Table in this section, or Math 112 with “C”"
MATH,201 Elements of Mathematics I,3,"Satisfy Placement Table in this section, or Grade of P in"
MATH,202 Elements of Mathematics II,3,"MATH 201, with “C” (2.0) or better or consent"
MATH,203 Elements of Math III,3,MATH 202 with “C” (2.0) or better or consent
MATH,223 (4.00) Calculus III,4,"MATH 122 with “C” (2.0) or better, or consent"
MATH,247 Linear Algebra I,4,MATH 122 with “C” (2.0) or better or consent
MATH,280 Discrete Mathematics for Computer Science I,4,MATH 121 with “C” (2.0) or better or consent.
MATH,290 Foundations of Mathematics,4,MATH 122 with “C” (2.0) or better or consent.
MATH,316 Intermediate Analysis,3,MATH 223 and MATH 290 with “C” (2.0) or better or
MATH,321 Ordinary Differential Equations,4,MATH 122 with “C” (2.0) or better or consent
MATH,332 College Geometry,4,MATH 290 with “C” (2.0) or better or consent
MATH,345 Abstract Algebra I,4,MATH 290 with “C” (2.0) or better or consent
MATH,354 Concepts of Probability & Statistics,4,MATH 122 with “C” (2.0) or better or consent
MATH,375 Introduction to Discrete Mathematics,4,N/A
MATH,375 Introduction to Discrete Mathematics (4,credits),MATH 247 and MATH 290 with grade of “C” (2.0) or higher.
MATH,380 Discrete Mathematics for Computer Science II,4,MATH 247 and MATH 280 with a grade of “C” (2.0) or better
MATH,398 CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor
MATH,402 Introduction to Topology,4,MATH 290 with grade of “C” (2.0) or higher.
MATH,411 Introduction to Complex Variables,4,MATH 223 and MATH 290 with “C” (2.0) or better or
MATH,417 Real Analysis I,4,MATH 223 and MATH 290 with “C” (2.0) or better or
MATH,418 Real Analysis II,3,MATH 417 with “C” (2.0) or better or consent
MATH,422 Partial Differential Equations,4,MATH 223 and MATH 321 with “C” (2.0) or better or
MATH,425 Mathematical Modeling,4,MATH 223 and MATH 247 with “C” (2.0) or better or
MATH,428 Linear Optimization Methods,4,"MATH 122, MATH 247"
MATH,435 Modern Geometry,4,MATH 247 and MATH 290 with grade of “C” (2.0) or higher
MATH,442 Theory of Numbers,4,MATH 345 with “C” (2.0) or better or consent
MATH,446 Abstract Algebra II,4,MATH 345 with “C” (2.0) or better or consent
MATH,447 Linear Algebra II,3,MATH 345 with “C” (2.0) or better or consent
MATH,455 Theory of Statistics I,4,MATH 223 with “C” (2.0) or better or consent
MATH,456 Theory of Statistics II,4,MATH 455 / STAT 455 with “C” (2.0) or better or consent
MATH,460 Actuarial Applications in Probability,3,"(MATH 354, STATS 354, MATH 455 or STAT 455) and"
MATH,461 Mathematical Theory of Interest,4,MATH 122 with C (2.0) or better or consent.
MATH,470 Numerical Analysis I,4,"MATH 122, MATH 247 with “C” (2.0) or better or consent"
MATH,471 Numerical Analysis II,4,MATH 470 and MATH 223 with “C” (2.0) or better or
MATH,475 Advanced Mathematical Software,Programming4,"Math 345 and Math 375 with a “C” (2.0) or better, and senior"
MATH,480 History of Mathematics,3,MATH 345 with “C” (2.0) or better or consent
MATH,483 Advanced Viewpoint of 5-8 School,Mathematics3,MATH 290 with “C” (2.0) or better or consent
MATH,484 Technology in 5-12 School Mathematics,3,MATH 290 with “C” (2.0) or better or consent
MATH,485 Teaching Secondary School Mathematics,3,MATH 290 with “C” (2.0) or better or consent
MATH,488 Seminar,1-3,N/A
MATH,490 Workshop,1-4,N/A
MATH,491 In-Service,1-4,N/A
MATH,492 Mathematics Capstone Experience,3,"Two of the following: MATH 316, MATH 321, MATH 345,"
MATH,492W Mathematics Capstone Experience,3,"Two of the following: MATH 316, MATH 321, MATH 345,"
MATH,495 Selected Topics,1-4,N/A
MATH,498 Internship,1-12,N/A
MATH,499 Individual Study,1-4,N/A
ME,101 Introduction to Engineering – Mechanical,2,ACT Math Subscore of 23 or higher.
ME,212 Statics,3,PHYS 221
ME,213 Statics and Dynamics for Electrical Engineers,3,N/A
ME,214 Dynamics,3,ME 212
ME,223 Mechanics of Materials,3,ME 212
ME,241 Thermodynamics,3,PHYS 221
Analysis,,2,"MATH 122, ME 201"
ME,291 Engineering Analysis,3,"MATH 122, PHYS 221. Select one from EE 107, CIVE 201,"
ME,297 Internship,1-4,N/A
ME,299 Thermal Analysis,2,PHYS 221 with “C-” (1.67) or better
ME,306 Materials Science,3,ME 223
ME,321 Fluid Mechanics,3,"MATH 223, ME 214"
ME,324 Heat Transfer,3,"ME 241, ME 321"
ME,329 Applied Thermodynamics,3,"CHEM 191, ME 241"
ME,333 Manufacturing Processes,3,"ME 206, ME 223"
ME,336 Mechanical Engineering Experimentation I,2,ME 306
ME,341 Linear Systems,3,"ME 201, ME 214, PHYS 222, EE 230, PHYS 232, EE 240, ME"
ME,344 Instrumentation,3,"ME 203, ME 214, EE 230, EE 240"
ME,398 CPT: Co-Operative Experience,0,ME 201. At least 60 credits earned; in good standing;
Prerequisites:,ME 201. At least 60 credits earned; in,good,N/A
ME,415 Structural Analysis,3,ME 223
ME,416 Thermal/Fluid Systems Design,3,"ME 324, ME 329"
ME,417 Design of Machine Elements,3,"ME 214, ME 223"
ME,418 Mechanical Systems Design,3,ME 417
ME,420 Computer Aided Engineering,3,"ME 203, ME 324, ME 417"
ME,422 Mechanics of Composite Materials,3,ME 223
ME,424 Analysis and Design of Heat Transfer Equipment,3,ME 324
ME,426 Aerosol Theory and Technology,3,N/A
ME,428 Design Project I,3,"ME 324, ME 329, ME 333, ME 336, ME 341, ME 417"
ME,429 Energy Conversion,3,"ME 324, ME 329"
ME,433 Design for Manufacturing and Assembly,3,N/A
ME,436W Mechanical Engineering Experimentation II,2,"ME 291, ME 324, ME 329"
ME,438W Design Project II,3,ME 428
ME,439 Heating Ventilating and Air Conditioning Design,3,"ME 324, ME 329"
ME,440 Introduction to Computational Fluid Dynamics,3,N/A
ME,447 Design of Machine Elements II,3,ME 417
ME,450 Finite Element Method,3,ME 223 and ME 324 or instructor consent
ME,463 Automatic Controls,3,ME 341
ME,464 Mechatronics,3,"ME 417, ME 463"
ME,466 Mechanical Engineering Experimentation III,2,ME 463
ME,466W Mechanical Engineering Experimentation III,2,"ME 344, ME 463"
ME,483 Aircraft Stability and Control,3,N/A
ME,491 In-Service,1-4,Senior standing in Mechanical Engineering
ME,497 Internship,1-6,N/A
ME,499 Individual Study,1-6,N/A
MEDT,410 Clinical Hematology I,1-10,N/A
MEDT,411 Clinical Immunohematology I,1-10,N/A
MEDT,412 Clinical Immunology I,1-10,N/A
MEDT,413 Clinical Chemistry I,1-10,N/A
MEDT,414 Clinical Microbiology I,1-10,N/A
MEDT,415 Clinical Microscopy I,1-10,N/A
MEDT,416 Clinical Hematology II,1-10,N/A
MEDT,417 Clinical Immunohematology II,1-10,N/A
MEDT,418 Clinical Chemistry II,1-10,N/A
MEDT,419 Clinical Microbiology II,1-10,N/A
MEDT,420 Clinical Microscopy II,1-10,N/A
MEDT,499 Individual Study,1-6,N/A
MSL,201 Leadership & Decision Making II,2,N/A
MSL,202 Army Doctrine & Team Development,2,N/A
MSL,212 Leadership and Teamwork,2,N/A
MSL,252 The Evolution of American Warfare,3,N/A
MSL,277 Cadet Professional Development Training,(CPDT)3,Limited to Cadets enrolled in Army ROTC
MSL,299 Individual Study,1-8,N/A
MSL,301 Training Management & the Warfighting,Function3,N/A
MSL,302 Applied Leadership in Small Unit Operations,3,MSL 301
MSL,366 Advanced Camp,3,Limited to Cadets contracted with the US Army.
MSL,401 The Army Officer,3,"MSL 301, MSL 302"
MSL,402 Company Grade Leadership,3,"MSL 301, MSL 302"
Internship,,3,Gold
MSL,499 Individual Study,1-8,N/A
MUSE,200W Introduction to Museum Studies,4,N/A
MUSE,486 Workshop,1-6,N/A
MUSE,497 Internship,1-6,N/A
MUSE,499 Individual Study,1-6,N/A
MUSC,100 Concert Attendance,0,N/A
MUSC,101 Introduction to Music,3,N/A
MUSC,102 Pop Music USA: Jazz to Country to Blues,3,N/A
MUSC,103 Pop Music USA: R & B to MTV,3,N/A
MUSC,105 Introduction to Music Education,3,N/A
MUSC,110 Fundamentals of Music,3,N/A
MUSC,111 Music Theory 1,2,N/A
MUSC,112 Music Theory 2,2,MUS 131
MUSC,115 Musicianship 1 for BA/BSME,4,N/A
MUSC,116 Musicianship 2 for BA/BSME,4,N/A
MUSC,117 Musicianship 3 for BA/BSME,4,N/A
MUSC,119 Class Piano I,3,N/A
MUSC,120 Music Money and Success,3,N/A
MUSC,122 Introduction to the Music Industry,3,N/A
Creativity,,3,N/A
MUSC,199 Admission to Major Interview,0,N/A
MUSC,209 Music Travel Tour,1-3,N/A
MUSC,211 Music Theory 3,2,N/A
MUSC,212 Music Theory 4,2,N/A
MUSC,215 Musicianship 3,1-2,N/A
MUSC,216 Musicianship 4,1-2,MUSC 119
MUSC,220 Piano Proficiency,0,N/A
MUSC,240 Music Technology,2,N/A
MUSC,255 Marching Band Techniques,2,N/A
MUSC,261 Introduction to Conducting,2,N/A
MUSC,299 Upper-Level Admission Assessment,0,N/A
MUSC,301W Music History 1,3,"ENG 101, MUSC 131"
MUSC,302W Music History 2,3,"ENG 101, MUS 131"
MUSC,303 Music Styles for the Music Educator I,3,"MUS 231, MUS 232, ENG 101"
MUSC,304 Music Styles after 1800 for the Music Educator,3,"MUS 231, MUS 232, ENG 101"
MUSC,305 Instrumental Pedagogy,3,N/A
MUSC,307 Music of the World,3,Gold
MUSC,308 Women in Music,3,N/A
MUSC,309W Music Travel Tour,3,ENG 101
MUSC,315 Instrumental Methods 1,3,N/A
MUSC,316 Choral Methods 1,3,N/A
MUSC,317 Instrumental Lab Ensemble,3,N/A
MUSC,318 Choral Lab Ensemble,3,N/A
MUSC,320W Musicpreneurship,3,N/A
MUSC,329 Seminar in Music Industry Careers,1-4,N/A
MUSC,331 Electronic Orchestration,3,N/A
MUSC,340 Materials and Methods of Teaching Music,2,N/A
MUSC,341 General Music K-12,3,N/A
MUSC,342 General Music 6-12,2,N/A
MUSC,343 General Music Lab,3,N/A
MUSC,353 Diction for Singers,2,N/A
MUSC,402 Music of the Renaissance,3,N/A
MUSC,403 Music of the Baroque Era,3,N/A
MUSC,404 Music of the Classic Period,3,N/A
MUSC,405 Music of the 19th Century,3,N/A
MUSC,406 Music of the Modern Era,3,N/A
MUSC,411 Form and Analysis,3,N/A
MUSC,412 Composition,1-3,Consent
MUSC,414 Arranging (instrumentation/orchestration),3,N/A
MUSC,415 Choral Arranging,2,N/A
MUSC,416 Contrapuntal Techniques,3,N/A
MUSC,421 Project Development in the Music Industry,3,N/A
MUSC,431 Film Scoring and Multimedia,3,"MUSC 111, MUSC 112"
MUSC,451 Vocal Literature,2,N/A
MUSC,452 Vocal Pedagogy and Literature,3,N/A
MUSC,456 Piano Literature,3,N/A
MUSC,465 Choral Methods 2,3,N/A
MUSC,466 Choral Methods 3,3,N/A
MUSC,471 Instrument Literature & Pedagogy,2,N/A
MUSC,475 Instrument Methods 2,3,N/A
MUSC,476 Instrumental Methods 3,3,N/A
MUSC,485 Selected Topics,1-4,N/A
MUSC,489 Workshop,1-4,N/A
MUSC,498 Internship,1-16,N/A
MUSC,499 Independent Study,1-4,N/A
MUSP,101 (0-1) Concert Choir,0-1,N/A
MUSP,102 University Chorale,0-1,N/A
MUSP,103 Chamber Singers,0-1,N/A
MUSP,108 Contemporary Vocal Ensemble,0-1,N/A
MUSP,111 Music Productions for the Stage and Screen,"0,1",N/A
MUSP,121 Wind Ensemble,0-1,N/A
MUSP,122 Symphonic Band,0-1,N/A
MUSP,123 University Orchestra,0-1,N/A
MUSP,125 Jazz Ensemble,0-1,N/A
MUSP,126 Contemporary Instrumental Ensemble,0-1,N/A
MUSP,131 Maverick Machine Athletic Band,0-1,N/A
MUSP,133 Percussion Ensemble,0-1,N/A
MUSP,135 Theatre Orchestra,0-1,N/A
MUSP,139 Instrumental Ensemble,0-1,N/A
MUSP,150 Studio Class,0,N/A
MUSP,"151 Private Voice 1 1,",3,Permission of Instructor
MUSP,"155 Private Piano 1 1,",3,Permission of instructor
MUSP,"156 Private Harpsichord 1 1,",3,Permission of instructor
MUSP,"157 Private Organ 1 1,",3,Permission of instructor
MUSP,"161 Private Trumpet 1 1,",3,Permission of instructor
MUSP,"162 Private Horn 1 1,",3,Permission of instructor
MUSP,"163 Private Trombone 1 1,",3,Permission of instructor
MUSP,"164 Private Euphonium 1 1,",3,Permission of instructor
