Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
PSYC 389,Psychology and the Law,3.0,,,,"This course will introduce you to specific psychological theories and research that have been applied to the United States legal system. Course topics include eyewitness testimony and memory, false confessions, lie detection, gender and ethnicity, and jury processes, among others."
PSYC 398,CPT: Co-Operative Experience,0.0," PSYC 101. At least 60 credits earned; in, good, instructor permission; co-op contract; other prerequisites may also apply.",,,Curricular Practical Training: Co-Operative Experience is a zerocredit full-time practical training experience for one summer and on adjacent fall or spring term. Special rules apply to preserve fulltime student status. Please contact an advisor in your program for complete information.
PSYC 401,Clinical Sexuality,4.0,,,,"This course provides an overview of the diagnostic criteria, etiology, and interventions for sexuality-related concerns, including sexual dysfunctions, paraphilic disorders, and compulsive sexual behavior. Cultural diversity within the context of sexuality is emphasized."
PSYC 409,History and Systems,4.0,PYSC 211w,,,Examination of the historical origins of the principal contemporary psychological theories.
PSYC 410,Communicating Psychological Science,4.0,"PSYC 201, PSYC 211W",,,"This course will provide students with knowledge and strategies to describe, identify, and write about Psychological Science. This course will reinforce the science of Psychology through the teaching of successful communication strategies of psychological concepts. Students will complete the course demonstrating how to successfully communicate the discipline to the public."
PSYC 413,Sensation & Perception,4.0,PSYC 201,,,How the senses respond to environmental stimuli and how the information they provide is organized into meaningful patterns that make up our experience of the physical world. The effects of maturation and learning in altering those patterns as also considered.
PSYC 414,Learning,4.0,PSYC 101,,,This course provides a broad overview and analysis of the major theories of human and animal learning.
PSYC 415,Human Memory,4.0,PSYC 211W,,,"This course covers experimental and behavioral studies of human memory including long-and short-term memory, memory for text, pictures, spatial information, and autobiographical events. Emphasis on real-world situations, including education, in which memory and learning play a role."
PSYC 417,Advanced Topics in Cognitive Psychology,nan,"PSYC 325, PSYC 414, PSYC 415 (ONE course from that list,",,,"This course provides students with an overview of the fundamental principles and current research on selected topics in cognitive psychology through critical evaluation, discussion, and application. May be re-taken for credit. Specific course topics will be determined by the instructor. not all 3)"
PSYC 419,Psychometric Theory,4.0,PSYC 211W,,,"An overview of development, use, and validation of psychological tests. Topics include reliability and validity, test construction, item analysis, ethics, test administration and scoring, and computerized testing."
PSYC 420,Psychopharmacology,4.0,PSYC 211W,,,"Biological foundations of the actions of psychoactive drugs. Neuroanatomy structure and function, neurophysiology, pharmacokinetics and pharmacodynamics will be covered in detail. Relevant classes of drugs will be highlighted with an eye toward their history, mechanisms of action, effects, and treatments."
PSYC 421,Behavioral Neuroscience,4.0,"PSYC 201, PSYC 211W",,,"Biological basis of psychological processes and behavior. Neuroanatomy, neural function, and laboratory methods of investigation will be explored in relation to topics such as sleep, memory, language, intelligence and psychological disorders."
PSYC 423,Cognitive Neuroscience,4.0,"PSYC 211W, PSYC321",,,"The goal of neuroscience is to understand the human mind. This goal is approached by revealing the brain processes involved in how we perceive, think, remember, and move. Brain development, communication, and plasticity at the neural level are all described."
PSYC 430,Advanced Topics in Biological Psychology,4.0,"PSYC 211W, PSYC 321",,,This course provides students with an overview of the fundamental principles and current research on selected topics in biological psychology through critical evaluation and discussion.
PSYC 432,Advanced Topics in Developmental Psychology,nan,"PSYC 433, PSYC 436, PSYC 343, PSYC 466: One course from",,,"This course provides students with an overview of the fundamental principles and current research on selected topics in developmental psychology through critical evaluation, discussion, and application. May be re-taken for credit. Specific course topics will be determined by the instructor. this list, not all 4"
PSYC 433,Child Psychology,4.0,PSYC 101,,,"Physical, social, emotional, intellectual, and personality development from conception to preadolescence. Focus on interplay between maturation and experience."
PSYC 436,Adolescent Psychology,4.0,,,,This class covers the development of the individual from the age of 11 to 19 years of age. Discussion will include aspects of both normal and abnormal development.
PSYC 442,Group Psychology,3.0,PSYC 101,,,Exploring factors affecting leadership and effective group processes through lectures and discussion of theories and findings and through experiential activities.
PSYC 443,Advanced Social Psychology,4.0,"PSYC 211W, PSYC 340 or PSYC 358",,,An in-depth examination of social psychological research in laboratory and field settings.
PSYC 445,Advanced Topics in Social Psychology,nan,"PSYC 340, PSYC 358, PSYC 455, PSYC 460W (ONE course",,,"This course provides students with an overview of the fundamental principles and current research on selected topics in social psychology through critical evaluation, discussion, and application. May be re-taken for credit. Specific course topics will be determined by the instructor. from list, not all 4)"
PSYC 450,Advanced Cognitive Psychology,4.0,"PSYC 211W, PSYC 325",,,"Advanced Cognitive Psychology introduces students to key research papers in the field of human cognition. Through reading, writing, and the study of experimental design, students will advance their understanding of cognitive psychology and develop their ability to critically review and evaluate research."
PSYC 455,Abnormal Psychology,4.0,PSYC 101,,,"This course is designed to increase the student’s awareness and understanding of abnormal psychology. Students will become familiar with clinical descriptions, course of onset, and treatment regimens specific to various disorders."
PSYC 460W,Psychology of Women,3.0,PSYC 101,Purple,,A critical examination of current psychological approaches to the study of women’s behavior and experience. The course will emphasize empirical ways of knowing and address psychological questions of central concern to women. Development of gender differences also will be explored.
PSYC 461,Marketing Psychology,3.0,,,,Analysis of product marketing and consumer purchasing strategies and their determinants.
PSYC 466,Psychology of Aging,4.0,PSYC 101,,,Aging process and development during the adult years; psychology and psychological concerns of the aging individual; dealing with death.
PSYC 476,Introduction to Applied Behavior Analysis,4.0,PSYC 211W,,,"This course is designed to help students understand the philosophical underpinnings of applied behavior analysis and to demonstrate how behavior theory is applied in real world settings. The class also will inform students about different strategies that may be used to assess and change behavior, as well as the variety of settings in which behavioral principles and interventions may be applied to human behavior."
PSYC 478,Health Psychology,4.0,Three courses in PSYC,,,"The interface of behavioral and medical science is explored. Research on environmental and learning factors in the etiology and treatment of physical disease and rehabilitation is examined. Specific topics include pain management, medical compliance, behavior disorders in nursing homes and on chronic illnesses."
PSYC 485,Topics in Applied Psychology,nan,PSYC 101,,,Application of psychology to topics of current interest. May be retaken for credit.
PSYC 489,Advanced Topics,nan,,,,Application of psychology to topics of current interest. May be retaken for credit.
PSYC 490,Workshop,nan,,,,Topics to be announced. May be retaken for credit.
PSYC 496,Laboratory Research in Psychology,2.0,PYSC 211W,,,"Individualized research experience with a faculty mentor in the psychology department. You will gain specific research experience as designed by a faculty mentor. To register for this course, you must first apply and be accepted to join a psychology faculty members’ research team."
PSYC 497,Field Experience,nan,,,,"A learning experience integrated with the student’s course of study, to be developed with an advisor and the field experience coordinator. May be retaken for credit up to 8 credit total for all enrollments. Available for"
P/N grading,only. Prereq: 9 credits,nan,PYSC 211W,,,
PSYC 499,Individual Study,nan,,,,"Individualized learning under faculty supervision. Recreation, Parks, and Leisure Services RPLS 100 Introduction to Recreation and Parks Leadership"
RPLS 165,Introduction to Community Tourism and Travel,3.0,,,,"This course reviews the significance and potential of tourism and travel at the community level. The focus is on small to mid-size examples and the ways in which community tourism is a collaboration between various organizations and city park and recreation departments to develop, promote, and implement tourism events."
RPLS 175,Natural Resources and Conservation in RPLS,3.0,,,,"In this course we will explore the importance of the natural world and how individuals and societies interact with and impact nature. Students will apply ethical frameworks of sustainability, rights, and justice to understand conservation and resource management practices in public and private lands. Students will analyze and reflect upon complex narratives that guide how diverse people and natural systems interact."
RPLS 182,Wildlife as a Recreational Resource,3.0,,,,A broad survey course that is concerned with game and non-game wildlife species. Habitat is stressed throughout the course as a necessity for maintaining a species. Funding of wildlife programs and changing attitudes of the public are concerns throughout this course.
RPLS 185,Undergraduate Open Seminar,nan,,,,"This course covers various topics for undergraduates in Recreation and Parks Leadership Studies and related fields. Students are exposed to best practices and current challenges in the industry and are given experiential opportunities to make connections for career advancement. Additional fees may apply. May be repeated, as topics vary."
RPLS 250,Therapeutic Recreation Services,3.0,,Purple,,"This course is designed to be an overview of Therapeutic Recreation Services in a variety of human service settings with emphasis on the assessment, planning, implementation and evaluation of leisure and recreation programs performed by therapeutic recreation specialists serving persons with physical, mental, emotional or social limitations. "
RPLS 276,Recreation Leadership,3.0,,,,"Through interactive assignments, students will learn and practice the skills and techniques used by direct leaders in the Recreation and Parks profession. Topics include an introduction to leadership practices, program planning, activity selection, and activity facilitation for diverse groups."
RPLS 293,"Leisure, Recreation, Play, and Well-Being",3.0,,,,"This course addresses leisure wellness and incorporates leisure into life as a balancing force for healthy living. Leisure is studied in relation to: work, time and money management, stress management, healthy relationships, life choices and decisions, personal and community resources, career opportunities and in relation to current issues in politics and in the work place."
RPLS 302,Pre-Practicum Seminar,2.0,,,,This course is designed to be taken two semesters before students completes their practicums. It will help students identify and secure a practicum. It will also help students establish reasonable expectations for a quality practicum experience.
RPLS 325,Experiential Education and Outdoor Programming,3.0,,,,"An introduction to experiential education practices, methods for instruction and planning in outdoor settings, and outdoor skill development."
RPLS 341W,Research Methods in RPLS,3.0,,,,"This course will explore research design with emphasis related to the areas of recreation, parks, and leisure sciences. Basic overview of research methodologies commonly utilized in leisure sciences and approaches to RPLS research will be explored through review of original research. Students will be required to produce and revise scientific writing with specific focus on presenting material to audiences in the RPLS field. Team-based problem centered research questions will be developed and investigated using methodology with current RPLS-related issues."
RPLS 350,Methods of Interpretation in RPLS,3.0,,,,"Students will be introduced to various methods and skills used to design and deliver interpretive programs and materials to various audiences. Students will also apply the philosophies, concepts, theories and practical skills necessary for implementing effective interpretive programs."
RPLS 365,Commercial Recreation and Tourism,3.0,,,,"This course is a survey of commercial recreation and tourism that examines the basic types of commercial recreation and tourism providers, some basic trends in commercial recreation and the social, economic and environmental impacts of commercial recreation and tourism."
RPLS 373,Operations and Facility Management in RPLS,3.0,,,,This course introduces students to basic management and operations techniques for a wide variety of indoor and outdoor recreation facilities.
RPLS 375,Recreation Technology,3.0,RPLS 272 or with instructor permission.,,,"This course is designed to provide students with knowledge, skills, and tools to effectively implement technology in recreation. Students will have the opportunity to explore practical applications of technological in recreation. The objective of this class is to introduce the student to the variety of ways computers and other technologies are used in everyday recreation management."
RPLS 376,Program Planning in RPLS,3.0,,,,"The emphasis of this course is on the program planning processfrom creating the idea through evaluation of the program-and how it fits into the agency profile. Various formats such as leisure learning, tournaments, trips and outings, and special events are highlighted for a variety of leisure service agencies."
RPLS 377,Public Relations,3.0,,,,"Focuses on the total planning, implementation and techniques of effective public relations."
RPLS 377W,Public Relations,3.0,,,,"Focuses on the total planning, implementation and techniques of effective public relations."
RPLS 384,Field Experience,1.0,,,,"Students are required to complete the Field Experience in order to be eligible to enroll in RPLS 495 Practicum. Students will contract with the advisor to complete 100 hours of volunteer or paid experience in a leisure services organization. Written permission required from the advisor. RPLS 393W Advancing Diversity, Equity, and Inclusion"
RPLS 398,CPT: Co-Operative Experience,0.0," At least 60 credits earned; in good, standing;, permission; co-op contract; other prerequisites may also apply.",,,Curricular Practical Training: Co-Operative Experience is a zerocredit full-time practical training experience for one summer and on adjacent fall or spring term. Special rules apply to preserve fulltime student status. Please contact an advisor in your program for complete information.
RPLS 440,Therapeutic Recreation Assessment,3.0,"RPLS 272, RPLS 274 or with instructor permission.",,,"Students will learn about and gain experience with assessment as it is practiced in therapeutic recreation settings. The course focuses on the basics of assessment, the four most frequently utilized information gathering techniques, and commonly used assessment instruments."
RPLS 445,Foundations of Therapeutic Recreation Practice,3.0,"RPLS 272, RPLS 274, or with instructor permission.",,,"This course explores the philosophical and theoretical foundations of therapeutic recreation. Specifically, the relationships among recreation, leisure, health and well-being are examined as articulated by a number of authors. Students critically analyze the required materials and discuss potential implications for therapeutic recreation and therapeutic recreation specialists."
RPLS 447W,Therapeutic Recreation Process,3.0,"RPLS 272, RPLS 274, or with instructor permission.",,,"This course details the Therapeutic Recreation process: assessment, planning, implementation and evaluation in relation to individual treatment programs in Therapeutic Recreation Service. Emphasis is on interpreting assessment data, writing measurable goals and objectives, implementing an actual program and documenting program results in terms currently used in human service settings."
RPLS 450,Therapeutic Recreation Techniques,3.0,,,,"This course is designed to teach a wide variety of interventions and facilitation techniques used in therapeutic recreation programs to give the student knowledge, practice and ability in the implementation of leisure and recreation programs for persons with special needs."
RPLS 451,RPLS Across the Lifespan,3.0,,,,Students will study the recreation needs of various groups of people and learn the best practices for serving those needs. The emphasis will be on program planning guidelines appropriate for each group across the lifespan and for diverse groups. RPLS 457W Transdisciplinary Research in Health-Related
RPLS 460,Sustainable Tourism,3.0,,,,"This course explores aspects of sustainable tourism including conceptual background, planning, consensus building, ethical considerations, and implementation. Students will engage in experiential learning opportunities centered around the application of ideas and will better understand the benefits and drawbacks of sustainable tourism as a revenue-producing endeavor."
RPLS 465,Event Planning and Design,3.0,,,,"This course introduces students to the concepts, principles, and the design involved in the event planning strategy; special event management; stakeholder development; budgets and finance; site selection; contracts, vendors, and marketing and promotions."
RPLS 466,Event Implementation and Evaluation,3.0,,,,"Students will develop skills in the implementation and evaluation of special events in the recreation and parks profession through on-site delivery and analysis. RPLS 471W Research Design in Recreation, Parks and Leisure"
RPLS 473,Recreation Management II-Fiscal Resources,3.0,"RPLS 272, RPLS 373, or with instructor permission. Upper",,,"This course investigates basic economic principles behind managing finances and budgets in recreation, sport and tourism settings. Particular attention will be applied to revenue generation, specifically via grant writing, and creating and managing budgets. Upper division prerequisites can be taken concurrently with instructor permission. division prerequisites can be taken concurrently with instructor permission."
RPLS 475,Public Land Use Policies,3.0,,,,"Traces the history of public lands in the United States, their acquisition and disposal. Congressional charges to executive agencies managing national lands and state and local government responsibilities for managing nonfederal public lands. Attention is given to international oceanic resources and how the international community will manage these resources."
RPLS 476,Advanced Leadership in RPLS,3.0,,,,"An examination of advanced leadership theories, models, and techniques used by professionals in the RPLS field. Topics may include teamwork, conflict resolution, power and influence, and other related concepts to promote high-performing workplaces."
RPLS 477,Interprofessional Practices,1.0,,,,This course will explore interprofessional practices with emphasis related to the areas of allied health and nursing sciences and related disciplines. Students will learn how to interact with other disciplines. Students will be taught techniques to implement outcome-based interprofessional activities through project or community-based experiences.
RPLS 478,Multicultural Perspectives in Outdoor Recreation,3.0,,,,"This course examines major topics of social science research aimed at learning the preferences, attitudes, behaviors, experiences and benefits of visitors to outdoor recreation areas. RPLS 479 Field Techniques in Cultural and Natural Resource"
RPLS 481,Park Planning,3.0,,,,"Traces the history of the parks movement in the United States, selected legislation establishing parks and the enactment of funding legislation. The importance of public participation, planning and political strategies are stressed. Upper division prerequisites can be taken concurrently with instructor permission."
RPLS 482,Leisure and Older Adults,3.0,,,,"Leisure as an integral aspect of successful aging is the focus of this course which includes: leisure in relation to physical, intellectual, social and psychological aspects of aging and successful leisure programming in community-based settings and in long term care."
RPLS 483,Personnel Leadership in RPLS,3.0,,,,This course examines leadership roles in and principles of human resources in recreation and park organizations to build and maintain an effective work force. A range of human resource topics and leadership theories are explored.
RPLS 485,Selected Topics,nan,,,,
RPLS 486,Minor Practicum,nan,,,,Course work set through student/advisor agreement. RPLS 489 Advancement of the Therapeutic Recreation
RPLS 490,Workshop,nan,,,,
RPLS 493,History and Philosophy in RPLS,3.0,,,,"This course explores the philosophical and theoretical foundations that intersect and connect our multifaceted discipline of recreation, parks and leisure services. Specifically, the relationships between nature, conservation, wilderness, social equity, disability, commodification of leisure, and recreation experiences will be explored from the vantage point of a variety of influential scholars. Students will critically analyze the material and discuss potential implications for the profession. Upper division prerequisites can be taken concurrently with instructor permission."
RPLS 495,Senior Internship,9.0,All required RPLS courses completed with a ‘C’ or better.,,,"The Practicum, which is one full semester of professional work experience, is completed at the end of the student’s course work and requires 560 hours of service at a department approved agency where the student works full-time for 14 weeks. Written permission is required from the student’s advisor, one semester in advance. All required RPLS courses must be completed with a C or better grade."
RPLS 497,Internship,nan,,,,Course based on student/advisor agreement.
RPLS 498,Internship,nan,,,,Course based on student/advisor agreement.
RPLS 499,Individual Study,nan,,,,Course work set by student/advisor discussion. Rehabilitation Counseling
REHB 110W,Sensitivity to Disability,3.0,,Gold,,Promotes an understanding of the impact of physical and mental disabilities on people in their daily lives through in-class contacts and exercises with and about persons with disabilities.  Scandinavian Studies
SCAN 101,Elementary Norwegian I,4.0,,,,"An introduction to the basic skills of listening, speaking, reading, and writing coupled with culture."
SCAN 102,Elementary Norwegian II,4.0,SCAN 101,,,"An introduction to the basic skills of listening, speaking, reading, and writing coupled with culture."
SCAN 111,Elementary Swedish I,4.0,,,,"An introduction to the basic skills of listening, speaking, reading, and writing, coupled with cultural notes."
SCAN 112,Elementary Swedish II,4.0,SCAN 111,,,"An introduction to the basic skills of listening, speaking, reading, and writing, coupled with cultural notes. SCAN 150W The Nordic Countries: Interdisciplinary"
SCAN 250,Selected Topics,nan,,,,"Special topics courses in Scandinavian Studies will deal with a variety of topics regarding the history, literature, art, and culture of the Nordic countries. SCAN 250 courses are planned with the interests and needs of beginning students in mind; they offer broad introductions to the most important artefacts and/discourses in the respective field. Writing assignments offer opportunities to learn to discuss adequately and critically central issues and theories. The course may be repeated for credit."
SCAN 251W,Scandinavian Cultures: The Sami,4.0,,Purple,,"In this course, students will learn about the indigenous population of Scandinavia, the Sami. Students will investigate Sami traditions and cultural production along with the historical and contemporary sociopolitical standing of the Sami within the majority cultures of Scandinavia."
SCAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4.0,,,,"This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g., Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English through the lens of literary and cultural criticism with a focus on Scandinavian studies and exposes students to international and diverse points of view that prepare them to be global citizens. Diverse Cultures: Purple"
SCAN 292,Intermediate Norwegian I,4.0,SCAN 102 or equivalent.,,,"Development of reading and listening skills, oral and writing practice within a cultural context. To be arranged with instructor prior to registration."
SCAN 293,Intermediate Norwegian II,4.0,SCAN 102 or equivalent,,,"Development of reading and listening skills, oral and writing practice within a cultural context. To be arranged with instructor prior to registration."
SCAN 294,Intermediate Swedish I,nan,SCAN 112 or equivalent,,,"Development of reading and listening skills, oral and writing practice within a cultural context. To be arranged with instructor prior to registration."
SCAN 295,Intermediate Swedish II,nan,SCAN 112 or equivalent,,,"Development of reading and listening skills, oral and writing practice within a cultural context. To be arranged with instructor prior to registration."
SCAN 299,Individual Study,nan,,,,
SCAN 350,Vikings & Norse Mythology,4.0,,,,"This course is designed to provide an overview of the Viking Age and Norse mythology. Students will begin by learning about the sources that provide scholars with information about the Vikings, such as archeological finds, Icelandic sagas, place names, historical annals, and other written texts. Students will then explore the daily lives of the Vikings in their homelands, their religious beliefs, their expansion to other lands, and what led to the end of the Viking Age."
SCAN 450,Special Topics,nan,,,,"Special topics courses in Scandinavian Studies will deal with a variety of topics regarding the history, literature, art, and culture of the Nordic countries. SCAN 450 courses are planned with the interests and needs of more advanced students in mind; they build on and expand upon clearly defined methods and critical approaches which the students will explore both in class discussions and writing assignments. The course may be repeated for credit."
SCAN 451,Scandinavian Crime Fiction,4.0,,,,"In this course, students will read about crime and deviance in Scandinavia and will develop an understanding of how a culture conceptualizes its ethico-political struggles through literature. Diverse Cultures: Purple"
SCAN 452,Nordic Explorers,4.0,,,,"This course focuses on narratives by and about explorers from the Nordic countries. Scandinavian explorers attempted to navigate the Northwest and Northeast Passages, reach the North and South Poles, traverse the Greenland icecap and the North American Arctic, and cross the South Pacific Ocean. They traveled by ship, by dogsled, by balloon, by airship, by airplane, by foot and on skis. Their narratives describing cross-cultural encounters, the natural environment, and innovation are valuable historical primary sources. A variety of texts, including memoirs, travelogues, and biographies address themes of perseverance, teamwork, isolation, silence, extreme cold, and the struggle for survival."
SCAN 460,Topics in Scandinavian Film,4.0,,,,Revolving topics in Scandinavian Film. Students will explore issues of cultural and historical importance as presented through the medium of film. Written assignments and exams allow students to practice and display analytical and interpretive techniques. May be repeated for credit.
SCAN 490,Major Project in Scandinavian Studies,3.0,Admission to college as Scandinavian Studies Major.,,,"Individual project demonstrating ability to synthesize experience in interdisciplinary major, drawing together different areas of study focusing on specific topic, problem or concern and demonstrating ability to use a Scandinavian language. Approval of Scandinavian Studies program director required. SCAN 492 Minor Project in Scandinavian Studies 1 credit Individual project demonstrating ability to synthesize experience in interdisciplinary minor, drawing together different areas of study focusing on specific topic, problem or concern. Approval of the Scandinavian Studies program director required."
SCAN 499,Individual Study,nan,SCAN 299-03 or SCAN 299-05,,,Advanced study of works by selected Swedish or Norwegian authors. Social Studies
SOST 200,Introduction to Social Studies Teaching,2.0,,,,Acquaints students majoring in social studies (teaching) with the social studies major and fundamental ideas that will help students integrate what they are learning in social sciences and history within the context of secondary social studies classroom.
SOST 222,Selected Topics,nan,,,,"Designed to provide students the opportunity to explore a variety of topics related to social studies. Fall, Spring"
SOST 299,Individual Study,nan,,,,
SOST 450,Teaching Social Studies Secondary School,4.0,Concurrently with KSP 440,,,"Organization and presentation of social studies in secondary schools. Preparation of units for teaching purposes, examination of materials useful to the social studies teacher. Application of national and state standards to teaching social studies."
SOST 485,Topics,nan,,,,Designed to provide students the opportunity to explore a variety of topics related to social studies.
SOST 491,In-Service,nan,,,,Designed to provide students the opportunity to integrate academic learning with professional practice.
SOST 499,Individual Study,nan,,,,Social Work
SOWK 212,Introduction to Social Work,4.0,,,,"An introduction to social work as a profession including the history of the profession, professional behaviors, values and Codes of Ethics, fields of practice, roles and tasks, and core theories and social work skills required for generalist social work practice. Students will develop skills in critical thinking, professional communication and behaviors, demonstrate self-awareness as they prepare to work in a diverse society, and apply values, ethics, and theories through group-based projects. Students are provided with information about the BSSW curriculum."
SOWK 215,Introduction to Social Welfare Services,4.0,,Purple,,he objective of this course is to explore social welfare as a social institution. Consideration will be given to formal and informal efforts to meet common social needs of diverse populations. This course emphasizes social challenges and impact of oppression facing American society and the program and policy prescriptions designed to minimize or eliminate these problems.
SOWK 215W,Introduction to Social Welfare Services,4.0,,Purple,,The objective of this course is to explore social welfare as a social institution. Consideration will be given to formal and informal efforts to meet common social needs of diverse populations. This course emphasizes social challenges and impact of oppression facing American society and the program and policy prescriptions designed to minimize or eliminate these problems.
SOWK 255,Global Responses to Human Need,3.0,,,,"This course exposes students to some of the major realities of life among the poor and socially deprived in all parts of the world, primarily developing countries. Students will confront conditions that impede development and keep people locked into poverty and despair, and will discuss how a person who sees her/himself as a global citizen can act in tangible ways to make that “citizenship” more meaningful. Diverse Cultures: Purple"
SOWK 291,Exploratory Studies,nan,,,,"Under faculty mentorship, students can pursue subjects of individual interest related to social work and social welfare."
SOWK 310,Human Behavior in the Social Environment,4.0,SOWK 212 AND SOWK 215 OR SOWK 215W,,,"Applies theoretical frameworks for assessing and organizing knowledge of human behavior and the social environment in conjunction with social systems, to understand individual, family, group, organizational, and community systems. Attention is paid to human diversity, discrimination, and oppression."
SOWK 310W,Human Behavior in the Social Environment,4.0,SOWK 212 AND SOWK 215 OR SOWK 215W,,,"Applies theoretical frameworks for assessing and organizing knowledge of human behavior and the social environment in conjunction with social systems, to understand individual, family, group, organizational, and community systems. Attention is paid to human diversity, discrimination, and oppression."
SOWK 315,Junior Field Experience,4.0,SOWK 212. Select one course from SOWK 215 or SOWK,,,"Beginning level supervised field experience with a social service agency. Students complete 120 hours of observation and agency service and attend a seminar which integrates the field experience and social work values, knowledge and practice skills. Application required during the semester before registration. 215W"
SOWK 316,Professional Skill Development in Social Work,4.0,"SOWK 212, SOWK 215",,,"This course provides opportunities for students to learn SOWK professional skills and behaviors, including professional communication, critical thinking, problem-solving, self-reflections, and professional presentation. The course provides opportunities to examine personal values and biases when considering the practice of social work in a diverse world. In addition, the course provides opportunities to learn about local social service agencies and offers students the skills needed to develop their sense of who they are and what they bring to the social work profession."
SOWK 410,Social Welfare Policy,4.0,"SOWK 212, SOWK 310. Select one course from SOWK 215 or",,,"Exploration of the interrelatedness of social services, social policy formulation and analysis, and generalist social work practice. Presentation of contemporary social issues and social welfare policies, the introduction of a framework for policy analysis, and an overview of policy, practice, advocacy and action skills. Critical analysis of issues and policy from a social work perspective, drawing from the values and ethics of the profession, with examination of how issues differentially impact groups within our diverse society. SOWK 215W."
SOWK 415,Child-Family Welfare Services,3.0,,,,"This course provides an overview of social services that support the wellbeing of children and families in a diverse society. Students, regardless of disciplinary affiliation, identify personal and professional values, develop a working knowledge of the theories that inform practice with children and families, and understand the roles and legal responsibilities of child welfare workers and professionals from multiple disciplines in the delivery of child welfare services. SOWK 417 Co-morbidity of Mental Health & Substance Use Disorders"
in Social,Work,3.0,,,,"Co-morbid substance abuse and mental health disorders will be encountered by social workers in all areas of practice. Current research on dual diagnosis indicates integrated treatment of substance misuse and mental illness is the most effective approach to treatment. This course will provide an understanding of the intersection of multiple diagnoses, and enable social worker professionals to effectively treat multiple diagnoses in their area of practice. This course examines the interaction of addictive and other mental health disorders. Particular focus is placed on case-conceptualization, assessment, and intervention with multiply diagnosed clients in specific populations."
SOWK 419,Social Work and Aging,3.0,,,,"Service delivery issues and social work practice with older persons, their families and communities."
SOWK 422,Social Work and Chemical Dependency,3.0,,,,"This course is designed to provide upper level (junior and senior) undergraduate social work students with a comprehensive introduction to the epidemiology (scientific study of disease), etiology (cause of disease), history, policy, and treatment modalities of substance abuse from a person-in-environment and systems theory social work perspective."
SOWK 425,Social Work in Health Care Setting,3.0,,,,"Service delivery issues and skills for working in hospitals, nursing homes, and community programs. SOWK 427 Social Work Response to Intimate Partner"
SOWK 430,Social Work in the School Setting,3.0,,,,"Service delivery issues, knowledge and skills for providing social services within school settings."
SOWK 432,Social Work and Disabilities,3.0,,,,"Course focuses on service delivery issues and skills, using a strengthsbased, family systems, and empowerment approach for working with individuals with developmental and other disabilities and their families across the life span. Students hoping to do a practicum in a disability services setting should complete this course prior to beginning the practicum."
SOWK 435,Applied Social Work Research,4.0,"Select one course from STAT 154, PSYC 201, SPC 202, ECON",,,"Explores research issues and techniques, needs assessments, and program and practice evaluations. In addition, there is a lab designed to supplement class discussions and to assist students in understanding some of the technical details and specific skills associated with conducting research and writing a research proposal. The lab enhances skills in developing questionnaires, reviewing previous studies, using American Psychological Association (APA) citations and data analysis using SPSS. Another Statistics course may meet the course prerequisite with approval of the BSSW Program Advisor. 207, HLTH 475. Or other statistics course as approved by BSSW Program Advisor."
SOWK 441,Generalist Social Work Practice,4.0,Admission to the BSSW Program/major. Permission to,,,Overview of generalist social work practice including assessment and intervention methodology and strategies; social work with diverse populations; ethical issues/dilemmas; importance of social work research. Admission to the BSSW Program/Major required. Permission to register given by BSSW Program. register given by BSSW Program.
SOWK 443,Social Work Interviewing and Counseling Skills,4.0,SOWK 441. Permission to register given by BSSW Program.,,,"Intervention skills for working with individuals, families, and groups. Permission to register given by BSSW Program."
SOWK 446,Organizations and Community Practice,4.0,SOWK 441. Permission to register given by BSSW Program.,,,"This course prepares students for direct and indirect macro generalist social work practice in organizations and communities. Students will learn: 1) to recognize characteristics and assets of organizations and communities, 2) to identify and respond to changing community and organizational needs, and 3) strategies for planned change process in organizations and communities. Emphasis is placed on engaging, assessment, intervening and evaluating consumer services across mezzo and macro systems through the process of participating in task-oriented groups. Permission to register given by BSSW Program."
SOWK 450,Integrative Seminar,4.0,"SOWK Foundation, Practice Sequence, and permission",,,Integration of senior field practicum with academic content and concepts. Serves as the capstone experience. Taken with SOWK 455. Corequisites: SOWK 455
SOWK 455,Social Work Practicum,8.0,"SOWK Foundation, Practice Sequence, and permission",,,Culminating practicum experience with 32 hour per week placement in a social service setting with supervision provided by a degreed social worker. Taken with SOWK 450. Corequisites: SOWK 450
SOWK 485,Selected Topics,nan,,,,Topics announced when offered
SOWK 490,Workshop,nan,,,,
SOWK 492,Honors Reading,nan,,,,
SOWK 495,Social Work Honors Paper,nan,,,,This elective is for those students who desire to complete an advanced writing assignment in preparation for employment or graduate education.
SOWK 497,Internship: Social Work,nan,,,,Additional field experience in approved social agency.
SOWK 499,Individual Study,nan,,,,"Under faculty mentorship, students may pursue in-depth library or field research on topics of their choice. Sociology"
