Course ID,Course Name,Credit Count,Prerequisites
GWS 250,"Health, Wealth, and Power",4,Women’s Studies major/minor
GWS 260,Selected Topics,1-4,
GWS 277,Individual Study,1-6,Women’s Studies major/minor
GWS 290,Workshop,1-4,
GWS 310,Feminist Thought,4,
GWS 330,Feminist Activism and Social Justice,4,
GWS 340,Undergraduate Seminar,4,GWS 110 or GWS 220 or consent
GWS 411,Sexual Assault Victim Advocacy,4,
GWS 420,Identity Work in Women's Reentry Experiences,4,
GWS 440,Cultivating Inclusive Classrooms,4,
GWS 455,Sexuality & Queer Identities,4,Must be department major/minor
GWS 460,Selected Topics,1-4,
GWS 477,Individual Study,1-6,Must be department major/minor
GWS 490,Workshop,1-4,
GWS 497,Internship: Teaching,1-6,GWS 110 or GWS 220 and consent.
GWS 498,Internship: Community,1-6,
HIST 155,History of the Family in America,3,
HIST 170,Ancient World Civilization to 1500,4,
HIST 170W,Ancient World Civilization to 1500,4,
HIST 171,"World Civilization, 1500-Present",4,
HIST 171W,"World Civilization, 1500-Present",4,
HIST 180,European History to 1648,4,
HIST 180W,European History to 1648,4,
HIST 181,European History: 1648 to the Present,4,
HIST 181W,European History: 1648 to the Present,4,
HIST 190,United States to 1877,4,
HIST 190W,United States to 1877,4,
HIST 191,United States Since 1877,4,
HIST 191W,United States Since 1877,4,
HIST 232,Islamic Civilizations,4,
HIST 235,World War II and the Holocaust,4,
HIST 244,A History of Taboos and Transgressions,4,
HIST 246W,Sports and Games in History,4,
HIST 250,Riot and Revolution in History,4,
HIST 260,Introduction to Traditional East Asian Civilization,4,
HIST 260W,Introduction to Traditional East Asian Civilization,4,
HIST 268,History and American Democracy,4,
HIST 280,History in Black and White,4,
HIST 300,Study Abroad/Study Away Historical Tour,1-4,
HIST 302,World History: An Overview,4,
HIST 368,U.S. Constitutional History,4,
HIST 369,Sex in American History,4,
HIST 390,Readings for Honors: United States History,1,Permission of instructor.
HIST 391,Reading for Honors: European History,1,Permission of instructor.
HIST 392,Reading for Honors: World History,1,Permission of instructor.
HIST 401,Classical World of Greece & Rome,4,
HIST 402,"Foundations of Judaism, Christianity, & Islam",4,
HIST 403,The Middle Ages,4,
HIST 406,Renaissance and Reformation Europe,4,
HIST 407,The Age of Absolutism and Enlightenment,4,
HIST 408,Women and Gender in European History,4,
HIST 410,The Witch Hunts in European History,4,
HIST 414,Early England to 1603,4,
HIST 415,England since 1603,4,
HIST 419,France since the Revolution in 1789,4,
HIST 424,Scandinavian History,4,
HIST 430,United States: Selected Topics,1-4,
HIST 431,European History: Selected Topics,1-4,
HIST 432,World History: Selected Topics,1-4,
HIST 434,East Asian History: 1800-1945,4,
HIST 435,East Asian History: 1945 - The Present,4,
HIST 436,History of East Asian Relations with the United States,4,
HIST 437,African History to 1800,4,
HIST 438,Modern Africa,4,
HIST 441,Colonial Latin America,4,
HIST 442,Modern Latin America,4,
HIST 443,"The Maya, Aztecs, and Incas",4,
HIST 445,Pirates of the Atlantic World,4,
HIST 446,Modern Middle East,4,
HIST 452,Minnesota History,4,
HIST 454,Early America to 1763,4,
HIST 455,Revolutionary & Early National America 1763-1820,4,
HIST 458,U.S. History 1820-1861,4,
HIST 459,U.S. History 1861-1900,4,
HIST 462,"U.S. History, 1900-1945",4,
HIST 463,"U.S. History, 1945-Present",4,
HIST 466,History of U.S. Foreign Relations in the Twentieth Century,4,
HIST 467,Rock Music and American Society,4,
HIST 470,American Frontier,4,
HIST 471,20th Century American West,4,
HIST 476,Comparative Slavery and Emancipation,4,
HIST 477,African American History,4,
HIST 478,America in Vietnam,4,
HIST 481W,Civil Rights in the Twentieth Century,4,
HIST 483,American Social and Cultural History,4,
HIST 484,American Labor History,4,
HIST 485,History of American Immigration and Ethnicity,4,
HIST 486,American Environmental History,4,
HIST 487,United States Women's History,4,
HIST 488,Disasters in American History,4,"HONR 201, HONR 375"
HIST 490,Workshops,1-4,
HIST 495W,Senior Seminar,4,
HIST 497,Internship,1-12,
HIST 499,Individual Study,1-4,
HLTH 101,Health and the Environment,3,
HLTH 102,Health Promotion Competencies for the Community Health Worker,2,HLTH 101
HLTH 201,"The Community Health Worker: Role, Advocacy, Outreach, and Resources",3,
HLTH 202,"Health Communication, Teaching, and Capacity Building",3,
HLTH 203,"Documentation, Legal, and Ethical Issues in Community Health Work",3,
HLTH 209,Basic First Aid & CPR,1,
HLTH 210,Emergency Medical Responder First Aid & CPR,3,
HLTH 211,Human Sexuality in a World of Diversity,3,
HLTH 212,Consumer Health,3,
HLTH 225,Introduction to Alcohol and Drug Studies,3,
HLTH 240,Drug Education,3,
HLTH 260,Introduction to Applied Health Science,3,
HLTH 295,Professional Preparation in Health Careers,1,"HLTH 101, HLTH 201, HLTH 202, HLTH 203"
HLTH 296,Internship: Community Health Worker,1-2,"HLTH 101, HLTH 201, HLTH 202, HLTH 203"
HLTH 311,Family Life & Sex Education,3,
HLTH 315,Holistic Health and Wellness,3,
HLTH 320,School Health Education,3,
HLTH 321,Medical Terminology,3,
HLTH 360,Theories and Models of Health Education,3,"HLTH 101, HLTH 360"
HLTH 361W,Health Communication and Advocacy,4,"HLTH 101, HLTH 360"
HLTH 370,Multicultural Topics for Addictions Professionals,3,HLTH 225
HLTH 371,Core Functions of Addiction Professionals,3,HLTH 225
HLTH 372,Adolescent Addictions,3,HLTH 225
HLTH 373,Individual Counseling Skills for Substance Use Disorders,3,HLTH 225
HLTH 374,Group Counseling Skills for Substance Use Disorders,3,"HLTH 360, HLTH 361W"
HLTH 380W,"Health Education Planning, Implementing, and Evaluating 1",3,"HLTH 360, HLTH 361W"
HLTH 400,Women's Health,3,
HLTH 406,Ethics and Professionalism for Addictions Professionals,3,HLTH 225
HLTH 407,Pharmacology for Alcohol and Drug Professionals,3,HLTH 320
HLTH 408W,Theories and Methods for Addictions Professionals,3,HLTH 225
HLTH 410W,Current Health Issues,3,
HLTH 420W,Health Teaching Methods,3,HLTH 320
HLTH 441,Death Education,3,
HLTH 450,Environmental Health,3,
HLTH 451,Emotional Health and Stress,3,
HLTH 454,Chronic and Infectious Diseases,3,
HLTH 455,Health and Aging,3,
HLTH 456,Assessment and Diagnosis of Substance Use Disorders,3,HLTH 225
HLTH 457W,Transdisciplinary Research in Health-Related Fields,3,
HLTH 459,Critical Topics in Health,1-3,
HLTH 460,Introduction to Epidemiology,3,
HLTH 465,Public Health and Healthcare Systems,3,
HLTH 466,Global Health,3,
HLTH 467,Public Health Law,3,
HLTH 469,Co-Occurring Disorders,3,HLTH 225
HLTH 475,Biostatistics,3,"MATH 110, STAT 154, Or any other mathematics course higher than MATH 110."
HLTH 477,Behavior Change Foundations and Strategies,3,
HLTH 480,"Health Education Planning, Implementing and Evaluating 2",3,HLTH 380W
HLTH 482W,Administration and Grant Writing in Health Education,4,HLTH 380W
HLTH 488,Worksite Health Promotion,3,
HLTH 491,Directed Research in Health Science,1-6,
HLTH 492,Instructional Internship,1-5,
HLTH 495,Senior Seminar in Health Education,1,Completion of all Alcohol and Drug Studies required core courses.
HLTH 496,Internship: Applied Health Science,1-9,"HLTH 260, HLTH 295, HLTH 360, HLTH 361W, HLTH 380W, HLTH 454, HLTH 460, HLTH 480, HLTH 482W"
HLTH 497,Internship: Alcohol and Drug Studies,1-12,Completion of all Alcohol and Drug Studies required core courses.
HLTH 499,Individual Study,1-6,
HONR 201,Introduction to Honors,1,
HONR 230,Honors Colloquium,1,
HONR 255,Honors Practicum,1-6,
HONR 375,Honors Portfolio Development,1,HONR 201
HONR 401,Honors Seminar,1-4,
HONR 455,Honors Practicum,1-6,
HONR 475,Honors Portfolio Capstone,1,"HONR 201, HONR 375"
HONR 499,Individual Study,1-6,
HP 102,Individualized Exercise,1,
HP 103,Fitness for Living,1,
HP 105,Beginner Swimming,1,
HP 106,Disc Golf,1,
HP 113,Introduction to Bowling,1,
HP 114,Introduction to Billiards,1,
HP 117,Aerobic Conditioning,1,
HP 130,Self-Defense for Women,1,
HP 141,Introduction to Sport Management,3,Selection for team
HP 146,Intercollegiate Bowling,1,Bowling experience/averages.
HP 147,Intercollegiate Cross Country,1,Selection for team
HP 148,Intercollegiate Softball,1,Selection for team
HP 149,Intercollegiate Volleyball,1,Selection for team
HP 150,Intercollegiate Wrestling,1,Selection for team
HP 152,Intercollegiate Track and Field,1,Selection for team
HP 153,Intercollegiate Swimming,1,Selection for team
HP 154,Intercollegiate Football,1,Selection for team
HP 155,Intercollegiate Basketball,1,Selection for team
HP 156,Intercollegiate Baseball,1,Selection for team
HP 157,Intercollegiate Golf,1,Selection for team
HP 158,Intercollegiate Tennis,1,Selection for team
HP 159,Intercollegiate Hockey,1,Selection for team
HP 161,Intercollegiate Soccer,1,Selection for team
HP 166,Team Game Skills,1,
HP 170,Introduction to Sports Medicine,2,Varies depending on activity
HP 171,Introduction to Racquetball,1,
HP 172,Introduction to Tennis,1,
HP 173,Introduction to Badminton,1,
HP 175,Fitness Activities,1,
HP 176,Introduction to Pickleball,1,
HP 177,Introduction to Golf,1,
HP 179,Downhill Skiing,1,
HP 180,Introduction to Handball,1,
HP 181,Advanced Handball,1,
HP 182,Aquatic Skills,1,"Human Performance major or Aquatic emphasis. Ability to swim front crawl, back crawl, elementary backstroke, breaststroke, sidestroke. Developing teaching skills and curriculum."
HP 183,Introduction to Curling,1,
HP 190,Sport Activities,1,Varies depending on activity
HP 191,Yoga,1,
HP 192,Indoor Cycling,1,
HP 201,Introduction to Teaching Physical Education,3,"Front crawl, back crawl, elementary backstroke, sidestroke, breaststroke."
HP 245,Intermediate Swimming,1,"Front crawl, back crawl, elementary backstroke, sidestroke, breaststroke."
HP 252,Officiating Theory,2,
HP 257,Water Safety Instructor (WSI),2,"Swim 500 yards. Front crawl, back crawl, elementary backstroke, breaststroke, sidestroke."
HP 260,Introduction to Exercise Science & Practitioner-based Professions,3,
HP 290,Psycho-Social Aspects of Sport,3,SOC 101
HP 291,Concepts of Fitness,2,
HP 295,Fundamentals of Physical Education Activities,3,Softball experience or consent.
HP 301,Swimming Theory,1,Competitive swimming experience.
HP 302,Wrestling Theory,1,Wrestling experience or wrestling class.
HP 303,Volleyball Theory,1,Volleyball experience or consent.
HP 304,Track & Field Theory,1,
HP 305,Baseball Theory,1,
HP 306,Football Theory,1,
HP 307,Cheerleading Theory,1,
HP 308,Hockey Coaching Theory,1,
HP 309,Basketball Coaching Theory,1,
HP 310,Softball Theory,1,Softball experience or consent.
HP 311,Cross Country Theory,1,
HP 312,Lacrosse Theory,1,
HP 313,Lifespan Motor Development,3,
HP 314,Physiology of Exercise,3,BIOL 330
HP 315W,Research Methods and Statistics in Exercise Science,3,
HP 316,Tennis Theory,1,
HP 317,Golf Coaching Theory,1,
HP 318,Soccer Theory,1,
HP 319,Strength and Conditioning Theory,1,
HP 325,Ethics and Morality in Sport Management,3,
HP 328,Pathomechanics in Sports Medicine,3,
HP 330,MN PE Standards & Benchmarks,2,"HP 202, HP 295"
HP 331,Game Forms I,2,"HP 201, HP 295"
HP 332,Game Forms II,2,"HP 201, HP 295"
HP 333,Introduction to Developmental Adapted Physical Education,3,
HP 334,Game Forms III,2,"HP 201, HP 295"
HP 340,Prevention and Care,2,HLTH 210
HP 350,Sport Business and Professional Development,3,
HP 360,Foundations of Sport Management,3,
HP 363,Science of Strength Training and Kinesiology,3,BIOL 220
HP 372,Exercise Science for Coaches,3,
HP 388,Assessment in General Phys Educ & DAPE,3,"HP 295, HP 313, HP 333"
HP 392,Group Exercise Instruction,2,
HP 415,Advanced Sports Medicine,2,"BIOL 220, HLTH 210, HP 340"
HP 417,Principles of Wellness Coaching,3,
HP 418,Intercultural Competence for Allied Health Professionals,3,
HP 425,Developmental Adapted Physical Education Methods,3,"HP 313, HP 333"
HP 426,Physical Education Teaching Styles,3,"HP 201, HP 295, HP 330"
HP 427,Applied Movement Principles,3,Majors only
HP 428,Collaboration in Developmental Adapted Physical Education,3,"HP 333, HP 388"
HP 429,Developmental Adapted Physical Education Community of Practice,3,"HP 388, HP 425"
HP 430,Applied Behavior Analysis in Physical Education,3,
HP 431,Biomechanics,3,HP 363
HP 435,Planning Sport Facilities,3,
HP 437,"Sport Media, Sponsorship and Sales",3,
HP 439,Nutrition for Physical Activity and Sport,3,HP 314
HP 449,K-12 Teaching Methods in Physical Education,3,"HP 201, HP 295, HP 388"
HP 450,K-12 Teaching Physical Education Practicum,1,"HP 201, HP 295, HP 388"
HP 451,Principles of Coaching,3,
HP 455,Esport Governance,3,
HP 459,Financial Aspects of Sport,3,ACCT 200 or consent of instructor
HP 460,Curriculum Design in Physical Education,3,"HP 449, HP 450"
HP 462,Sports Administration,3,
HP 463,Seminar in Sport Management,3,
HP 464,Analysis of Sport Data,3,
HP 465,Legal Aspects of Physical Education and Sport,3,
HP 466,Graded Exercise Testing and Exercise Prescription,3,HP 414
HP 467,Worksite Wellness Program Development,3,HP 414
HP 468,Sport Marketing,3,
HP 469,Sport and Esport Event Management,3,
HP 470,Psychology of Coaching,3,PSYC 101 or equivalent
HP 475,International Sport Management,3,
HP 477,Behavior Change Foundations and Strategies,3,
HP 480,Senior Seminar,3,"HP 340, HP372, HP 451"
HP 482,Coaching Practicum,1-2,"HP 340, HP372, HP 451"
HP 483,Cardiac Rehabilitation,3,HP 414 and HP 467 or equivalent
HP 486,Small Group Personal Training,3,"HP 363, HP 466"
HP 487,Applied Exercise Science,4,HP 414
HP 488,Applied Sport Business,3,
HP 489,Applied Esport Management,3,"HP 414, HP 466"
HP 490,Workshop,1-4,
HP 493,Internship in Developmental/Adapted Physical Education,1,HP 411 and HP 445
HP 496,Internship,1-10,"HP 414, HP 466"
HP 497,Sport Tourism,3,
HP 499,Individual Study,1-5,
HUM 101W,Introduction to Humanities and the Search for Meaning,4,
HUM 150,Western Humanities I: Cave Paintings to Cathedrals,4,
HUM 151,Western Humanities II: da Vinci to the Digital Age,4,
HUM 155,Global Humanities I: Asia & Africa,4,
HUM 156,"Global Humanities II: The Americas, Australia, & Oceania",4,
HUM 250,Perspectives in Humanities,2-4,
HUM 250W,Perspectives in Humanities,4,
HUM 280,Humanities Traditions,2-4,
HUM 280W,Humanities Traditions,4,
HUM 281W,Human Diversity and Humanities Traditions,4,
HUM 282W,Global Perspectives and Humanities Traditions,4,
HUM 350,Reading for Humanities,1-4,
HUM 380,Topics in Humanities,4,HUM 282W
HUM 450W,Humanities Seminar,4,HUM 282W
HUM 490,Senior Capstone Project,4,Approval of faculty.
HUM 498,Humanities Internship,1-4,"HUM 282W, advanced standing in Humanities and consent of instructor."
HUM 499,Individual Study,1-4,Approval of faculty.
IBUS 380,Principles of International Business,3,
IBUS 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op contract; other prerequisites may also apply.
IBUS 419,(3.00) International Business Seminar,3,IBUS 380
IBUS 428,International Marketing,3,MRKT 210
IBUS 448,International Business Management,3,
IBUS 469,International Business Finance,3,IBUS 380
IBUS 485,Export Administration,3,IBUS 380
IBUS 490,International Business Policy and Strategy,3,Consent
IBUS 492,Study Tour,1-3,
IBUS 497,Internship,1-9,Consent
IBUS 498,(1-3) Internship,1-3,Consent
IBUS 499,Individual Study,1-3,Consent
IDST 496,Capstone Experience,1-4,
IDST 497,Internship,1-4,
IDST 499,Individual Study,1-4,
IEP 010,Beginning Reading and Vocabulary,0,
IEP 011,Beginning Writing,0,
IEP 012,Beginning Listening and Speaking,0,
IEP 013,Beginning Grammar,0,
IEP 014,Beginning Special Topics,0,
IEP 020,Low-Intermediate Reading and Vocabulary,0,
IEP 021,Low-Intermediate Writing,0,
IEP 022,Low-Intermediate Listening and Speaking,0,
IEP 023,Low-Intermediate Grammar,0,
IEP 024,Low-Intermediate Special Topics,0,
IEP 030,High-Intermediate Reading and Vocabulary,0,
IEP 031,High-Intermediate Writing,0,
IEP 032,High-Intermediate Listening and Speaking,0,
IEP 033,High-Intermediate Grammar,0,
IEP 034,High-Intermediate Special Topics,0,
IEP 040,Advanced Reading and Vocabulary,0,
IEP 041,Advanced Writing,0,
IEP 042,Advanced Listening and Speaking,0,
IEP 043,Advanced Grammar,0,
IEP 044,Advanced Special Topics,0,
IPO 101,International Programs,1-18,
ISAT 301,Interdisciplinary Portfolio I,1,Admission to ISAT program.
ISAT 302,Interdisciplinary Portfolio II,1,Admission to ISAT program.
ISAT 401,Interdisciplinary Portfolio III,1,Admission to ISAT program.
ISAT 402,Interdisciplinary Portfolio IV,1,Admission to ISAT program.
ISAT 480,Capstone Proposal,2-4,"ISAT 302, Admission to ISAT program."
ISAT 490,Capstone Experience,2-4,"ISAT 302, Admission to ISAT program."
KSP 106,Education & Culture in the United States,1,International Student
KSP 150,Exploring Careers in Education,3,
KSP 200,Critical Issues in Public Education,3,
KSP 202,Technology Integration in the Classroom,1,
KSP 220W,Human Relations in a Multicultural Society,3,
KSP 222,Introduction to the Learner and Learning,2,
KSP 235,Human Development,3,
KSP 330,Planning and Instruction in the Classroom,3,
KSP 334,Assessment & Evaluation,3,
KSP 440,"Creating Learning Environments to Engage Children, Families, and Community",3,
KSP 442,"Reading, Literacy, and Differentiated Instruction in Inclusive Classrooms",3,
KSP 450,Human Relations in a Multicultural Society,3,
KSP 464,Professional Seminar,1,admission to student teaching.
KSP 476,K-12 Student Teaching,11,Admission to student teaching.
KSP 477,5-12 Student Teaching,11,admission to student teaching.
KSP 480,Seminar,1-3,
KSP 482,(3-6) Enrichment Experience Secondary,3-6,
KSP 489,Selected Topics,1-3,
KSP 490,Workshop,1-6,
KSP 491,In-Service,1-4,
KSP 497,Internship,1-8,
KSP 499,Individual Study,1-6,
MATH 092,College Algebra-corequisite,1,
MATH 094,Essential Mathematics with Elementary Algebra,4,
MATH 098,Intermediate Algebra,4,
MATH 105,Precalculus Corequisite,1,
MATH 110,Perspectives in Mathematics,3,Three years high school algebra/geometry or MATH 098
MATH 112,College Algebra,4,"Satisfy Placement Table in this section, or MATH 098 with grade of P."
MATH 113,Trigonometry,3,"Satisfy Placement Table in this section, or MATH 112 with ""C"" (2.0) or better."
MATH 115,Precalculus Mathematics,4,"Satisfy Math Placement Table in this section, or grade of P in MATH 098."
MATH 121,Calculus I,4,"Satisfy Placement Table in this section, MATH 115 or both MATH 112 and MATH 113 with ""C"" (2.0) or better."
MATH 122,Calculus II,4,"MATH 121 with ""C"" (2.0) or better or consent"
MATH 127,Calculus II for Engineering Technology: Integration,2,"MATH 121 with ""C"" (2.0) or better or consent"
MATH 130,Finite Mathematics and Introductory Calculus,4,"Satisfy Placement Table in this section, or grade of ""C"" (2.0) or better in either MATH 112 or MATH 115."
MATH 170,Introduction to Mathematical Software Programming,3,MATH 121
MATH 180,Mathematics for Computer Science,4,"MATH 112 or equivalent, with ""C"" (2.0) or better, or consent"
MATH 181,Intuitive Calculus,3,"Satisfy Placement Table in this section, or Math 112 with ""C"" (2.0) or better."
MATH 201,Elements of Mathematics I,3,"Satisfy Placement Table in this section, or Grade of P in MATH 098 or ""C"" (2.0) or better in MATH 112 or MATH 115."
MATH 202,Elements of Mathematics II,3,"MATH 201, with ""C"" (2.0) or better or consent"
MATH 203,Elements of Math III,3,"MATH 202 with ""C"" (2.0) or better or consent"
MATH 223,(4.00) Calculus III,4,"MATH 122 with ""C"" (2.0) or better, or consent"
MATH 247,Linear Algebra I,4,"MATH 122 with ""C"" (2.0) or better or consent"
MATH 280,Discrete Mathematics for Computer Science I,4,"MATH 121 with ""C"" (2.0) or better or consent."
MATH 290,Foundations of Mathematics,4,"MATH 122 with ""C"" (2.0) or better or consent."
MATH 316,Intermediate Analysis,3,"MATH 223 and MATH 290 with ""C"" (2.0) or better or consent"
MATH 321,Ordinary Differential Equations,4,"MATH 122 with ""C"" (2.0) or better or consent"
MATH 332,College Geometry,4,"MATH 290 with ""C"" (2.0) or better or consent"
MATH 345,Abstract Algebra I,4,"MATH 290 with ""C"" (2.0) or better or consent"
MATH 354,Concepts of Probability & Statistics,4,"MATH 122 with ""C"" (2.0) or better or consent"
MATH 375,Introduction to Discrete Mathematics,4,"MATH 247 and MATH 290 with grade of ""C"" (2.0) or higher."
MATH 380,Discrete Mathematics for Computer Science II,4,"MATH 247 and MATH 280 with a grade of ""C"" (2.0) or better"
MATH 398,CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
MATH 402,Introduction to Topology,4,"MATH 290 with grade of ""C"" (2.0) or higher."
MATH 411,Introduction to Complex Variables,4,"MATH 223 and MATH 290 with ""C"" (2.0) or better or consent"
MATH 417,Real Analysis I,4,"MATH 223 and MATH 290 with ""C"" (2.0) or better or consent"
MATH 418,Real Analysis II,3,"MATH 417 with ""C"" (2.0) or better or consent"
MATH 422,Partial Differential Equations,4,"MATH 223 and MATH 321 with ""C"" (2.0) or better or consent"
MATH 425,Mathematical Modeling,4,"MATH 223 and MATH 247 with ""C"" (2.0) or better or consent"
MATH 428,Linear Optimization Methods,4,"MATH 122, MATH 247"
MATH 435,Modern Geometry,4,"MATH 247 and MATH 290 with grade of ""C"" (2.0) or higher or consent."
MATH 442,Theory of Numbers,4,"MATH 345 with ""C"" (2.0) or better or consent"
MATH 446,Abstract Algebra II,4,"MATH 345 with ""C"" (2.0) or better or consent"
MATH 447,Linear Algebra II,3,"MATH 345 with ""C"" (2.0) or better or consent"
MATH 455,Theory of Statistics I,4,"MATH 223 with ""C"" (2.0) or better or consent"
MATH 456,Theory of Statistics II,4,"MATH 455 / STAT 455 with ""C"" (2.0) or better or consent"
MATH 460,Actuarial Applications in Probability,3,"(MATH 354, STATS 354, MATH 455 or STAT 455) and MATH 223"
MATH 461,Mathematical Theory of Interest,4,MATH 122 with C (2.0) or better or consent.
MATH 470,Numerical Analysis I,4,"MATH 122, MATH 247 with ""C"" (2.0) or better or consent"
MATH 471,Numerical Analysis II,4,"MATH 470 and MATH 223 with ""C"" (2.0) or better or consent"
MATH 475,Advanced Mathematical Software Programming,4,"Math 345 and Math 375 with a ""C"" (2.0) or better, and senior standing or consent."
MATH 480,History of Mathematics,3,"MATH 345 with ""C"" (2.0) or better or consent"
MATH 483,Advanced Viewpoint of 5-8 School Mathematics,3,"MATH 290 with ""C"" (2.0) or better or consent"
MATH 484,Technology in 5-12 School Mathematics,3,"MATH 290 with ""C"" (2.0) or better or consent"
MATH 485,Teaching Secondary School Mathematics,3,"MATH 290 with ""C"" (2.0) or better or consent"
MATH 487,Teaching Experiences in Mathematics,1,
MATH 488,Seminar,1-3,
MATH 490,Workshop,1-4,
MATH 491,In-Service,1-4,
MATH 492,Mathematics Capstone Experience,3,"Two of the following: MATH 316, MATH 321, MATH 345, MATH 375 and senior standing (or permission of the instructor). Course can also be taken independent study with permission of a cooperating faculty member."
MATH 492W,Mathematics Capstone Experience,3,"Two of the following: MATH 316, MATH 321, MATH 345, MATH 375 and senior standing (or permission of the instructor). Course can also be taken independent study with permission of a cooperating faculty member."
MATH 495,Selected Topics,1-4,
MATH 498,Internship,1-12,
MATH 499,Individual Study,1-4,
ME 100,Explorations in Engineering,1,
ME 101,Introduction to Engineering – Mechanical,2,ACT Math Subscore of 23 or higher.
ME 102,Introduction to Engineering II,1,
ME 103,Computer Graphics Communication,1,
ME 201,Introduction to Problem Solving and Engineering Design,2,ME 101
ME 203,Geometric Dimensioning and Tolerancing in Engineering Design,2,"ME 103, ME 201"
ME 212,Statics,3,PHYS 221
ME 213,Statics and Dynamics for Electrical Engineers,3,
ME 214,Dynamics,3,ME 212
ME 223,Mechanics of Materials,3,ME 103 or instructor permission or instructor permission.
ME 240,Building Systems Documentation,1,ME 103 or instructor permission or instructor permission.
ME 241,Thermodynamics,3,PHYS 221
ME 281,Computing Techniques for Mechanical Engineering Analysis,2,"MATH 122, ME 201"
ME 291,Engineering Analysis,3,"MATH 122, PHYS 221. Select one from EE 107, CIVE 201, ME 201"
ME 297,Internship,1-4,
ME 299,Thermal Analysis,2,"PHYS 221 with ""C-"" (1.67) or better"
ME 306,Materials Science,3,ME 223
ME 321,Fluid Mechanics,3,"MATH 223, ME 214"
ME 324,Heat Transfer,3,"ME 241, ME 321"
ME 329,Applied Thermodynamics,3,"CHEM 191, ME 241"
ME 333,Manufacturing Processes,3,"ME 206, ME 223"
ME 336,Mechanical Engineering Experimentation I,2,ME 306
ME 341,Linear Systems,3,"ME 201, ME 214, PHYS 222, EE 230, PHYS 232, EE 240, ME 281, MATH 321"
ME 344,Instrumentation,3,"ME 203, ME 214, EE 230, EE 240"
ME 398,CPT: Co-Operative Experience,0,ME 201. At least 60 credits earned; in good standing; instructor permission; co-op contract; other Prerequisites may also apply.
ME 415,Structural Analysis,3,ME 223
ME 416,Thermal/Fluid Systems Design,3,"ME 324, ME 329"
ME 417,Design of Machine Elements,3,"ME 214, ME 223"
ME 418,Mechanical Systems Design,3,ME 417
ME 420,Computer Aided Engineering,3,"ME 203, ME 324, ME 417"
ME 422,Mechanics of Composite Materials,3,ME 223
ME 424,Analysis and Design of Heat Transfer Equipment,3,ME 324
ME 426,Aerosol Theory and Technology,3,
ME 428,Design Project I,3,"ME 324, ME 329, ME 333, ME 336, ME 341, ME 417"
ME 429,Energy Conversion,3,"ME 321, ME 324, ME 329 or instructor permission."
ME 431,Building Information Modeling (BIM) for HVAC&R Engineers,1,Instructor Permission
ME 432,HVAC&R Systems and Applications,1,"ME 321, ME 324, ME 329 or instructor permission."
ME 433,Design for Manufacturing and Assembly,3,ME 428
ME 436W,Mechanical Engineering Experimentation II,2,"ME 291, ME 324, ME 329"
ME 438W,Design Project II,3,ME 428
ME 439,Heating Ventilating and Air Conditioning Design,3,"ME 324, ME 329"
ME 440,Introduction to Computational Fluid Dynamics,3,
ME 447,Design of Machine Elements II,3,ME 417
ME 450,Finite Element Method,3,ME 223 and ME 324 or instructor consent
ME 463,Automatic Controls,3,ME 341
ME 464,Mechatronics,3,"ME 417, ME 463"
ME 466,Mechanical Engineering Experimentation III,2,"ME 344, ME 463"
ME 466W,Mechanical Engineering Experimentation III,2,"ME 344, ME 463"
ME 483,Aircraft Stability and Control,3,Senior standing in Mechanical Engineering
ME 491,In-Service,1-4,
ME 492,Mechanical Engineering Seminar,1,Senior standing in Mechanical Engineering
ME 494,Global Experience in Engineering and Technology,1,
ME 497,Internship,1-6,
ME 499,Individual Study,1-6,
MEDT 410,Clinical Hematology I,1-10,
MEDT 411,Clinical Immunohematology I,1-10,
MEDT 412,Clinical Immunology I,1-10,
MEDT 413,Clinical Chemistry I,1-10,
MEDT 414,Clinical Microbiology I,1-10,
MEDT 415,Clinical Microscopy I,1-10,
MEDT 416,Clinical Hematology II,1-10,
MEDT 417,Clinical Immunohematology II,1-10,
MEDT 418,Clinical Chemistry II,1-10,
MEDT 419,Clinical Microbiology II,1-10,
MEDT 420,Clinical Microscopy II,1-10,
MEDT 499,Individual Study,1-6,
MET 104,Introduction to Manufacturing Engineering Technology,1,
MET 142,Introduction to Parametric Modeling,3,
MET 275,Manufacturing Processes I,4,CHEM 104 and MET 142
MET 323,Statics,3,PHYS 211 and MATH 121
MET 324,Strength of Materials and Dynamics,4,MET 323
MET 341,Advanced Parametric Modeling,3,MET 142
MET 347,(4.00) Manufacturing Automation,4,"EET 113, MET 275, MET 341"
MET 375,Manufacturing Processes II,4,MET 275
MET 386,Metrology for Engineering Technologist,3,"MATH 121, MET 341, STAT 154. Admission to AET/MET major."
MET 398,CPT: Co-Operative Experience,0,MET 104. At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
MET 407,Manufacturing Resource Planning and Control,3,
MET 423,Ergonomics & Work Measurement,3,STAT 154
MET 424,Industrial Safety,2,
MET 425,Project and Value Management,3,STAT 154
MET 426,Logistics and Transportation,3,STAT 154
MET 427,Quality Management Systems,3,STAT 154
MET 428,Lean Manufacturing,3,
