Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
MRKT 317,Product and Pricing Strategy,3 credits,N/A,N/A,N/A
MRKT 413,Business-to-Business Marketing,3 credits,N/A,N/A,N/A
MRKT 341,MRKT 492 Study Tour,3 credits,N/A,N/A,N/A
MRKT 494,Fair Trade Study Abroad in Belize,3 credits,N/A,N/A,N/A
MRKT 496,Professional Sales Internship,3 credits,N/A,N/A,N/A
MATH 092,College Algebra-corequisite,1 credit,N/A,N/A,N/A
MATH 098,Intermediate Algebra,4 credits,N/A,N/A,N/A
MATH 105,Precalculus Corequisite,1 credit,N/A,N/A,N/A
MATH 113,Trigonometry,3 credits,N/A,N/A,N/A
MATH 122,Calculus II,4 credits,N/A,N/A,N/A
MATH 201,Elements of Mathematics I,3 credits,N/A,N/A,N/A
MATH 202,Elements of Mathematics II,3 credits,N/A,N/A,N/A
MATH 203,Elements of Math III,3 credits,N/A,N/A,N/A
MATH 223,(4.00) Calculus III,4 credits,N/A,N/A,N/A
MATH 247,Linear Algebra I,4 credits,N/A,N/A,N/A
MATH 290,Foundations of Mathematics,4 credits,N/A,N/A,N/A
MATH 316,Intermediate Analysis,3 credits,N/A,N/A,N/A
MATH 332,College Geometry,4 credits,N/A,N/A,N/A
MATH 345,Abstract Algebra I,4 credits,N/A,N/A,N/A
MATH 354,Concepts of Probability & Statistics,4 credits,N/A,N/A,N/A
MATH 375,Introduction to Discrete Mathematics,4 credits,N/A,N/A,N/A
MATH 380,Discrete Mathematics for Computer Science II,4 credits,N/A,N/A,N/A
MATH 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
MATH 402,Introduction to Topology,4 credits,N/A,N/A,N/A
MATH 411,Introduction to Complex Variables,4 credits,N/A,N/A,N/A
MATH 417,Real Analysis I,4 credits,N/A,N/A,N/A
MATH 418,Real Analysis II,3 credits,N/A,N/A,N/A
MATH 422,Partial Differential Equations,4 credits,N/A,N/A,N/A
MATH 425,Mathematical Modeling,4 credits,N/A,N/A,N/A
MATH 428,Linear Optimization Methods,4 credits,N/A,N/A,N/A
MATH 442,Theory of Numbers,4 credits,N/A,N/A,N/A
MATH 446,Abstract Algebra II,4 credits,N/A,N/A,N/A
MATH 447,Linear Algebra II,3 credits,N/A,N/A,N/A
MATH 455,Theory of Statistics I,4 credits,N/A,N/A,N/A
MATH 456,Theory of Statistics II,4 credits,N/A,N/A,N/A
MATH 460,Actuarial Applications in Probability,3 credits,N/A,N/A,N/A
MATH 461,Mathematical Theory of Interest,4 credits,N/A,N/A,N/A
MATH 470,Numerical Analysis I,4 credits,N/A,N/A,N/A
MATH 471,Numerical Analysis II,4 credits,N/A,N/A,N/A
MATH 480,History of Mathematics,3 credits,N/A,N/A,N/A
MATH 484,Technology in 5-12 School Mathematics,3 credits,N/A,N/A,N/A
MATH 485,Teaching Secondary School Mathematics,3 credits,N/A,N/A,N/A
MATH 487,Teaching Experiences in Mathematics,1 credit,N/A,N/A,N/A
MATH 488,Seminar,1-3 credits,N/A,N/A,N/A
MATH 490,Workshop,1-4 credits,N/A,N/A,N/A
MATH 491,In-Service,1-4 credits,N/A,N/A,N/A
MATH 492,Mathematics Capstone Experience,3 credits,N/A,N/A,N/A
MATH 492W,Mathematics Capstone Experience,3 credits,N/A,N/A,N/A
MATH 495,Selected Topics,1-4 credits,N/A,N/A,N/A
MATH 498,Internship,1-12 credits,N/A,N/A,N/A
MATH 499,Individual Study,1-4 credits,N/A,N/A,N/A
MEDT 410,Clinical Hematology I,1-10 credits,N/A,N/A,N/A
MEDT 411,Clinical Immunohematology I,1-10 credits,N/A,N/A,N/A
MEDT 412,Clinical Immunology I,1-10 credits,N/A,N/A,N/A
MEDT 413,Clinical Chemistry I,1-10 credits,N/A,N/A,N/A
MEDT 414,Clinical Microbiology I,1-10 credits,N/A,N/A,N/A
MEDT 415,Clinical Microscopy I,1-10 credits,N/A,N/A,N/A
MEDT 416,Clinical Hematology II,1-10 credits,N/A,N/A,N/A
MEDT 417,Clinical Immunohematology II,1-10 credits,N/A,N/A,N/A
MEDT 418,Clinical Chemistry II,1-10 credits,N/A,N/A,N/A
MEDT 419,Clinical Microbiology II,1-10 credits,N/A,N/A,N/A
MEDT 420,Clinical Microscopy II,1-10 credits,N/A,N/A,N/A
MEDT 499,Individual Study,1-6 credits,N/A,N/A,N/A
MSL 101,Intro to the Army & Critical Thinking,1 credit,N/A,N/A,N/A
MSL 102,Intro to the Profession of Arms,1 credit,N/A,N/A,N/A
MSL 150,Leadership Lab,1 credit,N/A,N/A,N/A
MSL 499,MSL 201 Leadership & Decision Making II,2 credits,N/A,N/A,N/A
MSL 202,Army Doctrine & Team Development,2 credits,N/A,N/A,N/A
MSL 210,Army Physical Fitness,1 credit,N/A,N/A,N/A
MSL 212,Leadership and Teamwork,2 credits,N/A,N/A,N/A
MSL 252,The Evolution of American Warfare,3 credits,N/A,N/A,N/A
MSL 299,Individual Study,1-8 credits,N/A,N/A,N/A
MSL 302,Applied Leadership in Small Unit Operations,3 credits,N/A,N/A,N/A
MSL 301,MSL 366 Advanced Camp,3 credits,N/A,N/A,N/A
MSL 401,The Army Officer,3 credits,N/A,N/A,N/A
MUSE 200W,Introduction to Museum Studies,4 credits,N/A,N/A,N/A
MUSE 486,Workshop,1-6 credits,N/A,N/A,N/A
MUSE 497,Internship,1-6 credits,N/A,N/A,N/A
MUSE 499,Individual Study,1-6 credits,N/A,N/A,N/A
MUSC 100,Concert Attendance,0 credits,N/A,N/A,N/A
MUSC 101,Introduction to Music,3 credits,N/A,N/A,N/A
MUSC 102,Pop Music USA: Jazz to Country to Blues,3 credits,N/A,N/A,N/A
MUSC 103,Pop Music USA: R & B to MTV,3 credits,N/A,N/A,N/A
MUSC 105,Introduction to Music Education,3 credits,N/A,N/A,N/A
MUSC 110,Fundamentals of Music,3 credits,N/A,N/A,N/A
MUSC 111,Music Theory 1,2 credits,N/A,N/A,N/A
MUSC 112,Music Theory 2,2 credits,N/A,N/A,N/A
MUS 131,MUSC 115 Musicianship 1 for BA/BSME,4 credits,N/A,N/A,N/A
MUSC 116,Musicianship 2 for BA/BSME,4 credits,N/A,N/A,N/A
MUSC 117,Musicianship 3 for BA/BSME,4 credits,N/A,N/A,N/A
MUSC 119,Class Piano I,3 credits,N/A,N/A,N/A
MUSC 120,Music Money and Success,3 credits,N/A,N/A,N/A
MUSC 122,Introduction to the Music Industry,3 credits,N/A,N/A,N/A
MUSC 190,Seminar in Music Careers,1 credit,N/A,N/A,N/A
MUSC 191,Seminar in Music Industry Careers,1 credit,N/A,N/A,N/A
MUSC 199,Admission to Major Interview,0 credits,N/A,N/A,N/A
MUSC 209,Music Travel Tour,1-3 credits,N/A,N/A,N/A
MUSC 211,Music Theory 3,2 credits,N/A,N/A,N/A
MUSC 212,Music Theory 4,2 credits,N/A,N/A,N/A
MUSC 215,Musicianship 3,1-2 credits,N/A,N/A,N/A
MUSC 216,Musicianship 4,1-2 credits,N/A,N/A,N/A
MUSC 217,Jazz Pedagogy and Improvisation,1 credit,N/A,N/A,N/A
MUSC 219,Class Piano 2,1 credit,N/A,N/A,N/A
MUSC 240,Music Technology,2 credits,N/A,N/A,N/A
MUSC 245,Brass Pedagogy and Techniques,1 credit,N/A,N/A,N/A
MUSC 246,String Pedagogy and Techniques,1 credit,N/A,N/A,N/A
MUSC 247,Guitar Pedagogy and Techniques,1 credit,N/A,N/A,N/A
MUSC 248,Woodwind Pedagogy and Techniques,1 credit,N/A,N/A,N/A
MUSC 249,Percussion Pedagogy and Techniques,1 credit,N/A,N/A,N/A
MUSC 255,Marching Band Techniques,2 credits,N/A,N/A,N/A
MUSC 261,Introduction to Conducting,2 credits,N/A,N/A,N/A
MUSC 299,Upper-Level Admission Assessment,0 credits,N/A,N/A,N/A
MUSC 301W,Music History 1,3 credits,N/A,N/A,N/A
MUSC 131,MUSC 302W Music History 2,3 credits,N/A,N/A,N/A
MUSC 307,Music of the World,3 credits,N/A,N/A,N/A
MUSC 308,Women in Music,3 credits,N/A,N/A,N/A
MUSC 309W,Music Travel Tour,3 credits,N/A,N/A,N/A
MUSC 316,Choral Methods 1,3 credits,N/A,N/A,N/A
MUSC 317,Instrumental Lab Ensemble,3 credits,N/A,N/A,N/A
MUSC 318,Choral Lab Ensemble,3 credits,N/A,N/A,N/A
MUSC 320W,Musicpreneurship,3 credits,N/A,N/A,N/A
MUSC 329,Seminar in Music Industry Careers,1-4 credits,N/A,N/A,N/A
MUSC 331,Electronic Orchestration,3 credits,N/A,N/A,N/A
MUSC 340,Materials and Methods of Teaching Music,2 credits,N/A,N/A,N/A
MUSC 341,General Music K-12,3 credits,N/A,N/A,N/A
MUSC 342,General Music 6-12,2 credits,N/A,N/A,N/A
MUSC 343,General Music Lab,3 credits,N/A,N/A,N/A
MUSC 353,Diction for Singers,2 credits,N/A,N/A,N/A
MUSC 402,Music of the Renaissance,3 credits,N/A,N/A,N/A
MUSC 403,Music of the Baroque Era,3 credits,N/A,N/A,N/A
MUSC 404,Music of the Classic Period,3 credits,N/A,N/A,N/A
MUSC 405,Music of the 19th Century,3 credits,N/A,N/A,N/A
MUSC 406,Music of the Modern Era,3 credits,N/A,N/A,N/A
MUSC 411,Form and Analysis,3 credits,N/A,N/A,N/A
MUSC 412,Composition,1-3 credits,N/A,N/A,N/A
MUSC 414,Arranging (instrumentation/orchestration),3 credits,N/A,N/A,N/A
MUSC 415,Choral Arranging,2 credits,N/A,N/A,N/A
MUSC 416,Contrapuntal Techniques,3 credits,N/A,N/A,N/A
MUSC 421,Project Development in the Music Industry,3 credits,N/A,N/A,N/A
MUSC 430,Music Industry Composition Seminar,1 credit,N/A,N/A,N/A
MUSC 431,Film Scoring and Multimedia,3 credits,N/A,N/A,N/A
MUSC 452,Vocal Pedagogy and Literature,3 credits,N/A,N/A,N/A
MUSC 455,Piano Pedagogy,1 credit,N/A,N/A,N/A
MUSC 456,Piano Literature,3 credits,N/A,N/A,N/A
MUSC 465,Choral Methods 2,3 credits,N/A,N/A,N/A
MUSC 466,Choral Methods 3,3 credits,N/A,N/A,N/A
MUSC 471,Instrument Literature & Pedagogy,2 credits,N/A,N/A,N/A
MUSC 475,Instrument Methods 2,3 credits,N/A,N/A,N/A
MUSC 476,Instrumental Methods 3,3 credits,N/A,N/A,N/A
MUSC 482,In-Service,1 credit,N/A,N/A,N/A
MUSC 485,Selected Topics,1-4 credits,N/A,N/A,N/A
MUSC 489,Workshop,1-4 credits,N/A,N/A,N/A
MUSC 498,Internship,1-16 credits,N/A,N/A,N/A
MUSC 499,Independent Study,1-4 credits,N/A,N/A,N/A
MUSP 101,(0-1) Concert Choir,0-1 credits,N/A,N/A,N/A
MUSP 102,University Chorale,0-1 credits,N/A,N/A,N/A
MUSP 103,Chamber Singers,0-1 credits,N/A,N/A,N/A
MUSP 108,Contemporary Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 114,(1.00) Vocal Ensemble,1 credit,N/A,N/A,N/A
MUSP 121,Wind Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 122,Symphonic Band,0-1 credits,N/A,N/A,N/A
MUSP 123,University Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 125,Jazz Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 126,Contemporary Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 131,Maverick Machine Athletic Band,0-1 credits,N/A,N/A,N/A
MUSP 133,Percussion Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 135,Theatre Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 139,Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 150,Studio Class,0 credits,N/A,N/A,N/A
MUSP 151,"Private Voice 1 1,",3 credits,N/A,N/A,N/A
MUSP 152,Introduction to Vocal Studies,1 credit,N/A,N/A,N/A
MUSP 154,Private Study Jazz,1 credit,N/A,N/A,N/A
MUSP 155,"Private Piano 1 1,",3 credits,N/A,N/A,N/A
MUSP 156,"Private Harpsichord 1 1,",3 credits,N/A,N/A,N/A
MUSP 157,"Private Organ 1 1,",3 credits,N/A,N/A,N/A
MUSP 161,"Private Trumpet 1 1,",3 credits,N/A,N/A,N/A
MUSP 162,"Private Horn 1 1,",3 credits,N/A,N/A,N/A
MUSP 163,"Private Trombone 1 1,",3 credits,N/A,N/A,N/A
MUSP 164,"Private Euphonium 1 1,",3 credits,N/A,N/A,N/A
MUSP 165,"Private Tuba 1 1,",3 credits,N/A,N/A,N/A
MUSP 171,"Private Violin 1 1,",3 credits,N/A,N/A,N/A
MUSP 172,"Private Viola 1 1,",3 credits,N/A,N/A,N/A
MUSP 173,"Private Cello 1 1,",3 credits,N/A,N/A,N/A
MUSP 174,"Private Double Bass 1 1,",3 credits,N/A,N/A,N/A
MUSP 176,"Private Classical Guitar 1 1,",3 credits,N/A,N/A,N/A
MUSP 177,Group Instruction in Guitar,3 credits,N/A,N/A,N/A
MUSP 178,"Private Electric Guitar 1 1,",3 credits,N/A,N/A,N/A
MUSP 179,"Private Electric Bass 1 1,",3 credits,N/A,N/A,N/A
MUSP 181,"Private Flute 1 1,",3 credits,N/A,N/A,N/A
MUSP 182,"Private Oboe 1 1,",3 credits,N/A,N/A,N/A
MUSP 183,"Private Clarinet 1 1,",3 credits,N/A,N/A,N/A
MUSP 184,"Private Saxophone 1 1,",3 credits,N/A,N/A,N/A
MUSP 185,"Private Bassoon 1 1,",3 credits,N/A,N/A,N/A
MUSP 186,"Private Percussion 1 1,",3 credits,N/A,N/A,N/A
MUSP 190,Private Secondary Instrument,1 credit,N/A,N/A,N/A
MUSP 191,"Private Instrument 1 1,",3 credits,N/A,N/A,N/A
MUSP 201,Concert Choir,0-1 credits,N/A,N/A,N/A
MUSP 202,University Chorale,0-1 credits,N/A,N/A,N/A
MUSP 203,Chamber Singers,0-1 credits,N/A,N/A,N/A
MUSP 208,Contemporary Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 211,Music Productions for the Stage and Screen,0-1 credits,N/A,N/A,N/A
MUSP 214,Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 215,Collaborative Piano,1 credit,N/A,N/A,N/A
MUSP 221,Wind Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 222,Symphonic Band,0-1 credits,N/A,N/A,N/A
MUSP 223,University Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 225,Jazz Mavericks,0-1 credits,N/A,N/A,N/A
MUSP 226,Contemporary Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 233,Percussion Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 235,Theatre Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 239,Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 251,"Private Voice 2 1,",3 credits,N/A,N/A,N/A
MUSP 255,"Private Piano 2 1,",3 credits,N/A,N/A,N/A
MUSP 256,"Private Harpsichord 2 1,",3 credits,N/A,N/A,N/A
MUSP 257,"Private Organ 2 1,",3 credits,N/A,N/A,N/A
MUSP 261,"Private Trumpet 2 1,",3 credits,N/A,N/A,N/A
MUSP 262,"Private Horn 2 1,",3 credits,N/A,N/A,N/A
MUSP 263,"Private Trombone 2 1,",3 credits,N/A,N/A,N/A
MUSP 264,"Private Euphonium 2 1,",3 credits,N/A,N/A,N/A
MUSP 265,"Private Tuba 2 1,",3 credits,N/A,N/A,N/A
MUSP 271,"Private Violin 2 1,",3 credits,N/A,N/A,N/A
MUSP 272,"Private Viola 2 1,",3 credits,N/A,N/A,N/A
MUSP 273,"Private Cello 2 1,",3 credits,N/A,N/A,N/A
MUSP 274,"Private Double Bass 2 1,",3 credits,N/A,N/A,N/A
MUSP 276,"Private Classical Guitar 2 1,",3 credits,N/A,N/A,N/A
MUSP 278,"Private Electric Guitar 2 1,",3 credits,N/A,N/A,N/A
MUSP 279,"Private Electric Bass 2 1,",3 credits,N/A,N/A,N/A
MUSP 281,"Private Flute 2 1,",3 credits,N/A,N/A,N/A
MUSP 282,"Private Oboe 2 1,",3 credits,N/A,N/A,N/A
MUSP 283,"Private Clarinet 2 1,",3 credits,N/A,N/A,N/A
MUSP 284,"Private Saxophone 2 1,",3 credits,N/A,N/A,N/A
MUSP 285,"Private Bassoon 2 1,",3 credits,N/A,N/A,N/A
MUSP 286,"Private Percussion 2 1,",3 credits,N/A,N/A,N/A
MUSP 291,"Private Instrument 2 1,",3 credits,N/A,N/A,N/A
MUSP 299,Sophomore Recital/Project,0 credits,N/A,N/A,N/A
MUSP 301,Concert Choir,0-1 credits,N/A,N/A,N/A
MUS 299,MUSP 302 University Chorale,0-1 credits,N/A,N/A,N/A
MUSP 303,Chamber Singers,0-1 credits,N/A,N/A,N/A
MUSP 308,Contemporary Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 311,Music Productions for the Stage and Screen,0-1 credits,N/A,N/A,N/A
MUSP 314,Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 315,Collaborative Piano,1 credit,N/A,N/A,N/A
MUSP 317,Small Vocal Ensemble and Solo Accompanying,1 credit,N/A,N/A,N/A
MUSP 321,Wind Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 322,Symphonic Band,0-1 credits,N/A,N/A,N/A
MUSP 323,University Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 325,Jazz Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 326,Contemporary Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 331,Maverick Machine Athletic Band,0-1 credits,N/A,N/A,N/A
MUSP 333,Percussion Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 335,Theatre Orchestra,1 credit,N/A,N/A,N/A
MUSP 339,Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 351,"Private Voice 3 1,",3 credits,N/A,N/A,N/A
MUSP 355,"Private Piano 3 1,",3 credits,N/A,N/A,N/A
MUSP 356,"Private Harpsichord 3 1,",3 credits,N/A,N/A,N/A
MUSP 357,"Private Organ 3 1,",3 credits,N/A,N/A,N/A
MUSP 358,"Private Contemporary Commercial Voice 3 1,",3 credits,N/A,N/A,N/A
MUSP 361,"Private Trumpet 3 1,",3 credits,N/A,N/A,N/A
MUSP 362,"Private Horn 3 1,",3 credits,N/A,N/A,N/A
MUSP 363,"Private Trombone 3 1,",3 credits,N/A,N/A,N/A
MUSP 364,"Private Euphonium 3 1,",3 credits,N/A,N/A,N/A
MUSP 365,"Private Tuba 3 1,",3 credits,N/A,N/A,N/A
MUSP 371,"Private Violin 3 1,",3 credits,N/A,N/A,N/A
MUSP 372,"Private Viola 3 1,",3 credits,N/A,N/A,N/A
MUSP 373,"Private Cello 3 1,",3 credits,N/A,N/A,N/A
MUSP 374,"Private Double Bass 3 1,",3 credits,N/A,N/A,N/A
MUSP 376,"Private Classical Guitar 3 1,",3 credits,N/A,N/A,N/A
MUSP 378,"Private Electric Guitar 3 1,",3 credits,N/A,N/A,N/A
MUSP 379,"Private Electric Bass 3 1,",3 credits,N/A,N/A,N/A
MUSP 381,"Private Flute 3 1,",3 credits,N/A,N/A,N/A
MUSP 382,"Private Oboe 3 1,",3 credits,N/A,N/A,N/A
MUSP 383,"Private Clarinet 3 1,",3 credits,N/A,N/A,N/A
MUSP 384,"Private Saxophone 3 1,",3 credits,N/A,N/A,N/A
MUSP 385,"Private Bassoon 3 1,",3 credits,N/A,N/A,N/A
MUSP 386,"Private Percussion 3 1,",3 credits,N/A,N/A,N/A
MUSP 391,"Private Instrument 3 1,",3 credits,N/A,N/A,N/A
MUSP 399,Junior Recital,0-1 credits,N/A,N/A,N/A
MUSP 401,Concert Choir,0-1 credits,N/A,N/A,N/A
MUSP 402,University Chorale,1 credit,N/A,N/A,N/A
MUSP 403,Chamber Singers,0-1 credits,N/A,N/A,N/A
MUSP 408,Contemporary Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 411,Music Productions for the Stage and Screen,0-1 credits,N/A,N/A,N/A
MUSP 414,Vocal Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 421,Wind Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 422,Symphonic Band,0-1 credits,N/A,N/A,N/A
MUSP 423,University Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 425,Jazz Mavericks,1 credit,N/A,N/A,N/A
MUSP 426,Contemporary Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 433,Percussion Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 435,Theatre Orchestra,0-1 credits,N/A,N/A,N/A
MUSP 439,Instrumental Ensemble,0-1 credits,N/A,N/A,N/A
MUSP 451,"Private Voice 4 1,",3 credits,N/A,N/A,N/A
MUSP 455,"Private Piano 4 1,",3 credits,N/A,N/A,N/A
MUSP 456,"Private Harpsichord 4 1,",3 credits,N/A,N/A,N/A
MUSP 457,"Private Organ 4 1,",3 credits,N/A,N/A,N/A
MUSP 458,"Private Contemporary Commercial Voice 4 1,",3 credits,N/A,N/A,N/A
MUSP 461,"Private Trumpet 4 1,",3 credits,N/A,N/A,N/A
MUSP 462,"Private Horn 4 1,",3 credits,N/A,N/A,N/A
MUSP 463,"Private Trombone 4 1,",3 credits,N/A,N/A,N/A
MUSP 464,"Private Euphonium 4 1,",3 credits,N/A,N/A,N/A
MUSP 465,"Private Tuba 4 1,",3 credits,N/A,N/A,N/A
MUSP 471,"Private Violin 4 1,",3 credits,N/A,N/A,N/A
MUSP 472,"Private Viola 4 1,",3 credits,N/A,N/A,N/A
MUSP 473,"Private Cello 4 1,",3 credits,N/A,N/A,N/A
MUSP 474,"Private Double Bass 4 1,",3 credits,N/A,N/A,N/A
MUSP 476,"Private Classical Guitar 4 1,",3 credits,N/A,N/A,N/A
MUSP 478,"Private Electric Guitar 4 1,",3 credits,N/A,N/A,N/A
MUSP 479,"Private Electric Bass 4 1,",3 credits,N/A,N/A,N/A
MUSP 481,"Private Flute 4 1,",3 credits,N/A,N/A,N/A
MUSP 482,"Private Oboe 4 1,",3 credits,N/A,N/A,N/A
MUSP 483,"Private Clarinet 4 1,",3 credits,N/A,N/A,N/A
MUSP 484,"Private Saxophone 4 1,",3 credits,N/A,N/A,N/A
MUSP 485,"Private Bassoon 4 1,",3 credits,N/A,N/A,N/A
MUSP 486,"Private Percussion 4 1,",3 credits,N/A,N/A,N/A
MUSP 491,"Private Instrument 4 1,",3 credits,N/A,N/A,N/A
MUSP 493,Advanced Choral Conducting,3 credits,N/A,N/A,N/A
MUSP 497,Advanced Instrumental Conducting,3 credits,N/A,N/A,N/A
MUSP 498,Senior Capstone Project or Recital,0-1 credits,N/A,N/A,N/A
NPL 273,Introduction to the Nonprofit Sector,3 credits,N/A,N/A,N/A
NPL 460,Administering Cultural Organizations,3 credits,N/A,N/A,N/A
NPL 473,Advanced Workshop in Nonprofit Leadership,3 credits,N/A,N/A,N/A
NPL 485,Selected Topics,1-3 credits,N/A,N/A,N/A
NPL 486,Fundraising for Nonprofits,3 credits,N/A,N/A,N/A
NPL 488,Financial Management for Nonprofits,3 credits,N/A,N/A,N/A
NPL 497,Internship: Nonprofit Leadership,3 credits,N/A,N/A,N/A
NURS 282,Pathophysiology for Healthcare Professionals,3 credits,N/A,N/A,N/A
BIOL 330,NURS 284 Pharmacology for Healthcare Professionals,3 credits,N/A,N/A,N/A
NURS 286,Relationship-Based Care,3 credits,N/A,N/A,N/A
NURS 301,Cultural Health Immersion: Study Abroad,3 credits,N/A,N/A,N/A
NURS 310,Professional Nursing,3 credits,N/A,N/A,N/A
NURS 311,Physiologic Integrity I,4 credits,N/A,N/A,N/A
NURS 312,Pharmacology for Nurses,3 credits,N/A,N/A,N/A
NURS 313,Assessment and Nursing Procedures,4 credits,N/A,N/A,N/A
NURS 317,Nursing Simulation and Procedures I,1 credit,N/A,N/A,N/A
NURS 333,Professional Nursing,3 credits,N/A,N/A,N/A
NURS 334,Physiologic Integrity I,4 credits,N/A,N/A,N/A
NURS 335,Family and Societal Nursing Inquiry,3 credits,N/A,N/A,N/A
NURS 336,Assessment and Nursing Procedures,5 credits,N/A,N/A,N/A
NURS 350W,Critical Inquiry in Nursing,3 credits,N/A,N/A,N/A
NURS 363,Critical Inquiry in Nursing,2 credits,N/A,N/A,N/A
NURS 364,Physiologic Integrity II,5 credits,N/A,N/A,N/A
NURS 382,Holistic Nursing Assessment and Practice,4 credits,N/A,N/A,N/A
NURS 320,NURS 398 CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
NURS 401,Cultural Immersion in Nursing Practice for RNs,3 credits,N/A,N/A,N/A
NURS 357,NURS 411 Physiologic Integrity III,5 credits,N/A,N/A,N/A
NURS 416,Family Transitions in Vulnerable Populations,2 credits,N/A,N/A,N/A
NURS 366,NURS 434 Physiologic Integrity III,4 credits,N/A,N/A,N/A
PSYC 101,NURS 444 Healthcare Innovation and Entrepreneurship,4 credits,N/A,N/A,N/A
NURS 426,NURS 451 Physiologic Integrity IV,4 credits,N/A,N/A,N/A
NURS 458,Professional Role Integration,3 credits,N/A,N/A,N/A
NURS 451,NURS 463 Nursing Leadership and Management,3 credits,N/A,N/A,N/A
NURS 436,NURS 464 Physiologic Integrity IV,4 credits,N/A,N/A,N/A
NURS 490,Workshop,1-3 credits,N/A,N/A,N/A
NURS 491,In-Service,1-5 credits,N/A,N/A,N/A
NURS 497,Internship,1 credits,N/A,N/A,N/A
NURS 499,Individual Study,1-5 credits,N/A,N/A,N/A
PHIL 100W,Introduction to Philosophy,3 credits,N/A,N/A,N/A
PHIL 110,Logic and Critical Thinking,3 credits,N/A,N/A,N/A
PHIL 112W,Scientific Reasoning,3 credits,N/A,N/A,N/A
PHIL 115W,"Philosophy of Race, Class and Gender",3 credits,N/A,N/A,N/A
PHIL 120W,Introduction to Ethics,3 credits,N/A,N/A,N/A
PHIL 122W,Introduction to Asian Philosophy,3 credits,N/A,N/A,N/A
PHIL 205W,"Culture, Identity, and Diversity",3 credits,N/A,N/A,N/A
PHIL 222W,Medical Ethics,3 credits,N/A,N/A,N/A
PHIL 224,Business Ethics,3 credits,N/A,N/A,N/A
PHIL 224W,Business Ethics,3 credits,N/A,N/A,N/A
PHIL 226W,Environmental Ethics,3 credits,N/A,N/A,N/A
PHIL 240W,"Law, Justice & Society",3 credits,N/A,N/A,N/A
PHIL 311,Symbolic Logic,3 credits,N/A,N/A,N/A
PHIL 321W,Social & Political Philosophy,3 credits,N/A,N/A,N/A
PHIL 322W,Ethical Theory,3 credits,N/A,N/A,N/A
PHIL 334W,History of Philosophy: Classical Philosophy,3 credits,N/A,N/A,N/A
PHIL 337,19th Century Philosophy,3 credits,N/A,N/A,N/A
PHIL 358W,Topics in Asian Philosophy,3 credits,N/A,N/A,N/A
PHIL 361,Philosophy of Religion,3 credits,N/A,N/A,N/A
PHIL 400,The Philosophy of Immanuel Kant,3 credits,N/A,N/A,N/A
PHIL 405,The Philosophy of Ludwig Wittgenstein,3 credits,N/A,N/A,N/A
PHIL 410,Philosophy of Language,3 credits,N/A,N/A,N/A
PHIL 420,Epistemology,3 credits,N/A,N/A,N/A
PHIL 430,Metaphysics,3 credits,N/A,N/A,N/A
PHIL 437,Contemporary Philosophy,3 credits,N/A,N/A,N/A
PHIL 440,Philosophy of Law,3 credits,N/A,N/A,N/A
PHIL 450,(1-3) Special Topics,1-3 credits,N/A,N/A,N/A
PHIL 455,Existentialism & Phenomenology,3 credits,N/A,N/A,N/A
PHIL 460,Philosophy of the Arts,3 credits,N/A,N/A,N/A
PHIL 465,Philosophy of Film,3 credits,N/A,N/A,N/A
PHIL 474,Philosophy of the Mind,3 credits,N/A,N/A,N/A
PHIL 475,Philosophical Issues in Cognitive Science,3 credits,N/A,N/A,N/A
