Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
NPL 485,"Selected Topics 1-3 credits
Topics vary as announced in class schedule. May be retaken for credit
if topic varies.
NPL 486 Fundraising for Nonprofits",3,N/A,N/A,N/A
NPL 488,Financial Management for Nonprofits,3,N/A,N/A,N/A
NPL 497,Internship: Nonprofit Leadership,3,N/A,N/A,N/A
NURS 236,"Family & Societal Inquiry for Healthcare
Professionals",3,N/A,N/A,N/A
NURS 286,"330 2024-2025 Undergraduate Catalog www.mnsu.edu
NURS 282 Pathophysiology for Healthcare Professionals",3,N/A,N/A,N/A
NURS 284,Pharmacology for Healthcare Professionals,3,N/A,N/A,N/A
NURS 301,Cultural Health Immersion: Study Abroad,3,N/A,N/A,N/A
NURS 310,Professional Nursing,3,N/A,N/A,N/A
NURS 311,Physiologic Integrity I,4,N/A,N/A,N/A
NURS 312,Pharmacology for Nurses,3,N/A,N/A,N/A
NURS 313,Assessment and Nursing Procedures,4,N/A,N/A,N/A
NURS 317,"Nursing Simulation and Procedures I 1 credit
Focuses on development of nursing knowledge and management
through use of simulated patient encounters. Students will explore
concepts related to family and society to develop nursing strategies to
foster family and societal care.
NURS 320W Critical Inquiry and Evidence-based Practice
for RNs",4,N/A,N/A,N/A
NURS 333,Professional Nursing,3,N/A,N/A,N/A
NURS 334,Physiologic Integrity I,4,N/A,N/A,N/A
NURS 335,Family and Societal Nursing Inquiry,3,N/A,N/A,N/A
NURS 336,Assessment and Nursing Procedures,5,N/A,N/A,N/A
NURS 350W,Critical Inquiry in Nursing,3,N/A,N/A,N/A
NURS 356,"Nursing Care of Families I: Perinatal, Sexual and
Reproductive Health",3,N/A,N/A,N/A
NURS 363,Critical Inquiry in Nursing,2,N/A,N/A,N/A
NURS 364,Physiologic Integrity II,5,N/A,N/A,N/A
NURS 382,Holistic Nursing Assessment and Practice,4,N/A,N/A,N/A
NURS 320,NURS 398 CPT: Co-Operative Experience,0,N/A,N/A,N/A
NURS 401,Cultural Immersion in Nursing Practice for RNs,3,N/A,N/A,N/A
NURS 402,"Psychosocial/Inter-professional Communication
for RNs",4,N/A,N/A,N/A
NURS 357,NURS 411 Physiologic Integrity III,5,N/A,N/A,N/A
NURS 366,NURS 434 Physiologic Integrity III,4,N/A,N/A,N/A
NURS 426,NURS 451 Physiologic Integrity IV,4,N/A,N/A,N/A
NURS 458,Professional Role Integration,3,N/A,N/A,N/A
NURS 451,NURS 463 Nursing Leadership and Management,3,N/A,N/A,N/A
NURS 436,NURS 464 Physiologic Integrity IV,4,N/A,N/A,N/A
NURS 464,"NURS 482W Population-Based Public Health Practice
for RNs",6,N/A,N/A,N/A
NURS 490,"Workshop 1-3 credits
Workshop(s) with various topics and titles.
NURS 491 In-Service 1-5 credits
Workshop(s) with various topics and titles.
NURS 492 Nursing Capstone and Leadership for Baccalaureate
Practice",4,N/A,N/A,N/A
NURS 482,"NURS 495 An Interprofessional Approach to Integrative and Holistic
Healthcare",4,N/A,N/A,N/A
NURS 497,Internship,1,N/A,N/A,N/A
NURS 499,"Individual Study 1-5 credits
Individual study according to outcomes developed by faculty
and student(s).
Philosophy
PHIL 100W Introduction to Philosophy",3,N/A,N/A,N/A
PHIL 101W,"Philosophical Problem: The Mind-Body Problem3 credits
This course considers historical and contemporary analyses of the mind
in relation to the body and the connection of the mind-body problem to
other issues concerning both religion and science.
PHIL 110 Logic and Critical Thinking",3,N/A,N/A,N/A
PHIL 112W,Scientific Reasoning,3,N/A,N/A,N/A
PHIL 115W,"Philosophy of Race, Class and Gender",3,N/A,N/A,N/A
PHIL 120W,Introduction to Ethics,3,N/A,N/A,N/A
PHIL 122W,Introduction to Asian Philosophy,3,N/A,N/A,N/A
PHIL 205W,"Culture, Identity, and Diversity",3,N/A,N/A,N/A
PHIL 222W,Medical Ethics,3,N/A,N/A,N/A
PHIL 224,Business Ethics,3,N/A,N/A,N/A
PHIL 224W,Business Ethics,3,N/A,N/A,N/A
PHIL 226W,Environmental Ethics,3,N/A,N/A,N/A
PHIL 240W,"Law, Justice & Society",3,N/A,N/A,N/A
PHIL 311,Symbolic Logic,3,N/A,N/A,N/A
PHIL 321W,Social & Political Philosophy,3,N/A,N/A,N/A
PHIL 322W,Ethical Theory,3,N/A,N/A,N/A
PHIL 334W,History of Philosophy: Classical Philosophy,3,N/A,N/A,N/A
PHIL 336W,"History of Philosophy: Renaissance and Modern
Philosophy",3,N/A,N/A,N/A
PHIL 337,19th Century Philosophy,3,N/A,N/A,N/A
PHIL 358W,Topics in Asian Philosophy,3,N/A,N/A,N/A
PHIL 361,Philosophy of Religion,3,N/A,N/A,N/A
PHIL 400,The Philosophy of Immanuel Kant,3,N/A,N/A,N/A
PHIL 405,The Philosophy of Ludwig Wittgenstein,3,N/A,N/A,N/A
PHIL 410,Philosophy of Language,3,N/A,N/A,N/A
PHIL 420,Epistemology,3,N/A,N/A,N/A
PHIL 430,Metaphysics,3,N/A,N/A,N/A
PHIL 437,Contemporary Philosophy,3,N/A,N/A,N/A
PHIL 440,Philosophy of Law,3,N/A,N/A,N/A
PHIL 450,"(1-3) Special Topics 1-3 credits
Intensive study of a single philosopher or topic.
PHIL 455 Existentialism & Phenomenology",3,N/A,N/A,N/A
PHIL 460,Philosophy of the Arts,3,N/A,N/A,N/A
PHIL 465,Philosophy of Film,3,N/A,N/A,N/A
PHIL 474,Philosophy of the Mind,3,N/A,N/A,N/A
PHIL 475,Philosophical Issues in Cognitive Science,3,N/A,N/A,N/A
PHIL 476,Philosophy of Perception,3,N/A,N/A,N/A
PHIL 477,Animal Minds,3,N/A,N/A,N/A
PHIL 480,Philosophy of Science,3,N/A,N/A,N/A
PHIL 481,Philosophy of Biology,3,N/A,N/A,N/A
PHIL 482,Philosophy of Social Science,3,N/A,N/A,N/A
PHIL 490,"Workshop 1-6 credits
Special event of less than semester duration.
PHIL 491 In-Service 1-6 credits
PHIL 497 Philosophy-Cognitive Science Thesis",3,N/A,N/A,N/A
PHIL 499,"(1-6) Individual Study 1-6 credits
Individual study of a philosopher or problem.
Physics
PHYS 101 Introductory Physics",3,N/A,N/A,N/A
PHYS 105,"Time, Atomic Clocks, and Relativity",3,N/A,N/A,N/A
PHYS 150,Explorations in Physics,1,N/A,N/A,N/A
PHYS 220,"focuses on mathematical methods for introductory physics
and problem-solving skills framed in Newton’s Laws at the introductory
level. Specific topics include Vector Algebra and Trigonometry, Forces
and Newtons Laws, and applications of Calculus to kinematics. The goal
of the course is to provide students with supplemental preparation for a
Calculus-Based Introductory Physics Course. Registration will require
special permission.
PHYS 221 General Physics I",4,N/A,N/A,N/A
PHYS 223,General Physics III,3,N/A,N/A,N/A
PHYS 232,General Physics II Laboratory,1,N/A,N/A,N/A
PHYS 335,Modern Physics I,3,N/A,N/A,N/A
PHYS 441,Mechanics,4,N/A,N/A,N/A
PHYS 448,Electricity & Magnetism II,3,N/A,N/A,N/A
PHYS 453,Solid State Physics,3,N/A,N/A,N/A
PHYS 461,Quantum Mechanics,4,N/A,N/A,N/A
PHYS 473,Statistical Physics,3,N/A,N/A,N/A
PHYS 475,Advanced Laboratory,2,N/A,N/A,N/A
PHYS 336,"or consent
PHYS 475W Advanced Laboratory",3,N/A,N/A,N/A
PHYS 492,"Seminar 1 credit
Students will attend research seminars presented by faculty in the
department, or speakers from other institutions. Students also make and
critique presentations made by themselves and other students. May be
repeated for credit. Spring
Prerequisites: Completed at least two upper division physics courses.
PHYS 493 Undergraduate Research 1-6 credits
Prerequisites: Consent
PHYS 495 Selected Topics 1-2 credits
A course in an area of physics not regularly offered. Topic and credit
assigned by department each time offered.
Prerequisites: PHYS 335 and PHYS",336,N/A,N/A,N/A
PHYS 497,"Internship 1-16 credits
Provides a student with the opportunity to gain expertise and experience
in a special field under the supervision of a qualified person.
Prerequisites: Usually Senior standing
PHYS 499 Individual Study 1-8 credits
Special arrangements must be made with an appropriate faculty member
of the department office. May be repeated for credit on each new topic.
Prerequisites: Consent
Political Science
POL 100 Introduction to Politics",4,N/A,N/A,N/A
POL 101,Introduction to Public Life,4,N/A,N/A,N/A
POL 103W,Thinking About Politics,4,N/A,N/A,N/A
POL 104,Understanding the U.S. Constitution,4,N/A,N/A,N/A
POL 106,Politics in the World Community,4,N/A,N/A,N/A
POL 111,United States Government,4,N/A,N/A,N/A
POL 201,"Issues in Politics 1-4 credits
Various topics of current interest. Topics covered in the past include
political corruption, contemporary ideologies, revolution, understanding
the United States Constitution, political films. Course may be taken
more than once for credit.
POL 221 Quantitative Methods in the Social Sciences",4,N/A,N/A,N/A
POL 231,World Politics,4,N/A,N/A,N/A
POL 234,Model United Nations,4,N/A,N/A,N/A
POL 241,Introduction to Comparative Politics,4,N/A,N/A,N/A
POL 260,Introduction to Public Policy and Administration,4,N/A,N/A,N/A
POL 271,State & Local Government,4,N/A,N/A,N/A
POL 311,Ancient & Medieval Political Philosophy,4,N/A,N/A,N/A
POL 312,Early Modern Political Philosophy,4,N/A,N/A,N/A
POL 313,Modern Political Philosophy,4,N/A,N/A,N/A
POL 321,Democracy and Citizenship,4,N/A,N/A,N/A
POL 322,POL 361 Public Budgeting,4,N/A,N/A,N/A
POL 410,Topics in Political Philosophy,4,N/A,N/A,N/A
POL 414,Early United States Political Thought,4,N/A,N/A,N/A
POL 415,Recent United States Political Thought,4,N/A,N/A,N/A
POL 420,"Topics in Participation and Behavior 1-4 credits
This course explores topics in political participation and behavior
beyond what is covered in the existing curriculum. Students study
specialized topics of current importance in the field. Specific topics will
change depending on the term and instructor. May be retaken with a
change of topic.
POL 422 Campaigns & Elections",4,N/A,N/A,N/A
POL 423,Political Parties,4,N/A,N/A,N/A
POL 424,Women & Politics,4,N/A,N/A,N/A
POL 426,Racial and Ethnic Politics,4,N/A,N/A,N/A
POL 427,Political Psychology,4,N/A,N/A,N/A
POL 428,"Media, Entertainment, & Politics",4,N/A,N/A,N/A
POL 430,"Topics in International Relations 1-4 credits
This course explores topics in international relations beyond what is
covered in the existing curriculum. Students study specialized topics of
current importance in the field. Specific topics will change depending on
the term and instructor. May be retaken with a change of topic.
Prerequisites: POL",231,N/A,N/A,N/A
POL 431,International Relations,4,N/A,N/A,N/A
POL 439,"Comparative Social Policy: The Welfare State in Europe and
the Americas",4,N/A,N/A,N/A
POL 440,"Topics in Comparative Politics 1-4 credits
This course explores topics in comparative politics beyond what is
covered in the existing curriculum. Students study specialized topics of
current importance in the field. Specific topics will change depending on
the term and instructor. May be retaken with a change of topic.
Prerequisites: POL",241,N/A,N/A,N/A
POL 441,Russia & Neighboring States Politics,4,N/A,N/A,N/A
POL 453,Constitutional Law,4,N/A,N/A,N/A
POL 454,Civil Liberties,4,N/A,N/A,N/A
LAWE 436,POL 455 American Legal Philosophy,4,N/A,N/A,N/A
POL 460,"Topics in Public Policy/Administration 1-4 credits
This course explores topics in public policy and public administration
beyond what is covered in the existing curriculum. Students study
specialized topics of current importance in the field. Specific topics will
change depending on the term and instructor. May be retaken with a
change of topic.
POL 461 Environmental Politics",4,N/A,N/A,N/A
POL 462,Collective Bargaining: Public Sector,4,N/A,N/A,N/A
POL 463,Public Personnel Administration,4,N/A,N/A,N/A
POL 465,Food and Agriculture Policy,4,N/A,N/A,N/A
POL 466,Entertainment and Public Policy,4,N/A,N/A,N/A
POL 467,Housing and Health Policy,4,N/A,N/A,N/A
POL 470,"Topics in Institutions & Process 1-4 credits
This course explores topics in political institutions and process
beyond what is covered in the existing curriculum. Students study
specialized topics of current importance in the field. Specific topics will
change depending on the term and instructor. May be retaken with a
change of topic.
POL 471 Public Opinion and Polling Methods",4,N/A,N/A,N/A
POL 473,United States Congress,4,N/A,N/A,N/A
POL 474,The Presidency of the United States,4,N/A,N/A,N/A
POL 475,Judicial Process,4,N/A,N/A,N/A
POL 476,Southern Politics,4,N/A,N/A,N/A
POL 491,"Internship 1-12 credits
Field placement with a governmental agency or related organization.
Provides a learning experience in which the student can integrate and
apply knowledge and theory derived from curriculum. P/N only.
POL 492 (1-5) Individual Study 1-5 credits
Advanced study and research on topics not currently available in existing
courses. May be repeated with a change of topic. Requires advisor and
instructor approval of topic.
Psychology
PSYC 101 Introduction to Psychological Science",4,N/A,N/A,N/A
PSYC 103W,Psychology Today,3,N/A,N/A,N/A
PSYC 150,Science of Learning for College Student Success,2,N/A,N/A,N/A
PSYC 201,Statistics for Psychology,4,N/A,N/A,N/A
PSYC 205,Psychology of Sexual Health,4,N/A,N/A,N/A
PSYC 206,Introduction to Cognitive Science,4,N/A,N/A,N/A
PSYC 211W,Research Methods and Design,4,N/A,N/A,N/A
PSYC 219,Psychology of Diversity and Inclusion,4,N/A,N/A,N/A
PSYC 230,Child Care Psychology,3,N/A,N/A,N/A
PSYC 240,Personal Adjustment,3,N/A,N/A,N/A
PSYC 291,"Tutoring Psychology 1-4 credits
Application of the principles of learning to the instruction of students.
Prerequisites: PSYC",101,N/A,N/A,N/A
PSYC 303,Introduction to Clinical Psychology,3,N/A,N/A,N/A
PSYC 304,Introduction to School Psychology,2,N/A,N/A,N/A
PSYC 321,Introduction to Brain and Behavior,4,N/A,N/A,N/A
PSY 101,"OR PSY 206, not both
PSYC 340 Introduction to Social Psychology",4,N/A,N/A,N/A
PSYC 363,"Introduction to Industrial/Organizational
Psychology",4,N/A,N/A,N/A
PSYC 389,Psychology and the Law,3,N/A,N/A,N/A
PSYC 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
PSYC 401,Clinical Sexuality,4,N/A,N/A,N/A
PSYC 409,History and Systems,4,N/A,N/A,N/A
PSYC 410,Communicating Psychological Science,4,N/A,N/A,N/A
PSYC 430,Advanced Topics in Biological Psychology,4,N/A,N/A,N/A
PSYC 433,Child Psychology,4,N/A,N/A,N/A
PSYC 442,Group Psychology,3,N/A,N/A,N/A
PSYC 340,or PSYC,358,N/A,N/A,N/A
PSYC 445,"Advanced Topics in Social Psychology 1-4 credits
This course provides students with an overview of the fundamental
principles and current research on selected topics in social psychology
through critical evaluation, discussion, and application. May be re-taken
for credit. Specific course topics will be determined by the instructor.
Prerequisites: PSYC 340, PSYC 358, PSYC 455, PSYC 460W (ONE course
from list, not all 4)
PSYC 450 Advanced Cognitive Psychology",4,N/A,N/A,N/A
PSYC 325,PSYC 455 Abnormal Psychology,4,N/A,N/A,N/A
PSYC 460W,Psychology of Women,3,N/A,N/A,N/A
PSYC 466,Psychology of Aging,4,N/A,N/A,N/A
PSYC 485,"Topics in Applied Psychology 1-4 credits
Application of psychology to topics of current interest. May be
retaken for credit.
Prerequisites: PSYC",101,N/A,N/A,N/A
PSYC 489,"Advanced Topics 1-5 credits
Application of psychology to topics of current interest. May be
retaken for credit.
PSYC 490 Workshop 1-3 credits
Topics to be announced. May be retaken for credit.
PSYC 496 Laboratory Research in Psychology",2,N/A,N/A,N/A
PYSC 211W,"PSYC 497 Field Experience 1-8 credits
A learning experience integrated with the student’s course of study, to
be developed with an advisor and the field experience coordinator. May
be retaken for credit up to 8 credit total for all enrollments. Available for
P/N grading only. Prereq: 9 credits of PSYC
Prerequisites: PYSC 211W
PSYC 499 Individual Study 1-4 credits
Individualized learning under faculty supervision.
Recreation, Parks, and Leisure Services
RPLS 100 Introduction to Recreation and Parks Leadership
Studies",3,N/A,N/A,N/A
RPLS 150,"Esports Skills Development 1 credit
This course addresses esports collaboration and exposes active
contribution into competitive esports play. Esports is studied in relation
to commitment to improve, self-confidence, mental practice, focus,
social development, collaboration, goal setting and strategic thinking.
Students will be introduced to mechanics, metadata, structure, and
strategies needed to win and put those skills together to build the team
and practice in the game.
RPLS 165 Introduction to Community Tourism and Travel",3,N/A,N/A,N/A
RPLS 175,Natural Resources and Conservation in RPLS,3,N/A,N/A,N/A
RPLS 182,Wildlife as a Recreational Resource,3,N/A,N/A,N/A
RPLS 185,"Undergraduate Open Seminar 1-3 credits
This course covers various topics for undergraduates in Recreation
and Parks Leadership Studies and related fields. Students are exposed
to best practices and current challenges in the industry and are given
experiential opportunities to make connections for career advancement.
Additional fees may apply. May be repeated, as topics vary.
RPLS 250 Therapeutic Recreation Services",3,N/A,N/A,N/A
RPLS 276,Recreation Leadership,3,N/A,N/A,N/A
RPLS 293,"Leisure, Recreation, Play, and Well-Being",3,N/A,N/A,N/A
RPLS 302,Pre-Practicum Seminar,2,N/A,N/A,N/A
RPLS 325,"Experiential Education and Outdoor Programming3 credits
An introduction to experiential education practices, methods
for instruction and planning in outdoor settings, and outdoor
skill development.
RPLS 341W Research Methods in RPLS",3,N/A,N/A,N/A
RPLS 350,Methods of Interpretation in RPLS,3,N/A,N/A,N/A
RPLS 365,Commercial Recreation and Tourism,3,N/A,N/A,N/A
RPLS 373,Operations and Facility Management in RPLS,3,N/A,N/A,N/A
RPLS 375,Recreation Technology,3,N/A,N/A,N/A
RPLS 272,"or with instructor permission.
RPLS 376 Program Planning in RPLS",3,N/A,N/A,N/A
RPLS 377,Public Relations,3,N/A,N/A,N/A
RPLS 377W,Public Relations,3,N/A,N/A,N/A
RPLS 384,Field Experience,1,N/A,N/A,N/A
RPLS 495,"Practicum. Students will contract with
the advisor to complete 100 hours of volunteer or paid experience
in a leisure services organization. Written permission required
from the advisor.
RPLS 393W Advancing Diversity, Equity, and Inclusion
in RPLS",3,N/A,N/A,N/A
RPLS 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
RPLS 440,Therapeutic Recreation Assessment,3,N/A,N/A,N/A
RPLS 274,"or with instructor permission.
RPLS 445 Foundations of Therapeutic Recreation Practice",3,N/A,N/A,N/A
RPLS 447W,Therapeutic Recreation Process,3,N/A,N/A,N/A
RPLS 450,Therapeutic Recreation Techniques,3,N/A,N/A,N/A
RPLS 451,RPLS Across the Lifespan,3,N/A,N/A,N/A
RPLS 457W,"Transdisciplinary Research in Health-Related
Fields",3,N/A,N/A,N/A
RPLS 460,Sustainable Tourism,3,N/A,N/A,N/A
RPLS 465,Event Planning and Design,3,N/A,N/A,N/A
RPLS 466,Event Implementation and Evaluation,3,N/A,N/A,N/A
RPLS 471W,"Research Design in Recreation, Parks and Leisure
Services",3,N/A,N/A,N/A
RPLS 473,Recreation Management II-Fiscal Resources,3,N/A,N/A,N/A
RPLS 475,Public Land Use Policies,3,N/A,N/A,N/A
RPLS 476,Advanced Leadership in RPLS,3,N/A,N/A,N/A
RPLS 477,Interprofessional Practices,1,N/A,N/A,N/A
RPLS 478,"Multicultural Perspectives in Outdoor Recreation3 credits
This course examines major topics of social science research aimed at
learning the preferences, attitudes, behaviors, experiences and benefits of
visitors to outdoor recreation areas.
RPLS 479 Field Techniques in Cultural and Natural Resource
Management",3,N/A,N/A,N/A
RPLS 481,Park Planning,3,N/A,N/A,N/A
RPLS 482,Leisure and Older Adults,3,N/A,N/A,N/A
RPLS 483,Personnel Leadership in RPLS,3,N/A,N/A,N/A
RPLS 485,"Selected Topics 1-3 credits
RPLS 486 Minor Practicum 1-4 credits
Course work set through student/advisor agreement.
RPLS 489 Advancement of the Therapeutic Recreation
Profession",3,N/A,N/A,N/A
RPLS 490,"Workshop 2-4 credits
RPLS 493 History and Philosophy in RPLS",3,N/A,N/A,N/A
RPLS 497,"Internship 1-8 credits
Course based on student/advisor agreement.
RPLS 498 Internship 1-8 credits
Course based on student/advisor agreement.
RPLS 499 Individual Study 1-4 credits
Course work set by student/advisor discussion.
Rehabilitation Counseling
REHB 110W Sensitivity to Disability",3,N/A,N/A,N/A
SCAN 101,Elementary Norwegian I,4,N/A,N/A,N/A
SCAN 102,Elementary Norwegian II,4,N/A,N/A,N/A
SCAN 112,Elementary Swedish II,4,N/A,N/A,N/A
SCAN 111,"SCAN 150W The Nordic Countries: Interdisciplinary
Introduction",4,N/A,N/A,N/A
SCAN 250,"Selected Topics 1-4 credits
Special topics courses in Scandinavian Studies will deal with a variety
of topics regarding the history, literature, art, and culture of the Nordic
countries. SCAN 250 courses are planned with the interests and
needs of beginning students in mind; they offer broad introductions
to the most important artefacts and/discourses in the respective
field. Writing assignments offer opportunities to learn to discuss
adequately and critically central issues and theories. The course may be
repeated for credit.
SCAN 251W Scandinavian Cultures: The Sami",4,N/A,N/A,N/A
SCAN 280W,"Parallel Worlds: Exploring Cultures & Symbols4 credits
This course explores a wide range of cultural topics such as race, gender,
human rights, social conflict, mythology, imaginary worlds, etc. Topics
vary every semester and will be explored from a global perspective
involving at least 4 cultures (e.g., Dakota, German, Francophone,
Scandinavian, Hispanic, Lusophone, etc.). The course is taught in
English through the lens of literary and cultural criticism with a focus
on Scandinavian studies and exposes students to international and
diverse points of view that prepare them to be global citizens. Diverse
Cultures: Purple
SCAN 292 Intermediate Norwegian I",4,N/A,N/A,N/A
SCAN 299,"Individual Study 1-4 credits
SCAN 350 Vikings & Norse Mythology",4,N/A,N/A,N/A
SCAN 450,"Special Topics 1-4 credits
Special topics courses in Scandinavian Studies will deal with a variety
of topics regarding the history, literature, art, and culture of the Nordic
countries. SCAN 450 courses are planned with the interests and needs of
more advanced students in mind; they build on and expand upon clearly
defined methods and critical approaches which the students will explore
both in class discussions and writing assignments. The course may be
repeated for credit.
SCAN 451 Scandinavian Crime Fiction",4,N/A,N/A,N/A
SCAN 452,Nordic Explorers,4,N/A,N/A,N/A
SCAN 460,Topics in Scandinavian Film,4,N/A,N/A,N/A
SCAN 490,Major Project in Scandinavian Studies,3,N/A,N/A,N/A
SCAN 492,"Minor Project in Scandinavian Studies 1 credit
Individual project demonstrating ability to synthesize experience in
interdisciplinary minor, drawing together different areas of study
focusing on specific topic, problem or concern. Approval of the
Scandinavian Studies program director required.
SCAN 499 Individual Study 1-4 credits
Advanced study of works by selected Swedish or Norwegian authors.
Prerequisites: SCAN 299-03 or SCAN 299-05
Social Studies
SOST 200 Introduction to Social Studies Teaching",2,N/A,N/A,N/A
SOST 222,"Selected Topics 1-4 credits
Designed to provide students the opportunity to explore a variety of
topics related to social studies. Fall, Spring
SOST 299 Individual Study 1-6 credits
SOST 450 Teaching Social Studies Secondary School",4,N/A,N/A,N/A
SOWK 215,Introduction to Social Welfare Services,4,N/A,N/A,N/A
SOWK 215W,Introduction to Social Welfare Services,4,N/A,N/A,N/A
SOWK 255,Global Responses to Human Need,3,N/A,N/A,N/A
SOWK 291,"Exploratory Studies 1-3 credits
Under faculty mentorship, students can pursue subjects of individual
interest related to social work and social welfare.
SOWK 310 Human Behavior in the Social Environment",4,N/A,N/A,N/A
SOWK 212,"AND SOWK 215 OR SOWK 215W
SOWK 310W Human Behavior in the Social Environment",4,N/A,N/A,N/A
SOWK 417,"Co-morbidity of Mental Health & Substance Use Disorders
in Social Work",3,N/A,N/A,N/A
SOWK 419,Social Work and Aging,3,N/A,N/A,N/A
SOWK 422,Social Work and Chemical Dependency,3,N/A,N/A,N/A
SOWK 425,Social Work in Health Care Setting,3,N/A,N/A,N/A
SOWK 427,"Social Work Response to Intimate Partner
Violence",3,N/A,N/A,N/A
SOWK 430,Social Work in the School Setting,3,N/A,N/A,N/A
SOWK 432,Social Work and Disabilities,3,N/A,N/A,N/A
SOWK 435,Applied Social Work Research,4,N/A,N/A,N/A
SOWK 441,Generalist Social Work Practice,4,N/A,N/A,N/A
SOWK 443,Social Work Interviewing and Counseling Skills,4,N/A,N/A,N/A
SOWK 446,Organizations and Community Practice,4,N/A,N/A,N/A
SOWK 450,Integrative Seminar,4,N/A,N/A,N/A
SOWK 455,SOWK 455 Social Work Practicum,8,N/A,N/A,N/A
SOC 150,Social Problems,4,N/A,N/A,N/A
SOC 202,Introductory Social Statistics,4,N/A,N/A,N/A
SOC 208,Families in Society,4,N/A,N/A,N/A
SOC 209,Sociology of Human Sexualities,4,N/A,N/A,N/A
SOC 214W,Animals and Society,4,N/A,N/A,N/A
SOC 241,Social Deviance,4,N/A,N/A,N/A
SOC 255,Juvenile Delinquency,4,N/A,N/A,N/A
SOC 285,Selected Topics in Sociology,4,N/A,N/A,N/A
SOC 285W,Selected Topics in Sociology,4,N/A,N/A,N/A
SOC 301W,Social Research I,4,N/A,N/A,N/A
SOC 307,Sex & Gender in Contemporary Society,4,N/A,N/A,N/A
SOC 325,Sociology of Popular Culture,4,N/A,N/A,N/A
SOC 351,Social Psychology,4,N/A,N/A,N/A
SOC 360,Indigenous Peoples and Environmental Struggles,4,N/A,N/A,N/A
SOC 402,Medical Sociology,4,N/A,N/A,N/A
SOC 404,Sociology of Aging,4,N/A,N/A,N/A
SOC 405,Sociology of Death,4,N/A,N/A,N/A
SOC 407,Population Dynamics,4,N/A,N/A,N/A
SOC 409,Family Violence,4,N/A,N/A,N/A
SOC 417,Program Administration,4,N/A,N/A,N/A
SOC 420,Identity Work in Women’s Reentry Experiences,4,N/A,N/A,N/A
SOC 425,Social Movements,4,N/A,N/A,N/A
SOC 430,Sociology of Globalization,4,N/A,N/A,N/A
SOC 442,Criminology,4,N/A,N/A,N/A
SOC 446,"Race, Culture & Ethnicity",4,N/A,N/A,N/A
SOC 460,Environmental Sociology,4,N/A,N/A,N/A
SOC 461,Urban Sociology,4,N/A,N/A,N/A
SOC 463,Social Stratification,4,N/A,N/A,N/A
SOC 466,Program Planning and Evaluation,4,N/A,N/A,N/A
SOC 469,Survey Research,4,N/A,N/A,N/A
SOC 479,Sociological Ethnography,4,N/A,N/A,N/A
SOC 480,Qualitative Methods,4,N/A,N/A,N/A
SOC 483,Contemporary Families,4,N/A,N/A,N/A
SOC 484,Sociology of Religion,4,N/A,N/A,N/A
SOC 485,"Selected Topics 2-6 credits
Topics vary as announced in class schedule. May be retaken for credit
if topic varies.
SOC 490 Workshop 1-3 credits
Workshop topics vary as announced in class schedule. These workshops
will be based on skill-building and career connections for sociology
majors. May be retaken for credit.
SOC 492 Honors Reading 1 credit
For Honors students only.
SOC 493 Community Engaged Research",4,N/A,N/A,N/A
SPAN 101,Elementary Spanish I,4,N/A,N/A,N/A
SPAN 102,Elementary Spanish II,4,N/A,N/A,N/A
SPAN 202,Intermediate Spanish II,4,N/A,N/A,N/A
SPAN 210W,Composition and Conversation Workshop,4,N/A,N/A,N/A
SPAN 250,Spanish Through Latin Dancing,4,N/A,N/A,N/A
SPAN 256,"Individual Study Abroad: Supervised Project 1-6 credits
Topics will vary. May be repeated for credit.
SPAN 280W Parallel Worlds: Exploring Cultures & Symbols",4,N/A,N/A,N/A
SPAN 293,"Individual Study Abroad: Intermediate Spanish I1-6 credits
Development of reading, writing, speaking and listening skills at the
intermediate level. Content varies. May be repeated for credit. Study for
credit must be approved by the department prior to departure. Pre: One
year university level Spanish or equivalent
Prerequisites: One year university level Spanish or equivalent
www.mnsu.edu 2024-2025 Undergraduate Catalog",355,N/A,N/A,N/A
SPAN 294,"Individual Study Abroad: Intermediate
Spanish II 1-6 credits
Development of reading, writing, speaking and listening skills at the
intermediate level. Content varies. May be repeated for credit. Study for
credit must be approved by the department prior to departure.
Prerequisites: One year university level Spanish or equivalent
SPAN 301 Topics in Language 1-4 credits
Topics will vary and course may be repeated for credit. Language topics
include pronunciation and intonation, advanced grammar, Spanish
for the marketplace, etc. The focus is on advanced oral or written
communication.
Prerequisites: Two years of university level Spanish or equivalent
SPAN 310 Conversation 1-4 credits
Emphasis on development of oral communication skills and
improvement in writing.
SPAN 311W Composition Workshop for Heritage/Bilingual
Speakers",4,N/A,N/A,N/A
SPAN 350,Topics in Hispanic Cultures,4,N/A,N/A,N/A
